account_id,event_time,health_score
A0064,1767330818000,55.44
A0064,1774192566000,13.46
A0065,1767257476000,49.1
A0065,1773735079000,88.27
A0066,1767371332000,48.48
A0066,1773472746000,86.01
A0067,1767364604000,43.21
A0067,1773199691000,13.43
A0068,1767268715000,44.24
A0068,1773227807000,88.52
A0069,1767242834000,45.15
A0069,1773332782000,90.95
A0070,1767395968000,46.73
A0070,1773750964000,90.9
A0071,1767350284000,49.91
A0071,1773838769000,92.24
A0072,1767387108000,45.47
A0072,1774348947000,86.39
A0073,1767276261000,55.14
A0073,1773599590000,8.42
A0074,1767255545000,46.65
A0074,1773816145000,9.8
A0075,1767332003000,43.46
A0075,1774100517000,14.24
A0076,1767288436000,49.91
A0076,1774019036000,8.83
A0077,1767344359000,53.6
A0077,1773687026000,86.39
A0078,1767283251000,47.38
A0078,1773930673000,5.02
A0079,1767361358000,45.26
A0079,1773737798000,93.38
A0080,1767271498000,38.64
A0080,1773367492000,89.46
A0081,1767269138000,64.53
A0081,1772552663000,92.2
A0082,1767315579000,47.42
A0082,1772938747000,13.7
A0083,1767258260000,58.97
A0083,1774122764000,92.57
A0084,1767384083000,51.77
A0084,1773889130000,14.35
A0085,1767240145000,39.43
A0085,1774079363000,12.65
A0086,1767327257000,53.61
A0086,1772447749000,7.39
A0087,1767315483000,42.13
A0087,1772507937000,87.48
A0088,1767279432000,52.71
A0088,1774437403000,91.61
A0089,1767381827000,50.99
A0089,1774143809000,10.61
A0090,1767375816000,54.33
A0090,1773788622000,88.89
A0091,1767234003000,53.28
A0091,1773516727000,92.09
A0092,1767275361000,54.35
A0092,1772954124000,5.34
A0093,1767276954000,47.37
A0093,1774351999000,6.57
A0094,1767393587000,52.96
A0094,1773199608000,14.41
A0095,1767377876000,47.22
A0095,1772830216000,92.63
A0096,1767300176000,56.56
A0096,1773280761000,5.19
A0097,1767338841000,42.25
A0097,1773864964000,5.61
A0098,1767300944000,48.59
A0098,1773053456000,90.86
A0099,1767255299000,54.21
A0099,1772585308000,86.88
