account_id,f1,f2,f3,f4
A0089,-1.0756,-0.2737,0.0281,-0.1554
A0090,-1.966,-2.3879,1.6682,-0.5901
A0091,-0.4599,-2.5564,0.5941,-1.6881
A0092,-2.1355,-1.6932,0.8609,0.1015
A0093,-1.0091,-0.6563,-2.0451,-0.2152
A0094,0.9561,-2.8768,0.5733,-0.0441
A0095,-2.2504,-2.5765,-2.3901,-1.3702
A0096,-1.8094,-3.3149,0.2974,-1.0295
A0097,2.1647,-1.828,-0.158,1.0806
A0098,-2.6909,-1.3593,1.2151,-1.3709
A0099,-5.5488,-0.5527,2.4816,-0.2783
A0100,-2.3138,-2.3804,-0.1432,-1.8523
A0101,-1.5099,-1.8913,-1.437,2.5692
A0102,-1.0162,-1.2413,-1.7851,-0.3223
A0103,2.5353,-2.3502,0.0277,0.2428
A0104,0.3576,-1.0322,-0.6132,-0.3648
A0105,-3.9049,-1.6886,1.2001,1.6983
A0106,-2.5796,-2.5842,1.8159,1.7187
A0107,2.5648,-1.4477,-0.761,-1.7956
A0108,-0.7336,-2.093,-0.0115,2.2919
A0109,1.6103,-2.759,3.1407,-0.8582
A0110,-2.1098,-1.3045,0.5758,0.6829
A0111,-3.5509,-1.6369,-1.8921,0.9247
A0112,1.8342,-1.973,-0.6949,0.9102
A0113,-4.0734,-1.4322,0.4879,-0.2017
A0114,-2.322,-1.2915,2.0178,1.9111
A0115,0.8762,-2.9003,-2.7964,-0.1709
A0116,-4.2302,-0.5664,2.9446,1.5594
A0117,-1.1759,-2.0655,0.4898,1.8953
A0118,3.0738,-2.9955,1.9687,-0.3461
A0119,3.8149,-0.7794,1.1941,-0.4281
