account_id,event_time,health_score
A0046,1773023807000,6.17
A0047,1767311694000,52.2
A0047,1773216206000,9.35
A0048,1767261610000,53.33
A0048,1773629864000,6.2
A0049,1767323199000,53.75
A0049,1773169263000,87.46
A0050,1767327064000,50.55
A0050,1773320988000,6.13
A0051,1767329903000,47.23
A0051,1773807796000,93.63
A0052,1767323811000,55.84
A0052,1772971587000,89.26
A0053,1767290177000,48.55
A0053,1774007737000,85.67
A0054,1767225832000,58.87
A0054,1774118703000,94.9
A0055,1767264773000,48.09
A0055,1773298673000,85.78
A0056,1767320677000,51.42
A0056,1774270224000,12.77
A0057,1767310262000,49.21
A0057,1773786618000,92.3
A0058,1767269825000,43.92
A0058,1773242066000,7.9
A0059,1767353018000,50.63
A0059,1774193284000,92.08
A0060,1767287292000,52.79
A0060,1772735807000,11.68
A0061,1767269240000,56.43
A0061,1772451499000,88.32
A0062,1767231797000,47.78
A0062,1773673170000,8.88
A0063,1767394362000,42.29
A0063,1774465127000,5.76
A0064,1767337435000,47.15
A0064,1774192973000,86.79
A0065,1767365942000,51.06
A0065,1772770142000,90.41
A0066,1767268486000,54.1
A0066,1774288459000,88.02
A0067,1767248195000,56.95
A0067,1772984528000,92.29
A0068,1767331327000,50.13
A0068,1774041154000,10.73
A0069,1767278765000,48.34
A0069,1774397285000,94.52
A0070,1767388229000,56.32
A0070,1773419604000,93.95
A0071,1767384705000,46.11
A0071,1774110743000,6.19
A0072,1767295744000,55.74
A0072,1772983612000,5.25
A0073,1767247526000,57.62
A0073,1773052208000,93.9
A0074,1767265962000,42.11
A0074,1774144910000,14.1
A0075,1767332319000,50.99
A0075,1773697727000,14.86
A0076,1767306203000,52.13
A0076,1774487343000,90.94
A0077,1767380660000,48.11
A0077,1773490949000,11.51
A0078,1767348286000,51.33
A0078,1773713829000,10.17
A0079,1767351777000,53.03
A0079,1773858500000,5.84
A0080,1767349058000,55.79
A0080,1773461044000,87.36
A0081,1767252777000,46.88
A0081,1774353863000,13.82
A0082,1767377191000,52.61
A0082,1773105134000,9.38
A0083,1767322031000,54.08
A0083,1773068647000,12.62
A0084,1767374205000,42.97
A0084,1773496229000,88.67
A0085,1767282648000,47.42
A0085,1774195867000,8.58
A0086,1767245199000,49.68
A0086,1772972533000,13.16
A0087,1767237027000,50.94
A0087,1773071364000,9.4
A0088,1767373582000,54.21
A0088,1774250607000,5.17
A0089,1767305448000,40.53
A0089,1773548598000,88.79
A0090,1767308047000,52.67
A0090,1773631888000,90.26
A0091,1767355612000,47.04
A0091,1773307480000,90.82
A0092,1767359061000,43.05
A0092,1773490947000,14.73
A0093,1767279460000,54.39
A0093,1772990384000,13.94
A0094,1767340418000,51.67
A0094,1774222747000,6.24
A0095,1767227969000,42.82
A0095,1773469617000,91.35
A0096,1767247524000,54.71
A0096,1773107855000,14.09
A0097,1767253598000,59.67
A0097,1773905894000,10.19
A0098,1767352987000,50.83
A0098,1774232400000,85.82
A0099,1767241860000,41.43
A0099,1773160555000,94.99
