[agent] I'll start by examining the task requirements and the input data to understand what needs to be done.
[agent:bash] cd /Users/wolffbe/workspace/banter/testbed/results/21_db-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/databricks/cli/1.3.0/no-skills/feature/mit/1/task && pwd
[agent:result] command: cd /Users/wolffbe/workspace/banter/testbed/results/21_db-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/databricks/cli/1.3.0/no-skills/feature/mit/1/task && pwd
[agent:result] stdout: /Users/wolffbe/workspace/banter/testbed/results/21_db-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/databricks/cli/1.3.0/no-skills/feature/mit/1/task
[agent:result] 
[agent:result] stderr: 
[agent:result] returncode: 0
[agent:read] data/transactions.csv
[agent:result] file_path: /Users/wolffbe/workspace/banter/testbed/results/21_db-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/databricks/cli/1.3.0/no-skills/feature/mit/1/task/data/transactions.csv
[agent:result] content:         1→row_id,account_id,event_time,amount,currency
[agent:result]       101→R00099,A0055,1772755020000,67.53,SEK
[agent:result]       102→R00100,A0044,1772757480000,6.76,SEK
[agent:result]       103→R00101,A0034,1772758560000,38.4,GBP
[agent:result]       104→R00102,A0053,1772782080000,12.68,EUR
[agent:result]       105→R00103,A0025,1772802900000,6.2,GBP
[agent:result]       106→R00104,A0030,1772808720000,13.02,EUR
[agent:result]       107→R00105,A0052,1772816760000,3.69,USD
[agent:result]       108→R00106,A0034,1772816940000,7.2,USD
[agent:result]       109→R00107,A0035,1772817120000,26.45,SEK
[agent:result]       110→R00108,A0036,1772817960000,24.31,EUR
[agent:result]       111→R00109,A0029,1772819160000,17.5,EUR
[agent:result]       112→R00110,A0057,1772821380000,10.05,SEK
[agent:result]       113→R00111,A0027,1772821980000,58.6,EUR
[agent:result]       114→R00112,A0045,1772825700000,11.39,SEK
[agent:result]       115→R00113,A0030,1772835480000,9.53,SEK
[agent:result]       116→R00114,A0023,1772837220000,8.26,USD
[agent:result]       117→R00115,A0023,1772843040000,18.85,SEK
[agent:result]       118→R00116,A0051,1772846100000,6.21,GBP
[agent:result]       119→R00117,A0058,1772852340000,19.14,GBP
[agent:result]       120→R00118,A0025,1772862180000,6.46,EUR
[agent:result]       121→R00119,A0048,1772868180000,46.07,GBP
[agent:result]       122→R00120,A0037,1772869380000,4.57,GBP
[agent:result]       123→R00121,A0020,1772872080000,80.22,GBP
[agent:result]       124→R00122,A0024,1772874120000,140.07,USD
[agent:result]       125→R00123,A0001,1772878260000,11.15,GBP
[agent:result]       126→R00124,A0046,1772890500000,17.08,USD
[agent:result]       127→R00125,A0009,1772894340000,113.35,USD
[agent:result]       128→R00126,A0042,1772896800000,26.07,SEK
[agent:result]       129→R00127,A0029,1772901480000,12.22,SEK
[agent:result]       130→R00128,A0048,1772911560000,57.57,USD
[agent:result]       131→R00129,A0023,1772928900000,5.93,EUR
[agent:result]       132→R00130,A0035,1772929020000,13.33,EUR
[agent:result]       133→R00131,A0012,1772932680000,7.96,GBP
[agent:result]       134→R00132,A0008,1772934060000,64.1,EUR
[agent:result]       135→R00133,A0041,1772937360000,10.31,EUR
[agent:result]       136→R00134,A0023,1772939040000,225.5,SEK
[agent:result]       137→R00135,A0023,1772946480000,10.31,SEK
[agent:result]       138→R00136,A0002,1772947260000,20.14,SEK
[agent:result]       139→R00137,A0051,1772948580000,9.36,SEK
[agent:result]       140→R00138,A0038,1772953020000,40.82,USD
[agent:result]       141→R00139,A0001,1772954280000,97.29,EUR
[agent:result]       142→R00140,A0059,1772964300000,18.04,USD
[agent:result]       143→R00141,A0009,1772964660000,8.55,USD
[agent:result]       144→R00142,A0036,1772966100000,68.33,EUR
[agent:result]       145→R00143,A0051,1772966580000,16.38,GBP
[agent:result]       146→R00144,A0017,1772972040000,31.09,SEK
[agent:result]       147→R00145,A0002,1772977260000,18.12,USD
[agent:result]       148→R00146,A0026,1772990460000,46.98,GBP
[agent:result]       149→R00147,A0043,1772992920000,21.43,USD
[agent:result]       150→R00148,A0012,1772995380000,65.51,USD
[agent:result]       151→R00149,A0036,1773009720000,44.38,USD
[agent:result]       152→R00150,A0003,1773014280000,68.76,USD
[agent:result]       153→R00151,A0047,1773016920000,23.4,USD
[agent:result]       154→R00152,A0011,1773017100000,52.29,SEK
[agent:result]       155→R00153,A0040,1773043860000,18.92,GBP
[agent:result]       156→R00154,A0053,1773050640000,27.25,SEK
[agent:result]       157→R00155,A0011,1773052380000,22.38,GBP
[agent:result]       158→R00156,A0054,1773054180000,55.06,EUR
[agent:result]       159→R00157,A0007,1773067200000,14.43,GBP
[agent:result]       160→R00158,A0057,1773068520000,9.65,SEK
[agent:result]       161→R00159,A0025,1773077220000,44.54,USD
[agent:result]       162→R00160,A0021,1773079080000,26.16,EUR
[agent:result]       163→R00161,A0040,1773088800000,21.8,GBP
[agent:result]       164→R00162,A0021,1773090300000,44.58,GBP
[agent:result]       165→R00163,A0034,1773091680000,79.64,SEK
[agent:result]       166→R00164,A0042,1773093180000,5.28,USD
[agent:result]       167→R00165,A0058,1773098340000,109.67,USD
[agent:result]       168→R00166,A0032,1773099660000,51.47,SEK
[agent:result]       169→R00167,A0051,1773101940000,9.3,SEK
[agent:result]       170→R00168,A0052,1773106080000,12.52,USD
[agent:result]       171→R00169,A0021,1773106260000,21.18,GBP
[agent:result]       172→R00170,A0019,1773113460000,38.41,EUR
[agent:result]       173→R00171,A0043,1773120240000,17.48,GBP
[agent:result]       174→R00172,A0004,1773121200000,3.95,GBP
[agent:result]       175→R00173,A0056,1773121680000,33.48,GBP
[agent:result]       176→R00174,A0046,1773124140000,18.75,EUR
[agent:result]       177→R00175,A0040,1773134700000,18.89,EUR
[agent:result]       178→R00176,A0034,1773138660000,11.87,EUR
[agent:result]       179→R00177,A0044,1773144480000,46.83,USD
[agent:result]       180→R00178,A0056,1773144600000,59.69,USD
[agent:result]       181→R00179,A0054,1773150300000,26.4,EUR
[agent:result]       182→R00180,A0023,1773152880000,5.41,USD
[agent:result]       183→R00181,A0044,1773154980000,30.68,SEK
[agent:result]       184→R00182,A0052,1773156480000,6.33,USD
[agent:result]       185→R00183,A0011,1773157260000,3.18,EUR
[agent:result]       186→R00184,A0004,1773159360000,16.57,GBP
[agent:result]       187→R00185,A0049,1773159720000,13.18,GBP
[agent:result]       188→R00186,A0030,1773169260000,3.43,SEK
[agent:result]       189→R00187,A0022,1773170460000,18.29,USD
[agent:result]       190→R00188,A0024,1773181560000,28.9,USD
[agent:result]       191→R00189,A0014,1773183420000,11.8,USD
[agent:result]       192→R00190,A0047,1773189120000,60.05,EUR
[agent:result]       193→R00191,A0004,1773192300000,25.78,SEK
[agent:result]       194→R00192,A0023,1773192900000,14.46,EUR
[agent:result]       195→R00193,A0019,1773196260000,6.96,GBP
[agent:result]       196→R00194,A0007,1773202020000,25.9,EUR
[agent:result]       197→R00195,A0020,1773213060000,6.64,USD
[agent:result]       198→R00196,A0047,1773225240000,22.13,USD
[agent:result]       199→R00197,A0054,1773237720000,37.37,USD
[agent:result] … (227 more lines, see the event log)
[agent:read] data/fx_rates.csv
[agent:result] file_path: /Users/wolffbe/workspace/banter/testbed/results/21_db-full-cli-sdk-skills-mistral-medium/mistral-medium-3-5/databricks/cli/1.3.0/no-skills/feature/mit/1/task/data/fx_rates.csv
[agent:result] content:         1→currency,fx_rate
[agent:result]         2→EUR,1.09
[agent:result]         3→SEK,0.095
[agent:result]         4→GBP,1.27
[agent:result]         5→USD,1.0
[agent:result] num_lines: 5
[agent:result] start_line: 1
[agent:result] total_lines: 5
[agent:result] was_truncated: False
[agent] Now let me check the environment variables to understand the Databricks setup:
[agent:bash] echo "MLPAB_DATABRICKS_SCHEMA=$MLPAB_DATABRICKS_SCHEMA" && echo "MLPAB_DATABRICKS_PREFIX=$MLPAB_DATABRICKS_PREFIX" && echo "DATABRICKS_HOST=$DATABRICKS_HOST" && whoami
[agent:result] <tool_error>bash failed: Command failed: 'echo "MLPAB_DATABRICKS_SCHEMA=$MLPAB_DATABRICKS_SCHEMA" && echo "MLPAB_DATABRICKS_PREFIX=$MLPAB_DATABRICKS_PREFIX" && echo "DATABRICKS_HOST=$DATABRICKS_HOST" && whoami'
[agent:result] Return code: 2
[agent:result] Stderr: DENIED: 'whoami' is off-interface in 'cli' mode — only the `databricks` CLI may do work on databricks; local interpreters, network tools, and stray binaries are blocked. Basic shell (cp/mkdir/cat/head/grep) is allowed for the floor submission and data inspection. If you can't do the work through the `databricks` CLI, STOP and report the missing capability — do NOT work around it locally.</tool_error>
[agent:bash] echo "MLPAB_DATABRICKS_SCHEMA=$MLPAB_DATABRICKS_SCHEMA" && echo "MLPAB_DATABRICKS_PREFIX=$MLPAB_DATABRICKS_PREFIX"
[agent:result] command: echo "MLPAB_DATABRICKS_SCHEMA=$MLPAB_DATABRICKS_SCHEMA" && echo "MLPAB_DATABRICKS_PREFIX=$MLPAB_DATABRICKS_PREFIX"
[agent:result] stdout: MLPAB_DATABRICKS_SCHEMA=workspace.mlpab2c409c
[agent:result] MLPAB_DATABRICKS_PREFIX=mlpab2c409c
[agent:result] 
[agent:result] stderr: 
[agent:result] returncode: 0
[agent] Now let me check what the databricks CLI can do:
[agent:bash] databricks --help 2>&1 | head -50
[agent:result] command: databricks --help 2>&1 | head -50
[agent:result] stdout: Databricks CLI
[agent:result] 
[agent:result] Usage:
[agent:result]   databricks [command]
[agent:result] 
[agent:result] Databricks Workspace
[agent:result]   fs                                     Filesystem related commands
[agent:result]   git-credentials                        Registers personal access token for Databricks to do operations on behalf of the user.
[agent:result]   repos                                  The Repos API allows users to manage their git repos.
[agent:result]   secrets                                The Secrets API allows you to manage secrets, secret scopes, and access permissions.
[agent:result]   workspace                              The Workspace API allows you to list, import, export, and delete workspace objects such as notebooks, files, folders, and dashboards.
[agent:result] 
[agent:result] Compute
[agent:result]   cluster-policies                       You can use cluster policies to control users' ability to configure clusters based on a set of rules.
[agent:result]   clusters                               The Clusters API allows you to create, start, edit, list, terminate, and delete clusters.
[agent:result]   global-init-scripts                    The Global Init Scripts API enables Workspace administrators to configure global initialization scripts for their workspace.
[agent:result]   instance-pools                         Instance Pools API are used to create, edit, delete and list instance pools by using ready-to-use cloud instances which reduces a cluster start and auto-scaling times.
[agent:result]   instance-profiles                      The Instance Profiles API allows admins to add, list, and remove instance profiles that users can launch clusters with.
[agent:result]   libraries                              The Libraries API allows you to install and uninstall libraries and get the status of libraries on a cluster.
[agent:result]   policy-compliance-for-clusters         The policy compliance APIs allow you to view and manage the policy compliance status of clusters in your workspace.
[agent:result]   policy-families                        View available policy families.
[agent:result] 
[agent:result] Lakeflow
[agent:result]   jobs                                   The Jobs API allows you to create, edit, and delete jobs.
[agent:result]   pipelines                              The Lakeflow Spark Declarative Pipelines API allows you to create, edit, delete, start, and view details about pipelines.
[agent:result]   policy-compliance-for-jobs             The compliance APIs allow you to view and manage the policy compliance status of jobs in your workspace.
[agent:result] 
[agent:result] Machine Learning
[agent:result]   experiments                            Experiments are the primary unit of organization in MLflow; all MLflow runs belong to an experiment.
[agent:result]   model-registry                         Note: This API reference documents APIs for the Workspace Model Registry.
[agent:result] 
[agent:result] Real-time Serving
[agent:result]   serving-endpoints                      The Serving Endpoints API allows you to create, update, and delete model serving endpoints.
[agent:result] 
[agent:result] Apps
[agent:result]   apps                                   Apps run directly on a customer's Databricks instance, integrate with their data, use and extend Databricks services, and enable users to interact through single sign-on.
[agent:result] 
[agent:result] Vector Search
[agent:result]   vector-search-endpoints                **Endpoint**: Represents the compute resources to host AI Search indexes.
[agent:result]   vector-search-indexes                  **Index**: An efficient representation of your embedding vectors that supports real-time and efficient approximate nearest neighbor (ANN) search queries.
[agent:result] 
[agent:result] Identity and Access Management
[agent:result]   current-user                           *Public Preview* This API allows retrieving information about currently authenticated user or service principal.
[agent:result]   groups                                 Groups simplify identity management, making it easier to assign access to Databricks workspace, data, and other securable objects.
[agent:result]   groups-v2                              *Public Preview* Groups simplify identity management, making it easier to assign access to Databricks workspace, data, and other securable objects.
[agent:result]   permissions                            Permissions API are used to create read, write, edit, update and manage access for various users on different objects and endpoints.
[agent:result]   service-principals                     Identities for use with jobs, automated tools, and systems such as scripts, apps, and CI/CD platforms.
[agent:result]   service-principals-v2                  *Public Preview* Identities for use with jobs, automated tools, and systems such as scripts, apps, and CI/CD platforms.
[agent:result]   users                                  User identities recognized by Databricks and represented by email addresses.
[agent:result]   users-v2                               *Public Preview* User identities recognized by Databricks and represented by email addresses.
[agent:result] 
[agent:result] stderr: 
[agent:result] returncode: 0
[agent] Let me check the databricks CLI version and see if there are SQL-related commands:
[agent:bash] databricks --version
[agent:result] command: databricks --version
[agent:result] stdout: Databricks CLI v1.3.0
[agent:result] 
[agent:result] stderr: 
[agent:result] returncode: 0
[agent:bash] databricks sql --help 2>&1 | head -30
[agent:result] command: databricks sql --help 2>&1 | head -30
[agent:result] stdout: Error: unknown command "sql" for "databricks"
[agent:result] 
[agent:result] Did you mean this?
[agent:result] 	psql
[agent:result] 
[agent:result] 
[agent:result] stderr: 
[agent:result] returncode: 0
[agent:bash] databricks psql --help 2>&1 | head -30
[agent:result] command: databricks psql --help 2>&1 | head -30
[agent:result] stdout: Connect to a Lakebase Postgres database.
[agent:result] 
[agent:result] Requires psql to be installed.
[agent:result] 
[agent:result] Examples:
[agent:result] 
[agent:result]   # Interactive selection (shows all available databases)
[agent:result]   databricks psql
[agent:result]   databricks psql --provisioned
[agent:result]   databricks psql --autoscaling
[agent:result] 
[agent:result]   # Lakebase Provisioned
[agent:result]   databricks psql my-instance
[agent:result] 
[agent:result]   # Lakebase Autoscaling (auto-selects branch/endpoint if only one exists)
[agent:result]   databricks psql projects/my-project/branches/main/endpoints/primary
[agent:result]   databricks psql --project my-project
[agent:result]   databricks psql --project my-project --branch main --endpoint primary
[agent:result] 
[agent:result]   # Pass additional arguments to psql
[agent:result]   databricks psql my-instance -- -c "SELECT 1"
[agent:result]   databricks psql --project my-project -- -d mydb
[agent:result] 
[agent:result] For more information, see: https://docs.databricks.com/aws/en/oltp/
[agent:result] 
[agent:result] Usage:
[agent:result]   databricks psql [TARGET] [flags] [-- PSQL_ARGS...]
[agent:result] 
[agent:result] Product Selection Flags:
[agent:result]       --provisioned   Only show Lakebase Provisioned instances
[agent:result] 
[agent:result] stderr: 
[agent:result] returncode: 0
[agent] Let me check if there's a SQL warehouse or query command:
[agent:bash] databricks -h 2>&1 | grep -i sql
[agent:result] command: databricks -h 2>&1 | grep -i sql
[agent:result] stdout: Databricks SQL
[agent:result]   alerts-v2                              *Public Preview* New version of SQL Alerts.
[agent:result]   query-history                          A service responsible for storing and retrieving the list of queries run against SQL endpoints and serverless compute.
[agent:result]   warehouses                             A SQL warehouse is a compute resource that lets you run SQL commands on data objects within Databricks SQL.
[agent:result]   database                               *Public Preview* Database Instances provide access to a database via REST API or direct SQL.
[agent:result]   psql                                   Connect to a Lakebase Postgres database
[agent:result] 
[agent:result] stderr: 
[agent:result] returncode: 0
[agent] Let me check the warehouses command:
[agent:bash] databricks warehouses --help 2>&1 | head -40
[agent:result] command: databricks warehouses --help 2>&1 | head -40
[agent:result] stdout: A SQL warehouse is a compute resource that lets you run SQL commands on data
[agent:result]   objects within Databricks SQL. Compute resources are infrastructure resources
[agent:result]   that provide processing capabilities in the cloud.
[agent:result] 
[agent:result] Usage:
[agent:result]   databricks warehouses [flags]
[agent:result]   databricks warehouses [command]
[agent:result] 
[agent:result] Main Commands
[agent:result]   create                            Create a warehouse.
[agent:result]   create-default-warehouse-override *Beta* Create default warehouse override.
[agent:result]   delete                            Delete a warehouse.
[agent:result]   delete-default-warehouse-override *Beta* Delete default warehouse override.
[agent:result]   edit                              Update a warehouse.
[agent:result]   get                               Get warehouse info.
[agent:result]   get-default-warehouse-override    *Beta* Get default warehouse override.
[agent:result]   get-workspace-warehouse-config    Get the workspace configuration.
[agent:result]   list                              List warehouses.
[agent:result]   list-default-warehouse-overrides  *Beta* List default warehouse overrides.
[agent:result]   set-workspace-warehouse-config    Set the workspace configuration.
[agent:result]   start                             Start a warehouse.
[agent:result]   stop                              Stop a warehouse.
[agent:result]   update-default-warehouse-override *Beta* Update default warehouse override.
[agent:result] 
[agent:result] Permission Commands
[agent:result]   get-permission-levels             Get SQL warehouse permission levels.
[agent:result]   get-permissions                   Get SQL warehouse permissions.
[agent:result]   set-permissions                   Set SQL warehouse permissions.
[agent:result]   update-permissions                Update SQL warehouse permissions.
[agent:result] 
[agent:result] Flags:
[agent:result]   -h, --help   help for warehouses
[agent:result] 
[agent:result] Global Flags:
[agent:result]       --debug            enable debug logging
[agent:result]   -o, --output type      output type: text or json (default text)
[agent:result]   -p, --profile string   ~/.databrickscfg profile
[agent:result]   -t, --target string    bundle target to use (if applicable)
[agent:result] 
[agent:result] Use "databricks warehouses [command] --help" for more information about a command.
[agent:result] 
[agent:result] stderr: 
[agent:result] returncode: 0
[agent] Let me check if there's a way to run SQL queries directly:
[agent:bash] databricks warehouses list 2>&1 | head -20
[agent:result] command: databricks warehouses list 2>&1 | head -20
[agent:result] stdout: ID                Name          Size      State
[agent:result] 4dfab06c923fe3cc  mlpab-grader  2X-Small  RUNNING
[agent:result] 
[agent:result] stderr: 
[agent:result] returncode: 0
[agent] Great! There's a running warehouse. Let me check if I can use the databricks SQL CLI or if there's another way to execute SQL:
[agent:bash] databricks sql-query --help 2>&1 | head -20
[agent:result] command: databricks sql-query --help 2>&1 | head -20
[agent:result] stdout: Error: unknown command "sql-query" for "databricks"
[agent:result] 
[agent:result] stderr: 
[agent:result] returncode: 0
[agent] Let me check what commands are available for executing SQL:
[agent:bash] databricks -h 2>&1 | grep -E "(query|execute|run|sql)" | head -20
[agent:result] command: databricks -h 2>&1 | grep -E "(query|execute|run|sql)" | head -20
[agent:result] stdout:   experiments                            Experiments are the primary unit of organization in MLflow; all MLflow runs belong to an experiment.
[agent:result]   apps                                   Apps run directly on a customer's Databricks instance, integrate with their data, use and extend Databricks services, and enable users to interact through single sign-on.
[agent:result]   data-sources                           This API is provided to assist you in making new query objects.
[agent:result]   queries-legacy                         These endpoints are used for CRUD operations on query definitions.
[agent:result]   query-history                          A service responsible for storing and retrieving the list of queries run against SQL endpoints and serverless compute.
[agent:result]   warehouses                             A SQL warehouse is a compute resource that lets you run SQL commands on data objects within Databricks SQL.
[agent:result]   clean-room-task-runs                   Clean room task runs are the executions of notebooks in a clean room.
[agent:result]   psql                                   Connect to a Lakebase Postgres database
[agent:result] 
[agent:result] stderr: 
[agent:result] returncode: 0
[agent] Let me check the workspace commands to see if I can create a notebook:
[agent:bash] databricks workspace --help 2>&1 | head -40
[agent:result] command: databricks workspace --help 2>&1 | head -40
[agent:result] stdout: The Workspace API allows you to list, import, export, and delete workspace
[agent:result]   objects such as notebooks, files, folders, and dashboards. Additionally, it
[agent:result]   provides endpoints to manage permissions for any workspace object.
[agent:result] 
[agent:result]   A notebook is a web-based interface to a document that contains runnable code,
[agent:result]   visualizations, and explanatory text.
[agent:result] 
[agent:result] Usage:
[agent:result]   databricks workspace [flags]
[agent:result]   databricks workspace [command]
[agent:result] 
[agent:result] Main Commands
[agent:result]   delete                Delete a workspace object.
[agent:result]   export                Export a workspace object.
[agent:result]   export-dir            Export a directory from a Databricks workspace to the local file system.
[agent:result]   get-status            Get status.
[agent:result]   import                Import a workspace object.
[agent:result]   import-dir            Import a directory from the local filesystem to a Databricks workspace.
[agent:result]   list                  List contents.
[agent:result]   mkdirs                Create a directory.
[agent:result] 
[agent:result] Permission Commands
[agent:result]   get-permission-levels Get workspace object permission levels.
[agent:result]   get-permissions       Get workspace object permissions.
[agent:result]   set-permissions       Set workspace object permissions.
[agent:result]   update-permissions    Update workspace object permissions.
[agent:result] 
[agent:result] Flags:
[agent:result]   -h, --help   help for workspace
[agent:result] 
[agent:result] Global Flags:
[agent:result]       --debug            enable debug logging
[agent:result]   -o, --output type      output type: text or json (default text)
[agent:result]   -p, --profile string   ~/.databrickscfg profile
[agent:result]   -t, --target string    bundle target to use (if applicable)
[agent:result] 
[agent:result] Use "databricks workspace [command] --help" for more information about a command.
[agent:result] 
[agent:result] stderr: 
[agent:result] returncode: 0
[agent] Let me check if there's a way to run a notebook or execute code:
[agent:bash] databricks jobs --help 2>&1 | head -40
[agent:result] command: databricks jobs --help 2>&1 | head -40
[agent:result] stdout: The Jobs API allows you to create, edit, and delete jobs.
[agent:result] 
[agent:result]   You can use a Databricks job to run a data processing or data analysis task in
[agent:result]   a Databricks cluster with scalable resources. Your job can consist of a single
[agent:result]   task or can be a large, multi-task workflow with complex dependencies.
[agent:result]   Databricks manages the task orchestration, cluster management, monitoring, and
[agent:result]   error reporting for all of your jobs. You can run your jobs immediately or
