account_id,f1,f2,f3,f4
A0070,-2.3371,-4.6517,-1.4025,-0.5615
A0071,1.7897,-7.2883,-0.4631,-0.0953
A0072,-1.6415,-5.5998,-3.7376,0.1934
A0073,1.4187,-1.5359,-5.8415,-0.7016
A0074,-0.7373,-7.5805,0.9479,-0.832
A0075,0.5197,-4.9321,-1.5393,0.042
A0076,-1.8508,-7.6523,0.8814,0.6626
A0077,0.0323,-4.9655,-0.2646,0.2767
A0078,-4.579,-3.9437,-1.635,0.4212
A0079,-1.0633,-4.639,-2.8246,-1.3679
A0080,-1.4816,-4.2927,-1.3104,1.5035
A0081,-1.8654,-4.2802,-3.7875,0.7988
A0082,-1.2287,-4.102,-4.7543,0.1729
A0083,-1.3137,-3.5492,-0.4021,1.2295
A0084,0.7799,-5.4664,4.1571,1.6469
A0085,-4.089,-2.2267,-4.526,-0.4313
A0086,-1.3393,-6.464,3.3689,0.5123
A0087,-0.37,-4.5815,3.1154,-0.4631
A0088,-0.146,-7.0271,-2.246,0.3332
A0089,-0.5012,-3.3932,1.0347,0.6037
A0090,-4.1774,-2.7838,-2.0107,-0.246
A0091,-5.0445,-5.3187,0.8488,-0.8288
A0092,-0.7256,-5.7161,-7.2251,-0.25
A0093,0.5002,0.8635,-3.8994,-1.1608
A0094,-1.4826,-9.139,0.4026,0.1515
A0095,-2.7227,0.0774,-4.5019,-1.1102
A0096,-2.7486,-9.6075,-2.363,0.9794
A0097,-2.3702,-3.5552,-4.9021,-0.2487
A0098,-3.3006,-3.5202,-0.2481,0.099
A0099,-2.5442,-3.8006,3.0772,-0.1514
A0100,1.9332,-6.8654,0.0981,0.4772
A0101,-2.6861,-4.7001,-1.465,-1.5607
A0102,2.0602,-8.1979,3.9129,1.3621
A0103,-2.4012,-3.4004,-0.2843,-1.8038
A0104,-2.7275,-9.5882,1.0616,0.9701
A0105,-1.6301,-6.8204,-2.7435,-0.5361
A0106,-0.6187,-6.0441,-3.0723,-0.9808
A0107,-5.3836,-4.3166,0.474,-1.091
A0108,-0.8239,-4.6003,-4.1356,0.5093
A0109,-0.679,0.2187,-0.5093,-0.0796
A0110,2.4083,-1.2935,-0.4897,0.0157
A0111,4.6658,-5.9781,-0.24,-0.0864
A0112,1.8677,-4.1779,3.5271,-1.8054
A0113,-6.0393,-8.1712,-2.8007,-1.2116
A0114,-1.8349,-9.5745,-7.2582,1.035
A0115,-5.3253,-3.7828,0.1756,-1.2173
A0116,-4.7044,-4.0329,1.4868,-0.1754
A0117,-2.8186,-3.65,2.8928,1.736
A0118,-2.6188,-3.8926,-2.227,-0.1403
A0119,-1.6235,-2.6383,-1.7754,-0.3076
