account_id,f1,f2,f3,f4
A0076,4.4463,-4.3476,1.2897,-4.5574
A0077,4.6514,-3.5153,0.4478,-3.8609
A0078,5.1489,-5.4615,3.3491,-4.8855
A0079,4.9839,-6.0366,0.4228,-6.2629
A0080,4.3691,-5.6564,0.3738,-5.3242
A0081,1.9799,-4.6556,-0.1571,-3.9169
A0082,5.5834,-4.5378,2.6076,-5.8234
A0083,3.5458,-5.259,2.4541,-3.2247
A0084,5.4123,-3.8722,-0.7841,-0.0809
A0085,4.504,-5.8958,3.1315,-2.2968
A0086,3.8727,-3.1203,2.0461,-2.1424
A0087,5.3751,-5.1902,2.021,-3.8912
A0088,5.4978,-6.7312,0.6531,0.3897
A0089,4.2728,-5.2451,3.429,-4.1134
A0090,3.509,-4.4655,1.979,-3.275
A0091,5.0088,-3.7707,2.8944,-3.669
A0092,3.5922,-5.1364,2.8217,-1.9069
A0093,5.5664,-6.1736,0.0378,-5.5634
A0094,3.1288,-6.2394,1.2961,-1.0594
A0095,3.0611,-6.9788,2.7871,-1.9825
A0096,5.0405,-5.1899,0.5251,-3.5388
A0097,4.1364,-6.8116,-2.0472,-2.5329
A0098,3.8098,-4.6076,3.5303,-5.1559
A0099,4.6363,-5.2976,-0.322,-3.602
A0100,5.7556,-5.2685,0.4379,-4.6447
A0101,5.6926,-4.5314,1.1724,-1.9065
A0102,4.6173,-3.6931,2.8879,-4.3111
A0103,3.8269,-4.3829,1.1174,-0.2081
A0104,5.3819,-5.8596,1.6111,-2.2689
A0105,3.9891,-4.4793,2.4187,-1.8714
A0106,4.3925,-5.8226,0.363,-4.346
A0107,5.5372,-3.988,1.4746,-2.3559
A0108,5.6911,-4.9871,0.2841,-6.7732
A0109,5.1873,-4.5841,4.3617,-3.1831
A0110,3.7673,-5.169,1.6263,-6.2925
A0111,4.2408,-4.8472,0.3627,-3.3342
A0112,4.2583,-3.7739,1.0786,-2.7215
A0113,4.3,-4.1625,1.1774,-2.5225
A0114,5.8322,-2.2422,0.1105,-3.0651
A0115,4.7245,-5.6237,-1.1327,0.3764
A0116,4.7565,-3.8711,0.9005,-5.4351
A0117,5.0668,-5.467,1.1399,-4.7291
A0118,3.6739,-3.742,1.7644,-1.1261
A0119,4.4156,-3.8428,1.7474,-0.4204
