account_id,f1,f2,f3,f4
A0063,-0.9733,2.7111,0.1491,4.5859
A0064,-0.8399,2.6471,-4.6999,-1.2472
A0065,-0.5841,3.9259,-3.4881,2.6507
A0066,-0.5295,4.9103,-2.722,4.3938
A0067,-0.7832,1.9923,-4.4927,1.0607
A0068,0.7338,0.7139,-2.4729,-0.5423
A0069,-0.1438,2.4919,-5.3589,2.1979
A0070,-0.4094,3.6187,-2.8856,-1.4966
A0071,-0.8698,3.4421,0.7909,1.9912
A0072,0.6455,3.7297,-1.5855,2.844
A0073,-0.3554,1.1022,-2.2276,6.032
A0074,-0.8308,0.7901,-3.258,9.7474
A0075,0.0997,6.1751,-3.5503,1.9825
A0076,0.182,2.7922,-1.6635,4.8084
A0077,0.0391,0.7069,-3.685,4.3349
A0078,-1.2453,1.4624,-3.1248,3.667
A0079,-0.658,3.4488,-3.437,1.9003
A0080,0.1984,3.3564,-1.3923,2.2751
A0081,0.0494,2.5533,-6.7316,3.8595
A0082,-0.5555,2.7228,-2.8855,0.7214
A0083,-0.2487,2.9391,-4.572,1.7653
A0084,-0.3127,1.5888,-3.3144,0.8105
A0085,-0.9978,0.2265,-2.2351,1.8672
A0086,-1.4394,6.3031,-2.5935,9.9563
A0087,0.324,3.1428,-1.8837,0.0418
A0088,-0.4451,1.0559,-3.0588,1.028
A0089,2.0153,1.8717,-2.8032,4.8794
A0090,1.3171,3.1178,-3.1557,3.5154
A0091,-0.085,2.3636,-2.4667,6.6303
A0092,-0.4493,-1.7351,-3.6226,2.1934
A0093,-0.6038,2.5573,-3.6506,2.1088
A0094,0.6542,3.2341,-1.8273,7.5734
A0095,0.978,1.512,-2.2014,3.8223
A0096,0.7408,2.0399,-2.9206,2.4236
A0097,-1.1265,2.0399,-2.8779,-0.2404
A0098,1.0539,3.0346,-2.5156,4.9499
A0099,0.7729,2.0224,-0.8383,3.8471
A0100,-0.9145,3.9872,-3.0699,-0.6923
A0101,-0.2613,3.8497,-5.0063,2.3718
A0102,0.1701,1.2044,-1.1659,8.0094
A0103,-0.1144,2.9026,-4.7245,5.1523
A0104,0.1988,3.3581,-5.0501,10.1326
A0105,0.4053,5.6179,-3.1125,5.3439
A0106,-0.7976,2.855,-3.4725,3.0745
A0107,2.3912,1.9167,-3.1733,0.8313
A0108,-0.2105,1.2094,1.1665,5.9895
A0109,-0.2202,4.1452,-3.3774,6.101
A0110,-0.3094,-0.1902,-2.4039,0.1052
A0111,0.1811,0.8721,-3.4541,0.7221
A0112,0.0377,4.6224,-4.2497,3.3761
A0113,0.3027,1.7263,-4.5988,4.3653
A0114,-1.0471,2.9247,-3.8993,0.6607
A0115,-0.2856,0.9242,-4.8174,2.1622
A0116,0.1994,2.7885,0.2807,5.5513
A0117,0.3809,-1.272,-1.8355,2.7982
A0118,0.6026,4.3077,-2.9647,1.0206
A0119,0.008,3.7314,-4.4177,4.3494
