account_id,f1,f2,f3,f4
A0061,-0.5801,-0.8307,3.7972,1.2406
A0062,-0.5764,-1.0787,3.8224,1.8854
A0063,7.1608,-0.6736,6.463,2.4115
A0064,7.3344,-1.3972,4.0472,1.604
A0065,3.9632,-0.2162,4.6421,3.2895
A0066,2.2964,1.1719,1.426,2.302
A0067,3.8504,-3.2518,5.5005,0.7501
A0068,2.6872,-1.7513,6.9622,2.3559
A0069,1.4511,-0.3574,0.5523,2.9574
A0070,3.5674,-0.1509,4.8791,3.3031
A0071,2.7071,0.1901,4.4658,3.2033
A0072,0.2495,-0.3082,1.9059,3.5521
A0073,1.8829,-0.7805,6.7175,2.0894
A0074,3.4622,-2.3228,6.0055,1.9953
A0075,2.3081,-0.5196,2.1677,1.6094
A0076,4.512,-1.4764,5.7205,1.5107
A0077,1.3498,-1.3672,1.5077,0.7389
A0078,6.5551,-1.1277,4.9186,1.0443
A0079,6.2221,-2.6308,7.563,1.8669
A0080,0.748,1.1854,5.8558,2.0734
A0081,2.8804,-0.8287,4.0142,0.6008
A0082,-0.4009,0.1632,6.538,2.4053
A0083,6.8541,-1.3731,5.087,1.2203
A0084,4.661,-1.0942,7.0715,0.9399
A0085,2.4313,-1.4881,1.7079,2.468
A0086,1.4755,-0.7339,2.5245,2.5488
A0087,4.7571,-1.4688,3.6008,1.2782
A0088,4.1883,0.2187,2.7932,1.9166
A0089,4.4308,-0.9024,1.7157,1.283
A0090,2.2109,-1.0748,5.8286,2.0483
A0091,5.3504,-2.2122,6.98,0.6586
A0092,4.4195,-2.7386,5.9844,1.9062
A0093,5.0909,0.2437,3.6911,3.1646
A0094,3.9379,-0.1738,3.7711,0.9498
A0095,2.4705,-1.9367,4.1844,1.318
A0096,4.0685,-0.8402,0.0922,1.9812
A0097,3.5838,1.2157,2.0444,1.4675
A0098,6.7614,-2.6422,3.4238,3.7263
A0099,2.4724,-1.0866,5.1986,3.2251
A0100,3.8201,-0.7395,7.4905,2.5901
A0101,3.6783,-0.868,5.5443,2.4056
A0102,4.2111,0.0225,-0.4775,1.1858
A0103,4.9925,1.181,5.1774,1.9778
A0104,-0.0619,-1.555,2.7308,1.7362
A0105,4.4032,-0.8941,3.8685,0.5963
A0106,5.1077,-1.9066,2.9562,1.8803
A0107,8.194,-0.2592,6.6381,3.5846
A0108,2.8678,-2.1667,4.207,1.7652
A0109,9.0607,-0.6648,4.7988,2.902
A0110,3.7278,-3.0265,0.0513,2.0707
A0111,-0.3175,-2.2,2.8244,0.9605
A0112,7.8056,0.6877,0.5995,3.5985
A0113,2.2873,0.4389,6.8522,2.5388
A0114,5.2796,-1.1347,6.6367,3.7634
A0115,8.7205,-1.1402,5.9996,0.6638
A0116,2.357,-2.2286,2.7423,1.836
A0117,4.4694,-0.3611,4.6499,2.459
A0118,1.6153,-1.0112,7.1302,0.8217
A0119,4.684,-2.2719,6.6684,1.8179
