item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0033,-0.4785,-0.9539,1.2616,1.8831,1.1251,-0.2553,-1.0222,0.3628
I0034,0.4192,2.4739,-1.0309,0.4421,0.5959,0.5388,0.0522,-0.0732
I0035,0.2335,1.1052,0.3836,0.0956,0.5211,2.0752,0.6822,0.4739
I0036,1.2001,-1.6426,-0.7407,0.9529,-0.289,-1.3536,0.7522,-1.5853
I0037,1.1788,0.5011,0.6364,-0.7196,-0.3726,0.0375,-0.8172,0.7972
I0038,-1.1253,1.0973,0.2934,-0.2636,0.6641,-2.3074,-0.9596,-1.8618
I0039,0.226,0.4491,0.3529,0.4539,-0.9766,0.9554,1.5742,0.3007
I0040,-2.4328,-1.6353,1.261,-2.8283,1.574,1.1132,1.5938,0.4163
I0041,-0.2362,1.7839,0.091,-0.7371,0.407,-0.3476,0.5951,0.8402
I0042,-0.4863,0.4745,0.0804,-0.2137,-1.9148,0.2313,2.7662,0.5648
I0043,0.811,-1.615,-0.1142,0.9923,-2.0361,-2.1786,1.3334,1.088
I0044,-0.8187,2.5537,2.3606,0.1703,0.1194,0.1375,-1.4325,0.0026
I0045,-0.2629,1.0626,2.0184,0.4158,-0.1244,-0.3471,0.0648,0.6732
I0046,-0.9619,-1.2788,1.4205,-0.0145,-2.1031,-0.71,-0.8885,-0.4003
I0047,-1.1242,-0.0241,-0.3436,-1.4857,0.6077,-1.5322,1.8534,-0.1436
I0048,1.1393,-1.6312,1.2369,0.4721,-1.4308,1.5472,0.366,-1.0264
I0049,0.9415,-0.6815,0.084,-1.7667,0.0197,0.167,1.7018,-0.0568
I0050,-2.1336,-0.4761,0.4153,0.9482,1.1397,1.0215,-0.4531,-0.098
I0051,-0.1952,-1.5214,-0.7127,0.0219,0.7177,0.1482,-1.2214,-1.0129
I0052,-0.6829,-0.0231,0.0946,-0.3332,-2.2213,-0.7743,-0.5163,0.2591
I0053,1.0099,1.05,1.2408,0.2682,-0.0519,1.6087,1.246,-0.2782
I0054,-0.2431,1.0625,-1.0923,-0.333,-1.3142,0.4767,0.8759,0.4533
I0055,-0.8941,-0.6916,0.7143,1.2868,-0.9684,0.4752,-0.5399,1.3988
I0056,-1.1242,-0.0241,-0.3436,-1.4857,0.6077,-1.5322,1.8534,-0.1436
I0057,0.1934,1.9313,1.2124,-0.6539,-0.5901,-0.9974,-0.3232,1.5508
I0058,-0.0409,2.4618,1.2069,0.7664,1.1429,0.6655,-1.3054,-0.2806
I0059,-1.1165,1.1984,-1.6188,0.2087,-0.3986,0.3611,-0.7829,-2.5608
