$ hops td read churntrainingba276e 1 --td-version 1 --n 200



account_id  label_time     transactions_account_id  transactions_event_time  transactions_amount  transactions_balance  profiles_account_id  profiles_event_time  profiles_credit_score  profiles_tier  activity_account_id  activity_event_time  activity_sessions_7d  account_health_account_id  account_health_event_time  account_health_health_score
A0064       1773179971000  A0064                    1772210991000            127.65               2606.06               A0064                1767295540000        374                    gold           A0064                1772736400000        34                    A0064                      1767366545000              43.45                      
A0069       1773627171000  A0069                    1773548765000            38.14                3277.81               A0069                1767282008000        337                    bronze         A0069                1773326407000        33                    A0069                      1767311008000              44.05                      
A0081       1773063011000  A0081                    1772042135000            44.83                6470.51               A0081                1769127145000        368                    silver         A0081                1772795336000        0                     A0081                      1767368967000              60.03                      
A0087       1772203557000  A0087                    1770331413000            46.4                 7625.98               A0087                1767294946000        705                    bronze         A0087                1772180642000        25                    A0087                      1767387741000              49.38                      
A0027       1772361648000  A0027                    1769571356000            3.95                 3994.26               A0027                1769346531000        381                    gold           A0027                1772161292000        7                     A0027                      1767387836000              46.88                      
A0038       1773278823000  A0038                    1773137952000            25.35                5168.14               A0038                1767234937000        414                    bronze         A0038                1772758782000        18                    A0038                      1767265661000              57.35                      
A0060       1772607828000  A0060                    1772157219000            19.32                4803.86               A0060                1767293227000        321                    gold           A0060                1772141977000        2                     A0060                      1767344162000              56.77                      
A0066       1772328800000  A0066                    1771436676000            7.13                 5860.51               A0066                1770149794000        300                    silver         A0066                1772164314000        21                    A0066                      1767378624000              51.4                       
A0071       1772667043000  A0071                    1771311032000            46.51                4227.25               A0071                1767490194000        472                    gold           A0071                1772088345000        4                     A0071                      1767312843000              47.76                      
A0075       1773207607000  A0075                    1771113486000            68.53                3683.6                A0075                1767277874000        789                    gold           A0075                1772729240000        13                    A0075                      1767326667000              55.66                      
A0079       1773592943000  A0079                    1773005995000            18.05                4731.59               A0079                1767308434000        630                    gold           A0079                1773430897000        34                    A0079                      1767254606000              56.0                       
A0080       1772220679000  A0080                    1771524611000            15.67                5014.06               A0080                1768310589000        537                    bronze         A0080                1772214823000        28                    A0080                      1767271634000              55.05                      
A0093       1772748787000  A0093                    1770439915000            13.9                 8095.71               A0093                1767274700000        339                    gold           A0093                1772168449000        20                    A0093                      1767266891000              51.02                      
A0002       1773019906000  A0002                    1772352519000            36.52                4999.63               A0002                1767304826000        706                    silver         A0002                1772751711000        14                    A0002                      1767270639000              45.46                      
A0078       1772576038000  A0078                    1770308676000            8.51                 6609.87               A0078                1767310701000        520                    silver         A0078                1772085101000        7                     A0078                      1767391061000              50.81                      
A0084       1772060223000  A0084                    1770565188000            17.36                3741.15               A0084                1771698995000        821                    silver         A0084                1771578778000        27                    A0084                      1767355973000              46.85                      
A0092       1773231453000  A0092                    1772027176000            13.77                5468.6                A0092                1772487734000        517                    silver         A0092                1772789370000        22                    A0092                      1767239584000              45.37                      
A0094       1772290358000  A0094                    1770810185000            24.15                5320.54               A0094                1767233938000        676                    silver         A0094                1772142312000        0                     A0094                      1767386554000              45.7                       
A0096       1773073393000  A0096                    1769825262000            11.6                 4470.43               A0096                1768301590000        811                    gold           A0096                1772702890000        30                    A0096                      1767329114000              47.09                      
A0013       1773691788000  A0013                    1772995984000            18.04                5042.42               A0013                1767251783000        435                    silver         A0013                1773302888000        4                     A0013                      1767239642000              42.08                      
A0036       1771978580000  A0036                    1770955735000            63.36                5041.75               A0036                1770420741000        831                    silver         A0036                1771584551000        39                    A0036                      1767254859000              39.97                      
A0063       1772829766000  A0063                    1772384762000            82.44                3089.07               A0063                1770974554000        722                    bronze         A0063                1772733721000        38                    A0063                      1767356679000              51.55                      
A0070       1772985179000  A0070                    1770424190000            10.12                4714.82               A0070                1767311011000        803                    gold           A0070                1772747656000        12                    A0070                      1767267616000              52.29                      
A0073       1773061785000  A0073                    1772308979000            17.15                1958.21               A0073                1770572611000        762                    silver         A0073                1772820948000        27                    A0073                      1767241170000              52.4                       
A0074       1773462025000  A0074                    1771866317000            37.62                5528.86               A0074                1768054648000        543                    silver         A0074                1773387362000        11                    A0074                      1767258513000              44.81                      
A0082       1773479476000  A0082                    1772939792000            36.0                 6468.58               A0082                1768060758000        656                    gold           A0082                1773338483000        34                    A0082                      1767387530000              40.41                      
A0005       1772686095000  A0005                    1771639568000            45.08                2968.49               A0005                1770645796000        680                    gold           A0005                1772149032000        32                    A0005                      1767349636000              54.05                      
Batch finished: 1 command(s) run, 0 failed.
A0025       1772552999000  A0025                    1771242783000            16.14                5335.98               A0025                1767232457000        412                    silver         A0025                1772101473000        11                    A0025                      1767335079000              48.83                      
A0035       1772725288000  A0035                    1772288526000            14.32                6156.17               A0035                1767247311000        306                    silver         A0035                1772162087000        31                    A0035                      1767252412000              53.35                      
A0045       1773504185000  A0045                    1772970018000            59.84                2396.92               A0045                1767231746000        817                    bronze         A0045                1773342766000        6                     A0045                      1767274708000              61.12                      
A0046       1773375944000  A0046                    1771563744000            50.03                7570.18               A0046                1767275056000        387                    silver         A0046                1772770851000        18                    A0046                      1767371151000              48.32                      
A0083       1772635582000  A0083                    1771773189000            109.14               7320.39               A0083                1767272796000        843                    bronze         A0083                1772126457000        19                    A0083                      1767296717000              50.81                      
A0095       1772481537000  A0095                    1771399544000            14.48                4695.43               A0095                1767261835000        740                    gold           A0095                1772114413000        33                    A0095                      1767394211000              52.68                      
A0098       1773200012000  A0098                    1773095003000            11.64                4931.4                A0098                1767272911000        375                    gold           A0098                1772777989000        31                    A0098                      1767249054000              56.8                       
A0008       1773101935000  A0008                    1772063477000            59.17                3665.86               A0008                1767272181000        586                    bronze         A0008                1772728841000        33                    A0008                      1767374152000              45.06                      
A0029       1772931477000  A0029                    1772020715000            14.25                5989.69               A0029                1767248096000        736                    bronze         A0029                1772747309000        7                     A0029                      1767265510000              49.77                      
A0072       1773652158000  A0072                    1771686657000            20.31                5183.52               A0072                1770485772000        764                    gold           A0072                1773300768000        39                    A0072                      1767347920000              50.58                      
A0032       1773228437000  A0032                    1770920470000            22.44                4045.81               A0032                1767238865000        720                    bronze         A0032                1772738837000        8                     A0032                      1767302235000              49.13                      
A0048       1772308178000  A0048                    1770852213000            40.64                2855.77               A0048                1767234397000        794                    bronze         A0048                1772137276000        9                     A0048                      1767245389000              48.14                      
A0076       1772438892000  A0076                    1771358815000            141.94               5864.4                A0076                1771237826000        383                    silver         A0076                1772153411000        25                    A0076                      1767371239000              55.04                      
A0088       1772688470000  A0088                    1772509797000            97.46                7384.46               A0088                1772550624000        540                    bronze         A0088                1772162695000        39                    A0088                      1767330871000              51.16                      
A0099       1773601528000  A0099                    1772517994000            53.73                4000.65               A0099                1767284900000        342                    silver         A0099                1773368152000        22                    A0099                      1767283673000              57.63                      
A0023       1772561132000  A0023                    1771775010000            28.98                4684.87               A0023                1769341314000        769                    gold           A0023                1772070377000        13                    A0023                      1767270945000              54.91                      
A0028       1772873390000  A0028                    1772075674000            28.21                4419.75               A0028                1767253871000        435                    bronze         A0028                1772701096000        7                     A0028                      1767325713000              46.12                      
A0058       1772425696000  A0058                    1771603337000            26.25                2370.77               A0058                1768768450000        308                    gold           A0058                1772154404000        15                    A0058                      1767304812000              51.42                      
A0017       1772927940000  A0017                    1772636532000            234.78               976.72                A0017                1771599505000        778                    gold           A0017                1772690737000        31                    A0017                      1767306793000              57.22                      
A0026       1771999715000  A0026                    1771572391000            9.82                 2308.79               A0026                1767235273000        465                    bronze         A0026                1771586696000        34                    A0026                      1767320522000              54.12                      
A0031       1772090678000  A0031                    1771551256000            10.59                896.52                A0031                1767267630000        398                    gold           A0031                1771533153000        35                    A0031                      1767301684000              48.63                      
A0034       1773407389000  A0034                    1772887491000            35.93                4723.33               A0034                1767240209000        443                    bronze         A0034                1773359560000        14                    A0034                      1767245574000              53.19                      
A0047       1772106659000  A0047                    1770975319000            91.01                7444.04               A0047                1767258283000        567                    bronze         A0047                1771555834000        4                     A0047                      1767269064000              39.96                      
A0053       1773644725000  A0053                    1772860559000            12.86                6213.51               A0053                1767566668000        300                    gold           A0053                1773368612000        39                    A0053                      1767384877000              39.94                      
A0067       1773643932000  A0067                    1771822433000            183.91               5496.84               A0067                1771325229000        380                    bronze         A0067                1773353055000        5                     A0067                      1767280782000              51.38                      
A0091       1773688983000  A0091                    1772635718000            58.47                6292.12               A0091                1767284419000        751                    bronze         A0091                1773299719000        39                    A0091                      1767385259000              47.94                      
A0011       1772190863000  A0011                    1771577626000            96.37                6387.91               A0011                1770481817000        820                    gold           A0011                1771549554000        11                    A0011                      1767289258000              55.66                      
A0055       1773066198000  A0055                    1770783030000            44.69                4821.14               A0055                1767280074000        337                    gold           A0055                1772742166000        27                    A0055                      1767307147000              59.31                      
A0061       1772736708000  A0061                    1771957018000            28.36                5816.64               A0061                1770090963000        430                    bronze         A0061                1772716433000        3                     A0061                      1767237579000              48.11                      
A0090       1772135032000  A0090                    1768701112000            15.05                4602.03               A0090                1767232474000        789                    silver         A0090                1771536063000        37                    A0090                      1767394150000              54.9                       
