account_id,event_time,health_score
A0085,1773871267000,8.34
A0086,1767387925000,50.08
A0086,1772926516000,94.2
A0087,1767331890000,51.26
A0087,1773127545000,93.74
A0088,1767277085000,35.19
A0088,1773909425000,86.33
A0089,1767334746000,50.32
A0089,1773354640000,93.16
A0090,1767261451000,45.79
A0090,1774041769000,85.27
A0091,1767328392000,49.56
A0091,1773522297000,87.37
A0092,1767332544000,48.4
A0092,1773476467000,89.94
A0093,1767249801000,40.68
A0093,1772678116000,6.19
A0094,1767347201000,41.59
A0094,1773472564000,7.43
A0095,1767369876000,48.63
A0095,1773084340000,87.46
A0096,1767248078000,40.6
A0096,1773176575000,9.74
A0097,1767366367000,52.15
A0097,1773872698000,8.83
A0098,1767350515000,58.02
A0098,1773561020000,91.06
A0099,1767347171000,51.56
A0099,1773185973000,85.55
