row_id,split,f1,f2,f3,f4
R00092,train,2.902307,-4.216727,-8.464349,3.750197
R00093,train,-0.627386,-4.976014,-3.607955,0.812035
R00094,train,3.771193,-3.721038,-2.439983,4.014926
R00095,train,2.549761,-3.693544,-2.498328,2.983106
R00096,train,3.750708,-3.967023,1.638942,1.88296
R00097,train,1.367652,-4.159867,-4.177477,2.768167
R00098,train,3.267292,-3.57174,-2.697177,1.763139
R00099,train,3.462747,-3.187238,-7.832155,1.595325
R00100,train,1.36257,-3.785083,-3.150069,7.267479
R00101,train,4.492722,-4.918809,-6.488887,2.262312
R00102,train,1.829284,-3.385002,1.475773,2.155299
R00103,train,3.450332,-3.490425,0.018314,0.839845
R00104,train,4.033568,-3.548542,-5.702408,2.687905
R00105,train,2.023027,-4.467561,-5.219515,4.171078
R00106,train,3.8496,-3.35826,-5.131851,1.437378
R00107,train,1.676435,-3.000656,-4.537243,3.252529
R00108,train,2.687155,-3.457451,-4.922757,1.001367
R00109,train,1.83038,-2.975539,-1.821748,2.876206
R00110,train,3.658815,-3.699956,0.945414,3.570708
R00111,train,1.395095,-4.030697,0.556973,1.855342
R00112,train,-0.221132,-4.790731,-3.879771,3.066379
R00113,train,1.347853,-3.736378,-4.967628,1.727835
R00114,train,1.988779,-3.319283,-8.665699,2.111455
R00115,train,1.202322,-2.588349,-2.400518,1.496399
R00116,train,3.464628,-4.290736,-5.763255,0.260448
R00117,train,2.113388,-3.998117,1.672553,2.665237
R00118,train,1.410456,-4.198836,-8.126187,2.284752
R00119,train,2.624025,-4.435226,-3.91894,2.157036
R00120,train,2.030266,-2.648477,-4.406857,4.470666
R00121,train,2.677095,-3.426253,-2.861886,0.336133
R00122,train,2.000151,-2.799582,-2.744454,1.854425
R00123,train,1.088497,-4.049473,0.291869,-0.5439
R00124,train,-0.062279,-4.122775,-3.749511,2.094613
R00125,train,0.774349,-2.914357,0.034072,4.494259
R00126,train,5.659851,-4.068458,-0.218766,0.592491
R00127,train,0.261921,-2.493469,-4.229962,1.152085
R00128,train,1.30879,-4.595993,-2.772767,3.740441
R00129,train,2.717268,-3.866428,-2.878459,2.037236
R00130,train,1.869793,-4.773444,-1.297303,1.247502
R00131,train,1.497011,-4.870772,-6.051474,4.304491
R00132,train,2.019757,-4.941175,-4.714629,-0.019961
R00133,train,0.234436,-4.063975,-4.327397,1.579901
R00134,train,4.502598,-5.137905,-3.372895,3.355615
R00135,train,1.106397,-3.958976,-3.615099,2.247381
R00136,train,0.543312,-3.910227,-1.794439,2.893372
R00137,train,0.339254,-4.821454,-3.254083,6.074473
R00138,train,4.943414,-2.455595,-2.517809,4.418235
R00139,train,1.37126,-4.116064,1.919766,1.95447
R00140,train,4.260577,-3.889003,1.624253,1.641189
R00141,train,1.578227,-1.819155,-1.055375,1.213533
R00142,train,3.324275,-4.309205,-1.210743,2.378778
R00143,train,2.027657,-3.070209,-4.085304,2.530688
R00144,train,1.676653,-3.796527,3.286531,3.301662
R00145,train,1.23591,-5.168401,-1.563841,3.66273
R00146,train,1.556417,-4.544891,-7.627818,1.213265
R00147,train,2.300998,-2.991325,-4.61877,3.553258
R00148,train,3.720681,-1.969235,-3.694969,4.925645
R00149,train,2.374999,-4.478207,-4.388536,1.983443
R00150,train,2.486598,-3.498416,-4.533279,0.766422
R00151,train,1.540564,-4.167961,-2.336645,1.606362
R00152,train,1.703,-3.970254,-1.764586,2.795837
R00153,train,1.935388,-3.618113,-2.750503,3.033772
R00154,train,2.575334,-3.706355,-3.75758,3.311699
R00155,train,3.885874,-4.037982,-4.078306,0.667892
R00156,train,3.610351,-4.274404,-2.45885,2.668526
R00157,train,4.451956,-4.012538,-5.772488,-0.764952
R00158,train,2.327159,-4.70665,-2.549484,4.173495
R00159,train,2.214048,-2.732595,-2.223206,0.871743
R00160,train,1.652722,-3.640064,-7.327884,3.486707
R00161,train,0.960205,-3.587373,-0.635817,2.230671
R00162,train,1.157977,-5.014955,-0.860195,3.91797
R00163,train,1.030428,-3.204562,-3.898536,0.176982
R00164,train,3.9633,-4.16554,-1.702901,0.098673
R00165,train,1.28728,-3.847495,-4.31922,3.238582
R00166,train,2.780273,-4.303725,-5.514815,3.139278
R00167,train,4.117553,-3.23153,-1.405209,0.099349
R00168,train,4.00998,-4.660414,-4.533458,3.186038
R00169,train,4.023149,-4.306507,-4.300282,1.506017
R00170,train,2.28846,-4.096625,-4.428513,2.787581
R00171,train,1.95086,-3.832826,-4.473868,2.558149
R00172,train,2.249243,-2.844677,-2.88229,3.866786
R00173,train,2.389597,-4.447217,-4.072679,2.790253
R00174,train,2.317338,-3.764449,-3.991146,1.680336
R00175,train,2.666057,-3.929965,-3.683901,1.974883
R00176,train,4.068765,-4.385894,-2.82711,4.87161
R00177,train,1.726608,-3.293999,-6.695697,4.181951
R00178,train,0.604039,-3.395532,-3.735748,3.674426
R00179,train,0.789434,-2.31242,-1.774937,-0.016672
R00180,train,1.807771,-3.886918,-2.047723,2.339885
R00181,train,-0.004179,-3.821796,-1.265117,4.151638
R00182,train,0.123593,-4.197889,-1.85153,2.426844
R00183,train,2.300532,-3.462111,-0.361517,2.396878
R00184,train,2.722948,-3.910452,0.881976,1.605209
R00185,train,1.684748,-3.777976,-4.800574,1.794276
R00186,train,3.571964,-4.509641,3.940418,3.333976
R00187,train,2.181222,-4.385844,-11.95539,5.172571
R00188,train,2.139857,-4.466542,-4.572109,1.382263
R00189,train,1.794511,-2.404178,-0.739107,1.446743
R00190,train,3.208007,-3.616564,-0.416202,1.550555
R00191,train,1.462287,-4.401021,-2.792224,0.747213
R00192,train,2.687562,-5.009324,-0.326052,2.658142
R00193,train,3.009396,-3.269827,-1.792207,0.181139
R00194,train,2.234478,-3.323472,-2.963822,0.38837
R00195,train,2.718982,-3.729128,-1.698651,1.387266
R00196,train,1.454448,-2.661912,-5.614382,2.15225
R00197,train,1.22968,-3.392345,-0.776187,3.608258
R00198,train,2.443655,-2.452365,1.177481,4.597594
R00199,train,1.018015,-5.217281,-4.525748,2.245967
R00200,train,3.27738,-3.536776,-4.23574,4.893386
R00201,train,4.340702,-3.27159,-0.272171,3.083904
R00202,train,2.474135,-3.381071,-3.631377,0.081081
R00203,train,3.030564,-3.170027,-8.00734,3.508561
R00204,train,3.243573,-3.476786,-1.190494,1.73441
R00205,train,1.177065,-3.619582,-9.783607,2.399661
R00206,train,2.013202,-3.272459,-1.499708,1.908724
R00207,train,2.174664,-3.381967,-4.106353,2.538014
R00208,train,3.82858,-4.482539,-6.239146,4.968615
R00209,train,4.057234,-3.572617,2.674115,2.683086
R00210,train,4.424401,-3.8958,-3.063406,1.817733
R00211,train,2.088399,-3.399692,-4.774412,0.203763
R00212,train,1.596401,-3.216365,-2.823101,3.102858
R00213,train,4.446765,-3.301804,-4.380373,2.934522
R00214,train,2.146862,-4.198677,-4.537839,1.451953
R00215,train,3.546839,-3.306492,-3.162591,-0.798786
R00216,train,2.328348,-4.177975,-1.74361,1.009567
R00217,train,2.656978,-4.862101,-7.492745,0.611124
R00218,train,1.992006,-4.69474,-3.476411,0.660595
R00219,train,3.258953,-4.913584,1.365825,3.760132
R00220,train,3.238238,-2.386118,1.214733,2.334741
R00221,train,2.149896,-3.807526,-1.637469,0.622414
R00222,train,2.04406,-4.017928,-1.896262,0.864394
R00223,train,4.513078,-4.195961,-1.298765,2.598894
R00224,train,2.216597,-3.525833,-4.544343,2.282773
R00225,train,1.886998,-3.866412,-11.642187,2.221408
R00226,train,2.428563,-3.553828,-4.713589,1.217073
R00227,train,1.5026,-3.488744,-2.126711,0.247498
R00228,train,2.509721,-3.795739,-4.793743,2.957741
R00229,train,1.343298,-4.88915,3.170691,3.837786
R00230,train,2.451179,-4.185242,-4.194265,2.533764
R00231,train,4.845434,-3.307245,-3.486217,3.264673
R00232,train,0.816299,-4.687067,-4.695717,4.152022
R00233,train,1.335668,-3.638174,-2.284463,-1.120303
R00234,train,1.127712,-3.656436,-2.068191,1.383537
R00235,train,3.225611,-3.391585,-1.560161,2.275644
R00236,train,1.584705,-4.549462,0.045342,2.809066
R00237,train,4.184035,-4.303885,0.327304,3.863085
R00238,train,2.674928,-3.25549,-4.781604,3.478796
R00239,train,0.223769,-4.117871,-3.85438,1.639291
R00240,train,3.32715,-4.219475,-1.42575,2.396252
R00241,train,2.929393,-4.333005,-4.010191,2.617487
R00242,train,2.240143,-3.074045,-7.384899,0.542591
R00243,train,1.370319,-4.733303,-9.069517,0.15258
R00244,train,0.259774,-3.716266,-4.020517,4.100218
R00245,train,3.412187,-3.94718,-5.776513,1.959249
R00246,train,1.9039,-3.552933,0.815028,0.933281
R00247,train,2.84739,-3.025665,-2.495232,1.924516
R00248,train,1.276487,-4.603267,-2.160633,2.731378
R00249,train,1.055317,-4.033889,-7.588762,4.214937
R00250,train,2.307177,-4.34907,-5.134604,3.324388
R00251,train,1.415927,-3.623357,1.900981,1.536409
R00252,train,1.128064,-4.015949,-0.150568,1.279062
R00253,train,1.180196,-4.70641,-3.274413,2.753978
R00254,train,1.902453,-3.799582,-1.60829,3.37026
R00255,train,3.453693,-4.461572,-6.76366,3.395128
R00256,train,1.331401,-4.022721,2.080316,4.431729
R00257,train,1.796931,-5.817342,2.896288,0.689941
R00258,train,5.023544,-3.74584,0.068742,0.207707
R00259,train,2.540417,-4.820793,-7.050841,1.542327
R00260,train,3.045785,-3.106406,-2.520749,3.28055
R00261,train,0.170071,-3.719216,-6.342082,2.631522
R00262,train,2.264644,-3.042936,-2.905785,0.298091
R00263,train,2.921053,-2.916209,1.703645,1.430516
R00264,train,2.078463,-4.560357,-0.169717,1.367175
R00265,train,1.024571,-4.499244,-8.208512,0.779523
R00266,train,2.808739,-3.507713,-2.080281,1.453052
R00267,train,2.552722,-3.318971,-2.298982,1.318221
R00268,train,2.31771,-3.317411,-1.836237,0.243907
R00269,train,2.213085,-2.935139,-4.566623,4.965287
R00270,train,4.028985,-4.05534,0.961445,2.605771
R00271,train,3.488266,-4.479349,-4.005957,3.916888
R00272,train,1.595592,-3.763902,-2.153921,1.945618
R00273,train,-0.655315,-2.920627,-3.980852,3.628631
R00274,train,3.673298,-4.328296,-3.706024,-1.092848
R00275,train,2.715054,-4.23409,-4.602093,-1.079133
R00276,train,1.71763,-3.942797,-5.36225,5.279787
R00277,train,2.635314,-4.30858,-8.303058,5.622525
R00278,train,2.99014,-3.860481,-5.364513,0.349075
R00279,train,2.544754,-3.448802,-7.703174,1.913033
R00280,train,1.874905,-3.651961,-0.40241,1.959803
R00281,train,0.733828,-4.50673,-1.600391,3.277303
R00282,train,1.163514,-3.093944,-3.788464,1.079668
R00283,train,2.349152,-3.259298,0.39142,0.360706
R00284,train,1.180691,-3.269161,-1.883011,1.146888
R00285,train,3.550446,-5.002311,-6.979897,0.902116
R00286,train,0.372283,-2.599529,-7.205711,0.647742
R00287,train,2.240732,-3.666696,-5.526127,5.193318
R00288,train,3.592938,-3.915906,6.184034,0.719886
R00289,train,-0.583238,-3.330567,1.298978,4.834804
R00290,train,0.917604,-3.51267,-0.298102,4.198452
R00291,train,0.325596,-4.633259,3.117993,2.179405
R00292,train,3.595953,-3.443689,2.870824,2.416398
R00293,train,0.11356,-3.807922,-3.287726,1.042407
R00294,train,2.513817,-4.576276,-5.660301,1.816977
R00295,train,2.898113,-3.80471,3.020145,1.85237
R00296,train,2.160164,-4.488219,-5.11386,2.007051
R00297,train,3.642449,-4.107611,-7.738484,3.157962
R00298,train,3.343343,-4.397739,-2.799992,1.466373
R00299,train,2.221315,-4.056692,-4.285922,0.247375
R00300,train,2.580848,-2.437658,-5.483373,1.355026
R00301,train,2.96592,-3.215535,-4.726507,3.429027
R00302,train,1.602249,-2.520106,-2.622223,2.393976
R00303,train,1.228175,-5.392179,-0.388458,2.995238
R00304,train,2.618022,-4.525056,-3.790752,3.275177
R00305,train,1.04821,-4.472953,-2.661235,3.883398
R00306,train,2.8562,-3.766646,-1.431742,1.256303
R00307,train,3.335201,-4.120453,-2.708395,0.238765
R00308,train,1.955595,-3.352047,-1.325103,5.44744
R00309,train,2.13253,-2.524978,-2.200736,2.759603
R00310,train,2.174956,-3.775423,-6.18447,3.034102
R00311,train,0.652344,-3.57664,-6.424146,4.637631
R00312,train,0.437787,-2.420798,-5.117569,1.898836
R00313,train,1.761534,-3.424463,-5.18813,0.782418
R00314,train,4.244732,-4.230811,-9.103576,3.285855
R00315,train,1.840143,-4.131659,3.160466,0.441076
R00316,train,1.412281,-3.370878,-1.681018,1.745521
R00317,train,3.369572,-3.050659,-8.971308,0.678762
R00318,train,0.927025,-4.041839,-6.178243,3.240109
R00319,train,2.081587,-3.251718,-0.214417,1.164209
R00320,train,0.856731,-3.032106,-3.398887,1.824652
R00321,train,0.84,-4.911514,-5.842272,-0.849831
R00322,train,2.712782,-2.828123,-4.807548,1.722639
R00323,train,2.331069,-3.559262,-2.798636,1.475053
R00324,train,4.283017,-3.242359,-2.095648,-0.304491
R00325,train,2.480124,-4.226981,-3.826367,1.983331
R00326,train,2.493988,-3.303146,-10.613945,2.359621
R00327,train,0.948722,-4.250293,-0.904747,2.756034
R00328,train,2.572757,-4.424169,2.845308,2.722699
R00329,train,1.982287,-2.66853,-2.823778,1.494853
R00330,train,0.411632,-3.995679,-0.819561,2.19037
R00331,train,2.979876,-4.24715,-1.043624,5.576365
R00332,train,1.564713,-3.43858,-2.408248,1.437227
R00333,train,1.890805,-4.321977,2.384199,1.587874
R00334,train,3.7816,-3.369455,-0.490742,2.739018
R00335,train,2.707764,-4.006586,-2.532789,3.758778
R00336,train,0.827226,-3.902109,-7.656775,0.514026
R00337,train,3.558714,-3.627705,-0.685687,4.580006
R00338,train,2.436634,-4.691216,-1.768584,0.480519
R00339,train,0.50944,-3.395122,-3.518004,1.768613
R00340,train,3.615757,-3.550724,2.076318,1.699135
R00341,train,0.792742,-3.484877,-5.391052,-0.319496
R00342,train,3.7761,-3.822497,0.02861,1.928194
R00343,train,-0.379312,-3.868807,-1.525573,3.593367
R00344,train,2.29958,-2.497618,-6.04552,2.369346
R00345,train,2.156986,-3.331112,-5.410004,2.904104
R00346,train,3.697374,-3.893095,-8.704253,3.386015
R00347,train,1.96418,-4.380943,-7.100231,2.954643
R00348,train,3.041748,-4.705657,-1.857861,1.039734
R00349,train,2.139252,-2.815525,-2.509881,1.914166
R00350,train,1.207503,-2.473496,-9.078033,2.610685
R00351,train,2.392079,-3.529582,-2.007217,1.956578
R00352,train,2.775014,-3.225507,-6.50522,2.839005
R00353,train,3.235962,-5.093276,-2.019703,5.522228
R00354,train,1.800794,-4.547325,-3.813039,1.951687
R00355,train,1.871949,-3.718747,-4.152963,3.782732
R00356,train,3.24093,-4.955665,-6.201176,2.395642
R00357,train,-0.012054,-3.936533,-3.837566,3.432171
R00358,train,2.862708,-4.559224,-8.192931,1.872828
R00359,train,1.502132,-3.842842,-6.905718,0.976463
R00360,train,1.944956,-5.051712,-2.022489,3.610881
R00361,train,2.232536,-4.224162,0.104184,1.263219
R00362,train,2.072745,-3.762053,-2.480327,1.294919
R00363,train,0.376544,-4.145436,-0.031671,2.810126
R00364,train,3.500607,-4.938315,2.402145,2.797156
R00365,train,2.411132,-3.678592,2.342411,2.069451
R00366,train,1.995388,-3.546569,-1.46324,3.946154
R00367,train,2.429803,-3.622685,-4.850287,1.352559
R00368,train,1.079084,-3.984098,-6.821251,1.898701
R00369,train,3.830571,-3.897842,0.35392,1.914001
R00370,train,3.831071,-4.849818,-5.041702,2.332808
R00371,train,2.157481,-3.656343,-4.027569,2.676448
R00372,train,-0.001015,-2.955389,2.153976,0.381587
R00373,train,2.285595,-2.935363,-2.223326,5.742302
R00374,train,0.64569,-3.644143,-2.920683,1.998517
R00375,train,0.816448,-1.989186,-0.681317,2.036298
R00376,train,2.736767,-3.729386,2.509341,-0.321138
R00377,train,2.274917,-4.43209,-1.800481,-1.4388
R00378,train,2.323229,-2.686002,-6.64399,3.294026
R00379,train,1.59135,-2.651679,0.72309,3.791576
R00380,train,3.887592,-3.838416,-3.329654,1.804209
R00381,train,2.348324,-3.965502,-1.026489,1.844375
R00382,train,0.487293,-3.370778,-2.917827,2.035797
R00383,train,2.581349,-3.795127,-6.415985,1.230624
R00384,train,0.869342,-3.251025,-0.897296,2.738948
R00385,train,2.81322,-4.553988,-1.512962,2.739038
R00386,train,1.563014,-3.740134,-5.406113,3.759621
R00387,train,2.039109,-3.088252,-2.554572,-1.232542
R00388,train,4.2931,-3.96328,2.028402,-2.064486
R00389,train,1.787176,-3.727164,-6.123526,2.309711
R00390,train,2.719511,-3.415808,1.614127,1.513412
R00391,train,3.983799,-4.330134,-3.045291,5.12508
R00392,train,1.903348,-3.636757,-5.155933,1.967356
R00393,train,2.8275,-3.180352,-3.770951,5.349586
R00394,train,1.464829,-4.004553,-2.304349,0.085696
R00395,train,3.374019,-4.443236,-2.964758,3.263993
R00396,train,1.286528,-3.403665,-1.689714,0.092665
R00397,train,1.638415,-3.721353,1.033901,-0.388335
R00398,train,1.968817,-3.936762,-0.854321,-0.408673
R00399,train,0.705959,-3.63552,-1.640731,1.332954
R00400,serve,9.800609,-0.511624,-1.334999,1.994322
R00401,serve,6.843617,-1.256788,2.992466,-4.263904
R00402,serve,5.315881,0.089508,3.112683,1.618142
R00403,serve,7.787455,1.265828,0.953782,-0.741943
R00404,serve,7.995809,0.686683,-1.185562,-2.814931
R00405,serve,7.633615,0.035977,4.488461,-1.544611
R00406,serve,6.540952,-0.512728,4.127273,-1.925286
R00407,serve,6.693211,0.317324,1.108014,1.39069
R00408,serve,7.527106,-0.441702,-1.318826,2.373286
R00409,serve,8.032671,0.299174,-2.800925,-4.584234
R00410,serve,7.769435,-0.663236,-1.10411,0.656978
R00411,serve,7.883752,-1.450885,-6.035044,1.942343
R00412,serve,6.932761,0.551222,-3.713731,-7.675086
R00413,serve,5.460802,-1.438283,-2.542547,1.022774
R00414,serve,7.114052,0.212542,1.1426,1.644029
R00415,serve,6.252976,0.476215,-2.497865,2.075495
R00416,serve,8.376593,-1.342337,-4.536778,-1.77457
R00417,serve,6.885638,-1.801578,-1.162533,0.937556
R00418,serve,7.028145,-0.01644,-0.736695,-1.576355
R00419,serve,4.767078,0.017461,-3.000912,-0.93765
R00420,serve,4.583051,-0.971026,-0.513721,1.845138
R00421,serve,7.432132,0.236476,-1.831986,1.658331
R00422,serve,5.537965,0.08594,0.886542,-2.841243
R00423,serve,7.334459,1.267527,-1.1182,-2.134292
R00424,serve,6.987418,-0.590203,-0.418309,-0.958954
R00425,serve,8.655907,1.899435,-3.391451,-0.15101
R00426,serve,6.525983,-1.153823,-3.421791,-2.689987
R00427,serve,5.564026,0.5989,3.130703,6.121442
R00428,serve,6.873277,-0.352931,-0.614737,-0.771972
R00429,serve,6.95195,-0.936305,-4.113341,1.636598
R00430,serve,5.036983,-2.061204,-1.647445,3.477054
R00431,serve,6.251747,-0.117377,-2.43357,-4.670454
R00432,serve,7.144744,-0.176894,-0.759398,-4.051179
R00433,serve,6.961886,-0.174179,-2.976585,0.874196
R00434,serve,6.736125,0.83396,-1.652943,-0.192607
R00435,serve,5.899389,-1.371091,-1.942503,-0.897613
R00436,serve,6.27888,-1.045773,-1.751833,0.712495
R00437,serve,6.656093,-1.999303,0.719857,1.181359
R00438,serve,6.968058,0.312045,0.983622,-2.656745
R00439,serve,5.164802,-1.023794,-5.513454,-0.283567
R00440,serve,6.461207,-1.578485,1.69651,0.849563
R00441,serve,5.589628,-0.005551,0.957796,2.202699
R00442,serve,6.489393,-0.749502,-0.02657,-4.39379
R00443,serve,7.982146,-0.854965,1.751962,-1.656473
R00444,serve,7.781911,-0.376405,-1.608722,-0.895643
R00445,serve,6.298727,0.119068,-1.504286,1.101389
R00446,serve,7.562959,-2.692966,0.330058,-1.048017
R00447,serve,7.047912,0.908048,-0.091197,-3.356278
R00448,serve,6.621677,0.352651,-2.11527,-4.765175
R00449,serve,7.145817,1.647527,0.986263,-0.625414
R00450,serve,6.599017,-0.512713,-3.161963,-0.376554
R00451,serve,5.91667,0.147488,1.739254,-1.377631
R00452,serve,4.177237,-2.937697,-2.601699,-1.816005
R00453,serve,5.440426,-0.862631,2.035879,4.167002
R00454,serve,8.190965,-0.154345,-4.787005,-2.773638
R00455,serve,5.826179,-0.937931,-2.459941,-3.686763
R00456,serve,6.458031,0.30275,-4.002409,2.563006
R00457,serve,5.044068,0.168731,-1.319019,-2.075643
R00458,serve,6.465171,-1.463788,0.293332,-3.414047
R00459,serve,5.543774,0.367767,-2.780545,3.852311
R00460,serve,7.713841,0.086033,2.111342,-4.216255
R00461,serve,6.248589,-0.141199,-1.42105,4.490555
R00462,serve,6.036048,-0.769148,-3.063468,1.533288
R00463,serve,6.52529,1.714404,-1.98106,0.30373
R00464,serve,8.215324,-2.594743,-2.315793,2.89253
R00465,serve,7.224984,-0.372727,-2.378497,0.721109
R00466,serve,6.438949,1.285346,-3.149195,1.527956
R00467,serve,7.135864,-0.208994,0.521677,-4.183401
R00468,serve,6.059118,-0.793339,-0.318241,-2.836255
R00469,serve,6.754092,-0.451117,-0.375633,0.582481
R00470,serve,8.285725,-0.221401,-1.011733,4.822515
R00471,serve,6.102511,-1.508194,-2.671398,-1.360326
R00472,serve,7.201949,0.279508,-0.975693,-0.864234
R00473,serve,6.882101,-1.337234,2.177272,-1.375868
R00474,serve,6.02365,-1.103371,0.131245,0.823006
R00475,serve,7.400968,-1.72292,0.928791,2.758091
R00476,serve,6.906275,0.681726,4.919358,1.826973
R00477,serve,7.332273,-1.131946,0.557683,5.325324
R00478,serve,6.16434,-0.633047,3.95146,1.968449
R00479,serve,6.335104,0.113969,-0.796972,5.408689
R00480,serve,6.721326,0.680411,-1.841525,-0.895186
R00481,serve,6.49179,-1.317664,-0.448645,0.033247
R00482,serve,7.862954,-0.788657,0.514536,-2.385707
R00483,serve,5.758219,-0.739127,1.046381,6.13084
R00484,serve,5.806645,0.635691,-1.370387,-1.608988
R00485,serve,5.207423,-1.940671,3.025142,2.909369
R00486,serve,7.965582,-1.593973,-4.822539,-2.388193
R00487,serve,7.046182,0.410177,0.080909,1.04878
R00488,serve,5.766033,0.067134,-5.603851,-1.009802
R00489,serve,5.092524,0.040282,-2.950314,0.902097
R00490,serve,5.85591,-0.658693,0.963958,1.62972
R00491,serve,6.180633,1.453337,-2.118083,-1.909933
R00492,serve,6.408943,-0.971422,-2.232781,-1.048784
R00493,serve,6.629846,0.047008,-0.309403,-0.779007
R00494,serve,6.206991,-1.257458,-4.914538,0.821445
R00495,serve,5.648968,0.17624,-0.835102,-6.110044
