account_id,event_time,health_score
A0068,1767352120000,46.45
A0068,1773092387000,12.79
A0069,1767338885000,53.71
A0069,1774157927000,92.51
A0070,1767235374000,49.71
A0070,1772820605000,85.1
A0071,1767354568000,50.15
A0071,1774264107000,89.0
A0072,1767235293000,54.6
A0072,1772579780000,94.22
A0073,1767320563000,50.29
A0073,1772892578000,89.75
A0074,1767302931000,50.37
A0074,1773418289000,92.22
A0075,1767253693000,47.55
A0075,1772713582000,92.18
A0076,1767356223000,44.47
A0076,1773838150000,91.72
A0077,1767266697000,51.91
A0077,1772531484000,94.66
A0078,1767267819000,53.07
A0078,1772459861000,93.53
A0079,1767287243000,58.16
A0079,1774100590000,86.64
A0080,1767341607000,47.71
A0080,1773771292000,86.89
A0081,1767391505000,51.73
A0081,1774271607000,85.64
A0082,1767278636000,42.29
A0082,1773268962000,85.44
A0083,1767249397000,49.96
A0083,1774182186000,11.81
A0084,1767246231000,47.03
A0084,1772954912000,89.51
A0085,1767258482000,39.75
A0085,1773161692000,11.59
A0086,1767351918000,58.6
A0086,1772723989000,9.19
A0087,1767297440000,55.25
A0087,1773692288000,8.31
A0088,1767257547000,52.63
A0088,1772460940000,90.45
A0089,1767322689000,43.66
A0089,1773049568000,85.32
A0090,1767305809000,39.54
A0090,1772848704000,94.32
A0091,1767263231000,49.7
A0091,1773712907000,12.38
A0092,1767225755000,50.16
A0092,1774046687000,89.47
A0093,1767310230000,47.24
A0093,1773222435000,94.68
A0094,1767339417000,48.31
A0094,1772649676000,5.37
A0095,1767328362000,45.98
A0095,1773189455000,89.19
A0096,1767277629000,50.11
A0096,1772493634000,89.24
A0097,1767301178000,51.52
A0097,1773565402000,85.9
A0098,1767279347000,52.78
A0098,1773699264000,7.09
A0099,1767259705000,50.34
A0099,1772750476000,88.48
