row_id,split,f1,f2,f3,f4
R00339,train,-0.100394,0.905652,-0.470403,0.148489
R00340,train,-0.895724,-0.75464,1.125405,0.170425
R00341,train,-0.809078,-2.009635,0.345878,0.109457
R00342,train,-0.684977,1.218518,-0.746628,-0.990978
R00343,train,-0.473593,0.276371,-1.842498,0.38657
R00344,train,2.018407,-0.542087,0.09659,-0.169656
R00345,train,-1.785784,-0.261044,-0.208347,-0.038686
R00346,train,0.059232,1.440644,1.027703,1.112889
R00347,train,0.565787,2.009775,0.12094,0.942763
R00348,train,-1.128559,-0.738966,-0.751477,1.09065
R00349,train,0.775889,0.027243,0.255417,0.09021
R00350,train,-1.350594,-0.593934,1.739717,-0.867115
R00351,train,-1.074718,0.801568,0.365244,-0.466559
R00352,train,0.364763,0.011971,0.696085,0.380234
R00353,train,-0.132966,-0.154196,-0.649579,0.076232
R00354,train,0.221064,0.770837,0.635072,-1.014994
R00355,train,0.438965,1.200849,1.347748,-0.713422
R00356,train,1.671533,1.236664,0.794503,0.501422
R00357,train,0.23715,-1.125328,0.719325,0.113657
R00358,train,-0.448066,-1.00848,0.536479,1.121483
R00359,train,-0.140653,-0.38758,1.169971,0.897701
R00360,train,-0.898755,2.253054,0.361431,0.265833
R00361,train,-0.571381,0.626994,-0.987142,0.177751
R00362,train,-1.801705,-1.187013,0.248819,-0.91196
R00363,train,0.520777,-1.353667,1.808549,-0.043297
R00364,train,-1.469309,0.094884,-0.602069,-0.969559
R00365,train,0.274204,-1.907773,2.859796,0.019107
R00366,train,-0.094372,1.149507,0.693003,-0.249826
R00367,train,-0.033546,-2.630768,-0.435782,1.094808
R00368,train,0.870135,2.075463,0.402332,-1.745912
R00369,train,0.65485,0.258032,0.897154,-0.586783
R00370,train,0.128445,-0.569778,-1.21499,-1.589832
R00371,train,-2.601904,0.139753,-2.209906,-0.156213
R00372,train,0.311752,-0.120802,-0.165149,-0.812246
R00373,train,-0.848001,-0.027621,-1.409917,0.185574
R00374,train,-0.977142,-0.404066,1.393526,0.361969
R00375,train,0.550942,0.651738,-0.281135,-0.951463
R00376,train,-1.748597,0.485907,-0.494575,1.468589
R00377,train,-0.824141,-1.46031,-1.726619,1.297935
R00378,train,-2.433727,-0.435374,1.034728,0.730936
R00379,train,2.312449,-0.505455,0.679272,-0.658125
R00380,train,-0.659132,-0.369915,1.21469,-1.307001
R00381,train,-1.298437,1.981237,0.346273,-0.410661
R00382,train,-1.557669,0.757361,0.040195,-0.308439
R00383,train,-0.646939,-0.651072,-0.350199,-0.131962
R00384,train,-1.327271,0.119991,0.495725,-0.839584
R00385,train,-1.083827,0.124219,-0.856106,1.128678
R00386,train,0.662708,-0.491551,-0.856671,-2.489713
R00387,train,-0.495,0.242171,1.59306,-0.921531
R00388,train,0.324036,-0.309464,1.264671,0.272617
R00389,train,0.032265,1.190422,-0.653827,-0.332694
R00390,train,-1.716899,0.616563,0.793608,-0.51607
R00391,train,-1.126455,1.153028,0.478865,-0.192931
R00392,train,-0.966929,1.122508,0.183773,1.647317
R00393,train,0.251007,-0.007408,2.839042,0.906048
R00394,train,1.666293,0.002298,0.935982,-0.86599
R00395,train,-0.501012,-1.007529,0.149152,0.747587
R00396,train,0.296973,0.659388,0.699323,-1.921933
R00397,train,-0.288422,-0.377095,-0.003984,-0.003493
R00398,train,1.099743,-0.560834,-0.408914,1.545
R00399,train,0.266755,0.796493,-1.18774,-1.441293
R00400,serve,3.871439,8.818442,0.847603,4.91672
R00401,serve,3.76682,9.874163,0.850661,4.498236
R00402,serve,3.905381,9.222726,0.619713,3.834642
R00403,serve,4.317612,7.184611,0.072121,3.480803
R00404,serve,3.765478,7.948915,1.010849,4.32486
R00405,serve,3.580825,9.882832,0.946889,3.634089
R00406,serve,3.356062,8.769924,0.912618,4.618817
R00407,serve,3.259382,8.008016,0.026483,4.789844
R00408,serve,3.81158,6.272011,0.743039,4.488764
R00409,serve,3.582171,7.790925,1.259703,1.821752
R00410,serve,4.343086,8.378259,-0.303816,5.857261
R00411,serve,3.451426,9.782169,0.933275,2.951295
R00412,serve,3.809744,8.381639,0.541665,5.473818
R00413,serve,4.094463,9.244012,0.456753,4.244411
R00414,serve,3.848514,6.775555,0.912778,4.010783
R00415,serve,2.898772,8.846434,0.889474,6.106663
R00416,serve,3.400449,7.921322,0.531069,5.180319
R00417,serve,3.893481,8.014428,0.411874,4.329805
R00418,serve,3.43948,9.429365,0.609353,5.272691
R00419,serve,3.816396,6.928713,0.456434,5.530261
R00420,serve,3.220918,8.643231,0.392354,3.245824
R00421,serve,4.313088,10.264873,0.720486,6.130462
R00422,serve,3.864037,11.13484,0.547791,4.204742
R00423,serve,4.226159,6.799595,0.562363,4.731978
R00424,serve,4.015209,9.70442,0.541767,2.946157
R00425,serve,4.020335,8.364682,0.718451,4.759869
R00426,serve,3.677017,9.69927,0.668245,2.527832
R00427,serve,3.25981,7.328002,0.451864,3.834852
R00428,serve,4.103732,7.410349,0.036314,3.352631
R00429,serve,3.515818,9.06887,0.492005,5.923593
R00430,serve,3.620355,9.610761,0.41771,5.363109
R00431,serve,3.405408,10.518946,0.430266,5.791811
R00432,serve,3.98664,9.649037,0.844005,6.062481
R00433,serve,3.944651,10.499779,0.235338,5.014267
R00434,serve,3.920232,10.315632,0.693492,4.405454
R00435,serve,3.716082,6.159125,0.462619,4.609588
R00436,serve,3.278945,9.954558,1.062797,3.611327
R00437,serve,3.357849,9.428504,1.162155,4.540315
R00438,serve,4.539632,7.458616,0.245578,5.911772
R00439,serve,3.116055,7.439225,0.840801,5.207292
R00440,serve,3.947199,7.497766,0.398291,4.866038
R00441,serve,3.706319,9.346386,0.911797,5.474544
R00442,serve,3.284435,9.602159,0.109601,3.623736
R00443,serve,4.093646,8.777014,1.011536,5.817495
R00444,serve,4.198522,8.245479,1.284021,4.195762
R00445,serve,3.776768,8.189155,0.862386,5.857111
R00446,serve,3.398924,10.833554,0.324744,4.109256
R00447,serve,3.27936,9.557699,1.347618,3.841268
R00448,serve,3.560274,8.799656,0.687925,4.318497
R00449,serve,3.894837,10.369967,0.990431,6.150891
R00450,serve,3.907872,9.424722,0.618689,2.275321
R00451,serve,3.92749,7.945799,0.65534,4.588423
R00452,serve,2.884837,10.274327,0.576786,3.331643
R00453,serve,3.420708,9.691207,0.297747,4.242592
R00454,serve,3.673259,8.377275,-0.032701,4.465066
R00455,serve,3.980539,9.486246,0.692956,4.745343
R00456,serve,3.608288,9.371486,0.758469,6.298323
R00457,serve,3.990288,9.056363,0.467068,4.640885
R00458,serve,3.252416,8.456129,0.087249,3.4005
R00459,serve,3.360135,8.893656,0.601818,4.04671
R00460,serve,3.782697,9.064919,0.523722,4.733398
R00461,serve,3.410541,8.137082,0.533943,4.413219
R00462,serve,3.899532,10.050234,0.252187,4.270676
R00463,serve,3.985276,8.922437,1.320334,3.500147
R00464,serve,3.380269,9.902229,0.77997,4.04821
R00465,serve,4.030717,8.173729,0.114119,5.803317
R00466,serve,3.502415,9.296852,1.256679,4.942065
R00467,serve,3.896942,6.879162,0.290053,3.623853
R00468,serve,3.815006,10.961363,0.585867,4.362619
R00469,serve,4.216512,8.258191,1.34114,3.986469
R00470,serve,3.659201,7.20511,0.679266,3.633374
R00471,serve,3.8951,8.244598,0.560941,3.726571
R00472,serve,3.391805,8.017434,0.389796,3.864073
R00473,serve,4.075048,7.639869,0.371998,4.404031
R00474,serve,4.550518,8.120146,-0.220649,5.357014
R00475,serve,3.65681,11.384914,0.294569,6.116327
R00476,serve,3.49499,9.16144,0.721673,2.595498
R00477,serve,3.210882,7.554272,0.376654,5.025153
R00478,serve,3.363661,8.958111,0.571772,3.076957
R00479,serve,3.455934,10.970209,1.09307,5.19631
R00480,serve,3.500728,8.824936,0.403389,4.130204
R00481,serve,3.727371,8.602343,0.483136,3.072771
R00482,serve,3.50592,7.129922,0.173299,4.328121
R00483,serve,3.57567,8.859259,0.895599,3.743212
R00484,serve,3.004756,7.586749,0.522207,4.862441
R00485,serve,3.8125,8.695357,0.623791,3.198223
R00486,serve,3.077373,7.747607,0.630067,3.119226
R00487,serve,3.289884,9.200604,0.862276,5.154168
R00488,serve,3.431831,7.327047,0.50985,4.128363
R00489,serve,3.707606,10.208974,0.875917,3.606283
R00490,serve,3.642932,9.331673,1.013685,3.846523
R00491,serve,3.859647,9.544473,0.637029,3.980459
R00492,serve,3.76439,8.307838,0.076487,4.699468
R00493,serve,3.415286,10.077367,0.202801,3.57184
R00494,serve,3.908864,9.954811,0.861047,6.500358
R00495,serve,3.89755,10.256125,0.831483,4.333937
R00496,serve,3.032459,9.154542,0.414196,5.292378
R00497,serve,4.356433,11.017403,0.624872,5.663785
R00498,serve,3.833563,8.404278,0.687749,3.481799
R00499,serve,3.51318,10.049588,0.215837,4.548588
R00500,serve,3.981217,8.039706,0.86176,5.806385
R00501,serve,3.603012,9.88727,0.987506,3.720497
