act_account_id,act_event_time,sessions_7d
A0035,1771516588000,20
A0035,1772093881000,3
A0035,1772713659000,0
A0035,1773318723000,24
A0035,1773920145000,36
A0035,1774517064000,9
A0036,1767268411000,37
A0036,1767929638000,37
A0036,1768476500000,13
A0036,1769152331000,18
A0036,1769712165000,27
A0036,1770316459000,10
A0036,1770897558000,24
A0036,1771567251000,9
A0036,1772103722000,20
A0036,1772778767000,9
A0036,1773341904000,0
A0036,1773988565000,34
A0036,1774529770000,31
A0037,1767263302000,14
A0037,1767869239000,18
A0037,1768524175000,25
A0037,1769123797000,13
A0037,1769678702000,37
A0037,1770291254000,15
A0037,1770877435000,36
A0037,1771524338000,13
A0037,1772154694000,12
A0037,1772740415000,4
A0037,1773323091000,38
A0037,1773898934000,25
A0037,1774560026000,34
A0038,1767284414000,25
A0038,1767904054000,29
A0038,1768521882000,15
A0038,1769154763000,26
A0038,1769714589000,12
A0038,1770312203000,12
A0038,1770924247000,8
A0038,1771576675000,37
A0038,1772150360000,36
A0038,1772771873000,19
A0038,1773386190000,36
A0038,1774007119000,17
A0038,1774611767000,6
A0039,1767258346000,32
A0039,1767892298000,13
A0039,1768444591000,25
A0039,1769128751000,33
A0039,1769658022000,16
A0039,1770315710000,22
A0039,1770926987000,34
A0039,1771542798000,34
A0039,1772081153000,2
A0039,1772723798000,16
A0039,1773325659000,24
A0039,1773927909000,31
A0039,1774493199000,39
A0040,1767344023000,26
A0040,1767935606000,32
A0040,1768562220000,37
A0040,1769190594000,27
A0040,1769799378000,29
A0040,1770399759000,20
A0040,1770980803000,18
A0040,1771624252000,19
A0040,1772185988000,35
A0040,1772773982000,12
A0040,1773391330000,35
A0040,1773992477000,39
A0040,1774617036000,26
A0041,1767269224000,14
A0041,1767942322000,28
A0041,1768496900000,36
A0041,1769114332000,4
A0041,1769744343000,31
A0041,1770346353000,14
A0041,1770941371000,18
A0041,1771550343000,31
A0041,1772107878000,28
A0041,1772729607000,28
A0041,1773386006000,6
A0041,1773993169000,13
A0041,1774557039000,29
A0042,1767325090000,20
A0042,1767866904000,16
A0042,1768524110000,22
A0042,1769090353000,3
A0042,1769719666000,34
A0042,1770298656000,9
A0042,1770955723000,25
A0042,1771532224000,35
A0042,1772114282000,27
A0042,1772741644000,36
A0042,1773298867000,31
A0042,1773956748000,33
A0042,1774552917000,1
A0043,1767272171000,29
A0043,1767893602000,35
A0043,1768537063000,36
A0043,1769065482000,11
A0043,1769675341000,22
A0043,1770283191000,0
A0043,1770884562000,17
A0043,1771509098000,29
A0043,1772106586000,39
A0043,1772734427000,15
A0043,1773341140000,2
A0043,1773914672000,32
A0043,1774573534000,6
A0044,1767271065000,2
A0044,1767865865000,0
A0044,1768516724000,9
A0044,1769097272000,34
A0044,1769666109000,29
A0044,1770274287000,25
A0044,1770908635000,39
A0044,1771490249000,17
A0044,1772072015000,35
A0044,1772705310000,25
A0044,1773340968000,37
A0044,1773958513000,0
A0044,1774512254000,30
A0045,1767270987000,17
A0045,1767919872000,12
A0045,1768555363000,22
A0045,1769147622000,3
A0045,1769742170000,1
A0045,1770329986000,15
A0045,1770940702000,19
A0045,1771503065000,26
A0045,1772142353000,15
A0045,1772742982000,37
A0045,1773382265000,13
A0045,1773942325000,23
A0045,1774591583000,4
A0046,1767310549000,19
A0046,1767872724000,34
A0046,1768504678000,37
A0046,1769102346000,14
A0046,1769739798000,38
A0046,1770343655000,7
A0046,1770889656000,9
A0046,1771566425000,27
A0046,1772161983000,1
A0046,1772782619000,19
A0046,1773383743000,30
A0046,1773924152000,30
A0046,1774535397000,21
A0047,1767259388000,14
A0047,1767844686000,14
A0047,1768465946000,14
A0047,1769096010000,5
A0047,1769728511000,27
A0047,1770298068000,32
A0047,1770931254000,31
A0047,1771541430000,25
A0047,1772078691000,30
A0047,1772729619000,26
A0047,1773320870000,8
A0047,1773909264000,12
A0047,1774572540000,0
A0048,1767356303000,28
A0048,1767940601000,24
A0048,1768566572000,15
A0048,1769176520000,29
A0048,1769741345000,23
A0048,1770363474000,36
A0048,1770943596000,10
A0048,1771604244000,1
A0048,1772147448000,28
A0048,1772802353000,11
A0048,1773405415000,2
A0048,1773986855000,8
A0048,1774548908000,33
A0049,1767290046000,5
A0049,1767927138000,2
A0049,1768579653000,11
A0049,1769109263000,29
A0049,1769753235000,5
A0049,1770331974000,36
A0049,1770965236000,38
A0049,1771561182000,11
A0049,1772152597000,36
A0049,1772757276000,3
A0049,1773350025000,30
A0049,1773974742000,37
A0049,1774579077000,34
A0050,1767311118000,1
A0050,1767972046000,7
A0050,1768562432000,10
A0050,1769171491000,20
A0050,1769797587000,26
A0050,1770380428000,22
A0050,1770960343000,37
A0050,1771546608000,4
A0050,1772149823000,9
A0050,1772820103000,13
A0050,1773366970000,24
A0050,1773967505000,31
A0050,1774564445000,8
A0051,1767289301000,9
A0051,1767862475000,27
A0051,1768475909000,25
A0051,1769052976000,22
A0051,1769665669000,2
A0051,1770261672000,27
A0051,1770884121000,39
A0051,1771544704000,29
A0051,1772128561000,34
A0051,1772737977000,11
A0051,1773337836000,16
A0051,1773965329000,4
A0051,1774502571000,39
A0052,1767372250000,23
A0052,1767939608000,28
A0052,1768540722000,19
A0052,1769133742000,14
A0052,1769717578000,27
A0052,1770328109000,0
A0052,1771002192000,26
A0052,1771606962000,39
A0052,1772206871000,16
A0052,1772782557000,23
A0052,1773378518000,6
A0052,1773994272000,18
A0052,1774553364000,36
A0053,1767305845000,39
A0053,1767931003000,4
A0053,1768565530000,29
A0053,1769119353000,10
A0053,1769776450000,23
A0053,1770349005000,22
A0053,1770966022000,0
A0053,1771587627000,0
A0053,1772149598000,17
A0053,1772798944000,22
A0053,1773403094000,0
A0053,1773992222000,14
A0053,1774636170000,39
A0054,1767354921000,29
A0054,1767943419000,4
A0054,1768532682000,39
A0054,1769174275000,39
A0054,1769757211000,11
A0054,1770319716000,22
A0054,1770943130000,9
A0054,1771551258000,3
A0054,1772140851000,6
A0054,1772789826000,6
A0054,1773340132000,5
A0054,1773994010000,1
A0054,1774624467000,6
A0055,1767312637000,34
A0055,1767935173000,8
A0055,1768481964000,21
A0055,1769170098000,24
A0055,1769713797000,5
A0055,1770358175000,12
A0055,1770970018000,6
A0055,1771587538000,28
A0055,1772152594000,14
A0055,1772744552000,14
A0055,1773370507000,8
A0055,1773984361000,20
A0055,1774559634000,4
A0056,1767296053000,5
A0056,1767979431000,4
A0056,1768535569000,25
A0056,1769134842000,28
A0056,1769770903000,17
A0056,1770352756000,6
A0056,1770969887000,25
A0056,1771540795000,37
A0056,1772152630000,31
A0056,1772775207000,21
A0056,1773412784000,31
A0056,1774006458000,0
A0056,1774621499000,4
A0057,1767364721000,24
A0057,1767902353000,36
A0057,1768579623000,13
A0057,1769156317000,30
A0057,1769773990000,14
A0057,1770352937000,37
A0057,1770918328000,6
A0057,1771587841000,9
A0057,1772132851000,30
A0057,1772745952000,13
A0057,1773413629000,25
A0057,1773940916000,29
A0057,1774594604000,19
A0058,1767305915000,16
A0058,1767873319000,31
A0058,1768524593000,0
A0058,1769104139000,1
A0058,1769657114000,33
A0058,1770269279000,12
A0058,1770937880000,21
A0058,1771528868000,16
A0058,1772146199000,29
A0058,1772715252000,24
A0058,1773364191000,7
A0058,1773905275000,29
A0058,1774569514000,15
A0059,1767348571000,6
A0059,1767971532000,20
A0059,1768557229000,7
A0059,1769156319000,22
A0059,1769753014000,31
A0059,1770360805000,21
A0059,1770967997000,9
A0059,1771552874000,2
A0059,1772184171000,6
A0059,1772740833000,18
A0059,1773412846000,4
A0059,1774006186000,19
A0059,1774592847000,14
A0060,1767290340000,16
A0060,1767946904000,25
A0060,1768567725000,35
A0060,1769108291000,39
A0060,1769718435000,2
A0060,1770326018000,17
A0060,1770923164000,0
A0060,1771599889000,24
A0060,1772151548000,7
A0060,1772731103000,4
A0060,1773414539000,14
A0060,1773979121000,22
A0060,1774586650000,26
A0061,1767327824000,39
A0061,1767853095000,14
A0061,1768492942000,7
A0061,1769073107000,6
A0061,1769733096000,20
A0061,1770305205000,11
A0061,1770902518000,13
A0061,1771551210000,31
A0061,1772106895000,16
A0061,1772711769000,27
A0061,1773329241000,19
A0061,1773979515000,3
A0061,1774505373000,10
A0062,1767383827000,10
A0062,1767971881000,38
A0062,1768555308000,7
A0062,1769190305000,15
A0062,1769757126000,27
A0062,1770332786000,29
A0062,1771001855000,3
A0062,1771544590000,19
A0062,1772189118000,34
A0062,1772774290000,10
A0062,1773415626000,21
A0062,1774022242000,21
A0062,1774639946000,4
A0063,1767270334000,8
A0063,1767921992000,27
A0063,1768506960000,6
A0063,1769109372000,37
A0063,1769691159000,39
A0063,1770313050000,25
A0063,1770876445000,22
A0063,1771527281000,27
A0063,1772152643000,10
A0063,1772719615000,36
A0063,1773363824000,29
A0063,1773901658000,32
A0063,1774526886000,0
A0064,1767281286000,8
A0064,1767943623000,21
A0064,1768482462000,8
A0064,1769089737000,36
A0064,1769707500000,7
A0064,1770347114000,11
A0064,1770916441000,23
A0064,1771512770000,19
A0064,1772180153000,15
A0064,1772787954000,30
A0064,1773369478000,30
A0064,1773929801000,18
A0064,1774545896000,22
A0065,1767241315000,23
A0065,1767851239000,23
A0065,1768514640000,30
A0065,1769052975000,20
A0065,1769649655000,10
A0065,1770261622000,17
A0065,1770901615000,10
A0065,1771539137000,24
A0065,1772136854000,6
A0065,1772691347000,33
A0065,1773344948000,38
A0065,1773913871000,24
A0065,1774504112000,13
A0066,1767240026000,11
A0066,1767881827000,10
A0066,1768472088000,17
A0066,1769101972000,4
A0066,1769713234000,25
A0066,1770274036000,17
A0066,1770917785000,31
A0066,1771526752000,16
A0066,1772080222000,20
A0066,1772766594000,2
A0066,1773307393000,27
A0066,1773910152000,25
A0066,1774575363000,20
A0067,1767256919000,34
A0067,1767925171000,34
A0067,1768517192000,11
A0067,1769106777000,11
A0067,1769713705000,1
A0067,1770261667000,20
A0067,1770884036000,37
A0067,1771548730000,17
A0067,1772115116000,35
A0067,1772720106000,33
A0067,1773359962000,2
A0067,1773926810000,37
A0067,1774565957000,27
A0068,1767280841000,1
A0068,1767868380000,26
A0068,1768496436000,15
A0068,1769112006000,9
A0068,1769676895000,38
A0068,1770345212000,11
A0068,1770873754000,26
A0068,1771472171000,36
A0068,1772108405000,3
A0068,1772719581000,36
A0068,1773325476000,22
A0068,1773931222000,22
A0068,1774528795000,32
A0069,1767300623000,22
A0069,1767900892000,14
A0069,1768490874000,39
A0069,1769135607000,1
A0069,1769707151000,7
A0069,1770324587000,13
A0069,1770926234000,16
A0069,1771567646000,3
A0069,1772123940000,25
A0069,1772779199000,31
A0069,1773395353000,8
A0069,1773948522000,39
A0069,1774612128000,18
A0070,1767358316000,22
A0070,1767967017000,11
A0070,1768553934000,8
A0070,1769180350000,5
A0070,1769718249000,34
A0070,1770327815000,3
A0070,1770929950000,37
A0070,1771589458000,9
A0070,1772158344000,6
A0070,1772772752000,32
A0070,1773418161000,22
A0070,1773973560000,31
A0070,1774573115000,9
A0071,1767283614000,14
A0071,1767892635000,18
A0071,1768475421000,23
A0071,1769147496000,16
A0071,1769734255000,37
A0071,1770351777000,21
A0071,1770958305000,32
A0071,1771496700000,22
A0071,1772097231000,18
A0071,1772701548000,6
A0071,1773376948000,25
A0071,1773986196000,29
A0071,1774599357000,21
A0072,1767307652000,5
A0072,1767953663000,37
A0072,1768534505000,19
A0072,1769128901000,5
A0072,1769761436000,36
A0072,1770295389000,25
A0072,1770935389000,1
A0072,1771564000000,38
A0072,1772163659000,6
A0072,1772739058000,26
A0072,1773382206000,20
A0072,1773957783000,20
A0072,1774594744000,30
A0073,1767353247000,27
A0073,1767963298000,26
A0073,1768524401000,14
A0073,1769135170000,30
A0073,1769709955000,28
A0073,1770385698000,28
A0073,1770974249000,2
A0073,1771526500000,8
A0073,1772202653000,6
A0073,1772765294000,16
A0073,1773348585000,29
A0073,1774007051000,31
A0073,1774550024000,30
A0074,1767329324000,3
A0074,1767933880000,13
A0074,1768535496000,27
A0074,1769140011000,31
A0074,1769767238000,27
A0074,1770350947000,19
A0074,1770945673000,25
A0074,1771597484000,31
A0074,1772154968000,30
A0074,1772814188000,23
A0074,1773418288000,24
A0074,1773961667000,15
A0074,1774580054000,7
A0075,1767303485000,17
A0075,1767916996000,24
A0075,1768513860000,19
A0075,1769104541000,3
A0075,1769731439000,5
A0075,1770326249000,29
A0075,1770881681000,34
A0075,1771488431000,24
A0075,1772087274000,14
A0075,1772738393000,33
A0075,1773328360000,11
A0075,1773914720000,35
A0075,1774488136000,28
A0076,1767343214000,0
A0076,1767897149000,19
A0076,1768491091000,19
A0076,1769114764000,20
A0076,1769741508000,39
A0076,1770354728000,17
A0076,1770920774000,9
A0076,1771531940000,28
A0076,1772127935000,33
A0076,1772739089000,15
A0076,1773343918000,11
A0076,1773993078000,20
A0076,1774598375000,15
A0077,1767292905000,37
A0077,1767889786000,24
A0077,1768477578000,15
A0077,1769066392000,32
A0077,1769690860000,4
A0077,1770358509000,28
A0077,1770931780000,27
A0077,1771506383000,24
A0077,1772104227000,32
A0077,1772730417000,23
A0077,1773332023000,3
A0077,1773915050000,13
A0077,1774515356000,9
A0078,1767264513000,0
A0078,1767841216000,16
A0078,1768519331000,24
A0078,1769061346000,21
A0078,1769701110000,7
A0078,1770325851000,29
A0078,1770931816000,31
A0078,1771514461000,17
A0078,1772094065000,25
A0078,1772759715000,35
A0078,1773289254000,34
A0078,1773945376000,29
A0078,1774523162000,11
A0079,1767337752000,30
A0079,1767936478000,10
A0079,1768585091000,29
A0079,1769138406000,38
A0079,1769777246000,1
A0079,1770338720000,25
A0079,1771015464000,14
A0079,1771590343000,27
A0079,1772231608000,26
A0079,1772796109000,13
A0079,1773377242000,20
A0079,1773965130000,7
A0079,1774603976000,23
A0080,1767330071000,6
A0080,1767937196000,33
A0080,1768539150000,38
A0080,1769177076000,5
A0080,1769789779000,35
A0080,1770321378000,28
A0080,1770929476000,13
A0080,1771551608000,23
A0080,1772181291000,36
A0080,1772808346000,30
A0080,1773387060000,31
A0080,1774002555000,19
A0080,1774590400000,17
A0081,1767305287000,7
A0081,1767912452000,11
A0081,1768483555000,31
A0081,1769089356000,33
A0081,1769749166000,13
A0081,1770355587000,22
A0081,1770932208000,17
A0081,1771546355000,4
A0081,1772145914000,35
A0081,1772702849000,31
A0081,1773329670000,39
A0081,1773901577000,6
A0081,1774527433000,2
A0082,1767250328000,4
A0082,1767904329000,20
A0082,1768461844000,37
A0082,1769136902000,0
A0082,1769691017000,16
A0082,1770319465000,32
A0082,1770884787000,3
A0082,1771514375000,39
A0082,1772134510000,15
A0082,1772768504000,22
A0082,1773372578000,33
A0082,1773965666000,6
A0082,1774508616000,6
A0083,1767319598000,19
A0083,1767957478000,12
A0083,1768516621000,9
A0083,1769127442000,35
A0083,1769746420000,26
A0083,1770335751000,21
A0083,1770917472000,24
A0083,1771549328000,17
A0083,1772180798000,29
A0083,1772755167000,16
A0083,1773363871000,31
A0083,1773937660000,4
A0083,1774550105000,26
A0084,1767276524000,3
A0084,1767897865000,32
A0084,1768476995000,10
A0084,1769099176000,20
A0084,1769745210000,16
A0084,1770288391000,3
A0084,1770922759000,35
A0084,1771560866000,23
A0084,1772168499000,19
A0084,1772709567000,34
A0084,1773370981000,39
A0084,1773903755000,38
A0084,1774559669000,7
A0085,1767311291000,21
A0085,1767923123000,28
A0085,1768548736000,36
A0085,1769151330000,38
A0085,1769760097000,25
A0085,1770362745000,34
A0085,1770985950000,16
A0085,1771534698000,32
A0085,1772210079000,3
A0085,1772795401000,10
A0085,1773367493000,7
A0085,1773973056000,25
A0085,1774631203000,31
A0086,1767297924000,0
A0086,1767853402000,17
A0086,1768457271000,20
A0086,1769069414000,38
A0086,1769713108000,0
A0086,1770298508000,18
A0086,1770931980000,3
A0086,1771477751000,18
A0086,1772150026000,1
A0086,1772703493000,7
A0086,1773294106000,32
A0086,1773927117000,34
A0086,1774572044000,7
A0087,1767295427000,35
A0087,1767937694000,3
A0087,1768553446000,33
A0087,1769165638000,6
A0087,1769747172000,36
A0087,1770345234000,34
A0087,1770966673000,21
A0087,1771558979000,31
A0087,1772182376000,11
A0087,1772793501000,33
A0087,1773409368000,26
A0087,1773957906000,17
A0087,1774553559000,18
A0088,1767325115000,10
A0088,1767905634000,8
A0088,1768548817000,32
A0088,1769138379000,5
A0088,1769770356000,36
A0088,1770341282000,10
A0088,1770994517000,21
A0088,1771534390000,22
A0088,1772134832000,23
A0088,1772801138000,8
A0088,1773378415000,36
A0088,1774024774000,22
A0088,1774576252000,26
A0089,1767380340000,18
A0089,1767987319000,34
A0089,1768565133000,19
A0089,1769133163000,35
A0089,1769761176000,9
A0089,1770365761000,11
