date,pm25,temperature,humidity,wind_speed,pressure,precipitation
2022-10-12,5.5,6.2,80,11.5,1016.3,0.0
2022-10-13,7.4,9.2,87,21.3,1013.3,0.0
2022-10-14,10.2,9.2,90,11.5,1007.7,0.0
2022-10-15,11.0,11.0,94,20.5,1002.9,0.6
2022-10-16,6.2,11.0,89,24.1,1001.8,4.9
2022-10-17,4.7,10.1,78,24.4,1012.5,6.5
2022-10-18,5.0,7.4,90,15.6,1012.4,1.2
2022-10-19,3.4,4.7,77,15.6,1019.7,0.0
2022-10-20,5.9,4.2,88,11.0,1018.9,0.0
2022-10-21,9.0,5.4,91,9.6,1013.7,0.0
2022-10-22,11.1,7.6,91,10.4,1007.3,0.4
2022-10-23,7.6,5.0,89,11.4,1008.8,0.0
2022-10-24,3.9,8.1,90,19.7,1008.4,6.7
2022-10-25,6.7,10.6,98,13.6,1000.8,2.2
2022-10-26,5.1,8.8,92,15.4,1008.2,0.2
2022-10-27,6.9,10.4,92,20.8,1013.0,1.4
2022-10-28,7.1,12.1,92,16.1,1009.5,0.8
2022-10-29,4.4,11.5,81,25.6,1002.7,0.7
2022-10-30,5.7,4.7,79,10.7,1012.8,0.0
2022-10-31,8.1,8.3,97,14.5,1013.4,0.1
2022-11-01,7.0,8.7,95,12.6,1012.3,1.5
2022-11-02,9.2,9.5,97,12.2,1008.1,2.2
2022-11-03,7.4,7.8,96,13.7,1010.2,0.0
2022-11-04,5.8,8.0,89,19.7,1009.3,0.0
2022-11-05,5.2,7.7,91,17.8,1005.9,5.0
2022-11-06,5.2,7.4,96,19.0,1003.7,0.7
2022-11-07,6.0,8.7,91,19.7,998.6,5.3
2022-11-08,5.8,8.1,94,18.3,1000.1,2.3
2022-11-09,8.4,8.9,96,14.6,998.9,0.0
2022-11-10,6.0,8.4,91,20.0,1005.1,0.2
2022-11-11,5.6,13.7,79,28.7,1005.5,0.0
2022-11-12,5.8,11.6,81,29.7,1016.9,0.0
2022-11-13,8.2,4.3,96,9.0,1026.9,0.0
2022-11-14,8.7,6.4,97,8.4,1020.9,0.0
2022-11-15,3.9,5.3,85,19.0,1017.2,0.0
2022-11-16,3.7,3.4,83,11.3,1017.9,0.4
2022-11-17,3.9,1.8,82,14.8,1014.9,0.1
2022-11-18,3.0,1.5,81,16.2,1016.5,2.0
2022-11-19,3.0,0.4,77,24.0,1015.7,4.4
2022-11-20,4.2,0.0,89,19.2,1007.5,15.4
2022-11-21,7.4,-0.3,85,19.1,1004.5,6.9
2022-11-22,8.4,0.7,85,17.9,1008.1,0.0
2022-11-23,5.9,1.3,86,14.4,1010.5,0.0
2022-11-24,5.4,1.3,89,11.9,1013.4,0.0
2022-11-25,7.2,0.8,93,9.0,1018.8,0.6
2022-11-26,9.7,0.8,96,8.0,1023.9,1.1
2022-11-27,10.9,0.7,99,7.3,1024.4,0.0
2022-11-28,7.1,2.2,93,12.1,1024.2,0.2
2022-11-29,6.8,2.5,91,12.6,1026.2,2.8
2022-11-30,13.2,0.5,97,8.9,1029.6,0.0
2022-12-01,10.3,1.3,99,9.8,1032.0,3.6
2022-12-02,9.1,1.0,96,14.7,1031.8,3.0
2022-12-03,8.0,-1.4,79,13.0,1031.2,0.0
2022-12-04,8.1,-2.0,89,10.5,1030.5,0.0
2022-12-05,13.0,-2.6,93,7.6,1024.5,0.0
2022-12-06,9.1,-4.4,93,9.5,1009.3,0.0
2022-12-07,6.7,-5.9,93,11.3,1002.7,0.0
2022-12-08,8.3,-7.1,92,11.2,999.7,0.0
2022-12-09,10.7,-5.1,90,8.1,1003.6,1.4
2022-12-10,6.4,-4.1,87,11.8,1006.9,0.0
2022-12-11,6.5,-5.3,89,14.3,1010.4,0.3
2022-12-12,4.1,-3.7,83,24.5,1006.4,1.0
2022-12-13,3.8,-8.5,80,25.2,998.3,2.4
2022-12-14,9.5,-8.9,89,11.6,995.7,2.0
2022-12-15,12.8,-11.0,92,8.4,1001.6,0.0
2022-12-16,13.6,-10.9,92,7.1,1011.7,0.0
2022-12-17,9.1,-4.8,91,18.0,1017.1,0.1
2022-12-18,8.9,0.0,89,21.6,1016.9,0.0
2022-12-19,11.3,0.2,95,14.4,1015.3,1.2
2022-12-20,9.3,2.2,98,13.4,1001.2,3.3
2022-12-21,7.3,3.7,97,18.9,996.7,0.4
2022-12-22,7.3,2.4,98,15.3,992.7,0.1
2022-12-23,5.3,-2.4,94,16.9,994.6,2.7
2022-12-24,8.7,-6.5,90,10.5,1007.8,0.0
2022-12-25,8.8,-3.7,93,18.5,1014.3,0.8
2022-12-26,6.1,1.7,97,18.3,1004.4,4.0
2022-12-27,4.5,0.2,87,20.5,996.6,2.0
2022-12-28,6.4,-1.9,87,17.1,1002.4,0.4
2022-12-29,4.6,3.4,99,18.1,991.9,4.5
2022-12-30,4.9,3.7,93,21.6,994.3,0.0
2022-12-31,4.4,5.2,82,27.1,989.6,1.8
2023-01-01,6.8,-1.8,92,13.3,1001.9,0.0
2023-01-02,6.3,1.5,97,15.3,1006.0,7.8
2023-01-03,3.6,-3.1,85,17.3,1011.7,0.3
2023-01-04,4.5,-3.0,88,23.7,1010.2,4.1
2023-01-05,2.9,-2.8,75,25.4,1011.3,2.0
2023-01-06,2.9,-3.9,75,24.4,1018.7,2.2
2023-01-07,5.1,-0.3,91,19.2,1011.8,3.4
2023-01-08,9.5,2.4,99,20.0,1002.1,11.0
2023-01-09,14.0,2.7,100,15.1,997.7,2.8
2023-01-10,7.4,2.4,99,15.3,1002.4,3.1
2023-01-11,4.6,4.0,96,31.8,998.1,5.3
2023-01-12,6.0,3.4,94,18.1,993.2,0.6
2023-01-13,5.7,3.4,97,15.9,991.0,2.1
2023-01-14,4.5,3.3,98,16.1,992.3,1.6
2023-01-15,3.6,3.2,89,23.5,979.4,11.9
2023-01-16,3.7,1.7,89,23.4,982.6,1.3
2023-01-17,6.1,1.8,96,20.6,985.3,5.9
2023-01-18,3.9,0.9,90,18.4,988.6,0.0
2023-01-19,8.4,-1.3,93,11.5,998.7,0.0
2023-01-20,11.2,-1.2,94,10.4,1013.0,1.5
2023-01-21,13.6,-3.5,96,7.8,1031.4,0.0
2023-01-22,10.5,-4.5,92,10.9,1035.9,0.0
2023-01-23,5.2,-4.2,84,18.0,1033.9,0.0
2023-01-24,6.5,1.7,89,18.9,1026.2,0.0
2023-01-25,6.4,4.8,92,23.6,1014.3,0.0
2023-01-26,4.5,1.0,89,14.8,1017.1,0.4
2023-01-27,6.3,-3.3,90,13.0,1023.9,0.0
2023-01-28,4.3,-0.5,88,19.1,1012.4,0.0
2023-01-29,5.4,1.7,90,27.7,997.4,0.1
2023-01-30,2.8,3.3,65,26.1,978.4,0.2
2023-01-31,4.7,-1.3,72,20.9,991.3,0.0
2023-02-01,10.2,-2.0,87,14.4,990.4,0.9
2023-02-02,4.2,-3.8,78,14.8,1007.1,0.0
2023-02-03,5.9,-4.8,83,17.7,1012.8,0.1
2023-02-04,4.2,-5.0,78,19.1,1031.5,0.0
2023-02-05,4.6,-3.8,75,16.3,1029.3,1.2
2023-02-06,7.1,-2.8,84,13.6,1032.3,0.0
2023-02-07,8.3,1.7,93,16.4,1029.1,0.0
2023-02-08,10.3,2.8,89,22.4,1027.2,0.0
2023-02-09,12.8,1.5,63,29.2,1010.6,1.6
2023-02-10,2.9,0.5,54,29.9,1008.1,3.7
2023-02-11,3.8,-1.0,87,17.7,1011.2,0.6
2023-02-12,5.1,-0.2,88,15.9,1021.0,0.0
2023-02-13,4.8,2.7,82,17.1,1021.5,0.0
2023-02-14,7.9,1.4,89,12.4,1027.2,0.0
2023-02-15,12.0,1.6,92,13.7,1020.4,0.0
2023-02-16,16.1,2.4,91,15.2,1009.4,0.0
2023-02-17,9.2,3.2,97,20.3,992.2,9.1
2023-02-18,2.6,1.9,75,29.5,988.4,2.0
2023-02-19,2.1,-1.0,55,22.3,1000.6,0.0
2023-02-20,3.0,-0.9,82,23.8,987.4,7.2
2023-02-21,6.6,-1.4,79,17.7,1002.6,1.6
2023-02-22,7.8,-2.3,71,11.5,1017.1,0.0
2023-02-23,6.5,-0.9,87,14.8,1006.3,4.9
2023-02-24,5.9,-1.6,89,10.8,993.9,0.0
2023-02-25,2.4,-2.0,82,27.7,1000.6,2.1
2023-02-26,4.2,-2.8,85,19.9,1015.0,0.0
2023-02-27,5.7,0.6,88,11.9,1022.4,0.0
2023-02-28,3.9,2.0,86,12.9,1022.7,0.0
2023-03-01,4.0,1.7,81,12.8,1021.8,0.0
2023-03-02,3.6,3.0,65,18.0,1015.4,0.0
2023-03-03,2.8,2.6,60,24.1,1005.1,0.7
2023-03-04,2.9,-1.2,49,28.2,1000.9,0.0
2023-03-05,3.3,-2.5,68,14.5,996.9,1.2
2023-03-06,4.6,-4.1,73,16.1,994.8,0.6
2023-03-07,6.4,-3.9,78,23.0,986.9,6.9
2023-03-08,3.7,-3.3,85,26.1,983.6,12.3
2023-03-09,7.2,-6.5,81,17.2,994.2,0.5
2023-03-10,9.5,-5.0,86,13.1,995.6,1.3
2023-03-11,8.4,-6.5,80,12.6,992.9,0.0
2023-03-12,4.6,-5.5,73,16.1,995.3,0.1
2023-03-13,4.5,-0.9,87,29.0,984.7,8.2
2023-03-14,5.4,3.0,89,25.2,976.3,3.0
2023-03-15,4.5,-1.6,74,19.8,996.7,0.0
2023-03-16,6.4,-2.6,72,12.1,1014.8,0.0
2023-03-17,7.1,1.5,75,24.2,1013.8,0.2
2023-03-18,14.1,3.1,94,18.1,1006.7,5.1
2023-03-19,14.0,3.7,98,13.2,1011.1,0.5
2023-03-20,9.9,3.5,97,14.4,1004.8,2.3
2023-03-21,4.3,1.5,85,11.8,1007.7,0.4
2023-03-22,6.6,5.9,93,23.5,994.9,3.4
2023-03-23,5.8,6.9,79,21.4,990.3,1.4
2023-03-24,5.6,6.1,91,27.2,986.2,7.3
2023-03-25,2.5,-0.1,88,20.4,990.5,4.2
2023-03-26,2.7,-1.3,75,15.5,996.5,1.7
2023-03-27,2.4,-3.4,81,24.8,999.5,9.0
2023-03-28,3.2,-3.9,77,26.9,1009.0,2.2
2023-03-29,5.7,-7.5,82,13.8,1012.0,3.0
2023-03-30,3.8,-3.3,82,12.6,1007.3,0.0
2023-03-31,3.5,-2.2,77,17.9,1002.7,0.2
2023-04-01,3.4,-2.2,75,20.1,1010.3,0.0
2023-04-02,3.6,-2.7,75,17.1,1026.0,0.0
2023-04-03,5.1,-3.0,77,11.8,1030.7,0.0
2023-04-04,5.7,-3.5,77,12.2,1024.4,0.0
2023-04-05,4.0,-2.1,86,17.9,1021.3,1.9
2023-04-06,6.8,0.5,86,10.1,1023.3,0.0
2023-04-07,6.8,2.0,87,10.4,1025.1,0.0
2023-04-08,4.9,3.9,67,11.5,1027.6,0.0
2023-04-09,6.0,4.3,64,8.9,1026.7,0.0
2023-04-10,6.6,3.3,73,12.1,1023.0,0.0
2023-04-11,13.1,5.6,78,17.7,1009.1,0.0
2023-04-12,12.8,8.1,78,16.7,1007.0,0.0
2023-04-13,9.5,6.4,83,21.3,1009.0,2.4
2023-04-14,6.9,4.6,82,17.8,1016.0,1.0
2023-04-15,6.0,5.1,69,16.4,1020.6,0.0
2023-04-16,8.1,4.9,62,12.3,1022.8,0.0
2023-04-17,8.5,5.6,57,12.2,1028.4,0.0
2023-04-18,3.4,6.7,58,20.3,1033.2,0.0
2023-04-19,4.3,6.7,61,15.8,1032.4,0.0
2023-04-20,6.5,8.2,54,9.7,1027.9,0.0
2023-04-21,7.2,9.6,62,11.2,1019.6,0.0
2023-04-22,6.5,11.0,57,16.4,1009.5,0.0
2023-04-23,9.8,10.0,69,16.2,1001.0,0.7
2023-04-24,5.1,5.3,86,16.5,1001.7,1.6
2023-04-25,6.7,6.0,91,15.1,997.0,5.5
2023-04-26,4.6,6.2,70,17.2,998.7,0.5
2023-04-27,4.0,4.3,71,15.0,1005.1,1.1
2023-04-28,4.1,4.1,77,14.3,1010.7,0.3
2023-04-29,5.6,5.1,77,23.5,1006.6,2.0
2023-04-30,2.9,5.8,55,24.0,1008.8,0.2
2023-05-01,5.0,5.7,82,17.3,1007.4,10.4
2023-05-02,3.7,6.2,70,20.1,1008.2,2.3
2023-05-03,3.9,5.3,71,15.9,1019.4,0.2
2023-05-04,5.3,2.8,64,12.4,1026.4,0.3
2023-05-05,5.8,2.6,63,12.8,1029.1,0.0
2023-05-06,5.1,3.2,63,12.1,1028.3,0.0
2023-05-07,5.6,5.7,63,13.4,1027.2,0.0
2023-05-08,6.3,9.0,53,17.1,1025.4,0.0
2023-05-09,7.6,11.2,54,20.9,1019.7,0.0
2023-05-10,9.0,11.7,52,19.8,1017.7,0.0
2023-05-11,8.6,12.6,48,19.2,1020.1,0.0
2023-05-12,9.9,13.8,46,13.6,1022.9,0.0
2023-05-13,10.2,13.5,51,13.6,1023.3,0.0
2023-05-14,10.4,15.2,50,16.5,1019.5,0.0
2023-05-15,10.2,14.9,54,16.3,1012.3,0.1
2023-05-16,8.4,11.9,86,11.7,1002.0,6.8
2023-05-17,4.6,7.9,92,15.9,1005.7,13.5
2023-05-18,3.5,9.3,57,13.1,1022.2,0.0
2023-05-19,4.5,11.5,61,14.4,1027.3,0.0
2023-05-20,4.7,11.8,60,11.0,1028.3,0.0
2023-05-21,6.0,14.2,63,10.0,1024.4,0.0
2023-05-22,7.4,15.5,58,12.3,1018.9,0.0
2023-05-23,6.7,15.4,57,16.1,1011.8,0.2
2023-05-24,10.1,16.6,55,17.6,1012.7,0.0
2023-05-25,5.3,15.1,56,14.8,1013.0,1.6
2023-05-26,4.1,12.3,46,21.4,1016.6,0.1
2023-05-27,5.0,12.6,52,18.3,1019.5,0.0
2023-05-28,5.1,14.0,55,21.8,1011.5,1.0
2023-05-29,3.5,12.7,47,17.8,1015.6,0.0
2023-05-30,4.5,13.6,46,15.5,1019.1,0.0
2023-05-31,3.9,15.4,51,17.5,1012.1,0.0
2023-06-01,4.0,11.2,48,16.4,1013.2,0.0
2023-06-02,2.6,9.9,49,17.4,1017.6,0.1
2023-06-03,4.2,13.3,57,12.4,1015.9,1.7
2023-06-04,3.1,12.1,61,15.5,1017.0,0.5
2023-06-05,5.8,16.1,54,19.8,1016.0,0.0
2023-06-06,6.4,15.9,56,18.4,1015.4,0.0
2023-06-07,4.0,13.9,58,14.2,1018.2,0.0
2023-06-08,4.3,13.9,57,17.9,1016.4,0.0
2023-06-09,2.5,12.2,51,15.6,1023.3,0.0
2023-06-10,3.2,13.1,56,12.3,1026.5,0.0
2023-06-11,4.6,14.1,56,13.8,1026.3,0.0
2023-06-12,5.2,15.9,50,14.3,1022.9,0.0
2023-06-13,5.5,18.1,45,15.5,1018.5,0.0
2023-06-14,7.5,19.1,47,11.9,1018.4,0.0
2023-06-15,8.3,19.1,56,14.9,1017.0,0.0
2023-06-16,8.5,19.3,52,14.8,1013.6,0.0
2023-06-17,9.0,19.7,50,18.8,1012.1,0.2
2023-06-18,10.5,16.6,91,14.5,1012.5,12.8
2023-06-19,7.6,17.6,83,11.6,1013.4,2.4
2023-06-20,8.6,19.6,75,9.7,1013.5,16.7
2023-06-21,8.3,20.2,70,13.7,1011.2,0.9
2023-06-22,5.0,21.5,61,22.0,1007.7,0.0
2023-06-23,4.8,20.2,61,14.4,1009.6,0.2
2023-06-24,4.4,19.4,57,13.0,1014.6,0.0
2023-06-25,5.0,19.7,58,13.8,1014.2,0.0
2023-06-26,4.9,18.9,67,12.2,1010.1,0.0
2023-06-27,5.8,19.1,71,15.9,1005.2,0.3
2023-06-28,8.2,21.0,62,8.2,1007.5,0.2
2023-06-29,7.5,21.2,71,13.1,1005.1,6.1
2023-06-30,5.7,20.3,74,19.2,1000.1,1.1
2023-07-01,5.4,19.2,59,21.2,993.5,0.0
2023-07-02,4.2,15.5,89,17.9,987.4,17.8
2023-07-03,3.4,13.7,86,23.9,988.5,14.2
2023-07-04,3.6,15.4,65,23.9,995.6,1.0
2023-07-05,3.8,17.1,70,18.2,1004.8,0.5
2023-07-06,4.2,16.8,76,20.9,1006.6,5.8
2023-07-07,3.4,15.9,81,18.5,1011.5,6.8
2023-07-08,4.4,18.5,76,12.7,1016.1,0.6
2023-07-09,4.5,18.2,75,10.1,1018.4,0.3
2023-07-10,4.6,18.0,65,13.7,1017.1,0.0
2023-07-11,5.0,17.6,68,15.5,1013.2,0.0
2023-07-12,5.7,17.8,72,20.9,1006.2,5.5
2023-07-13,4.1,17.7,70,18.4,1003.3,0.2
2023-07-14,3.6,18.4,65,14.9,1006.5,0.2
2023-07-15,3.4,18.6,63,16.1,1009.8,0.0
2023-07-16,5.4,18.6,76,21.6,1004.3,11.1
2023-07-17,4.1,17.3,73,22.2,1004.1,4.9
2023-07-18,2.4,16.8,66,23.8,1002.1,0.3
2023-07-19,3.1,16.1,70,15.6,999.9,1.7
2023-07-20,2.8,15.5,75,14.2,998.3,1.9
2023-07-21,2.8,16.2,73,17.0,999.8,0.7
2023-07-22,2.8,15.6,73,16.2,1002.1,4.8
2023-07-23,2.6,15.6,72,12.4,1001.6,0.5
2023-07-24,3.9,16.7,76,17.6,997.4,5.1
2023-07-25,5.4,16.2,90,10.5,992.4,23.3
2023-07-26,3.3,16.7,68,14.0,997.2,0.0
2023-07-27,3.3,15.8,71,17.0,999.8,0.1
2023-07-28,3.6,15.1,82,9.8,998.5,5.4
2023-07-29,3.8,18.0,71,16.5,999.0,0.0
2023-07-30,5.1,16.9,85,15.5,999.2,10.0
2023-07-31,5.6,14.8,95,10.7,998.7,11.2
2023-08-01,4.3,16.2,85,15.3,993.4,9.7
2023-08-02,3.9,16.9,85,20.9,989.7,4.5
2023-08-03,5.0,15.9,94,21.2,990.9,10.7
2023-08-04,4.1,16.4,90,16.7,996.5,12.9
2023-08-05,4.7,16.9,81,13.3,1007.1,2.2
2023-08-06,5.3,16.5,92,23.2,1004.8,13.2
2023-08-07,12.0,19.5,91,18.5,991.3,3.4
2023-08-08,3.2,15.6,82,31.2,986.5,4.3
2023-08-09,3.1,13.9,74,25.2,1002.3,5.6
2023-08-10,3.1,12.9,95,14.8,1007.6,8.5
2023-08-11,3.7,14.1,85,13.9,1013.9,4.0
2023-08-12,5.2,16.5,78,17.6,1014.1,0.0
2023-08-13,5.1,17.3,83,21.2,1008.8,3.7
2023-08-14,6.3,18.3,77,16.9,1013.1,0.3
2023-08-15,8.8,18.4,84,16.6,1013.2,4.7
2023-08-16,6.4,18.9,80,16.5,1013.3,0.1
2023-08-17,4.3,17.5,81,11.3,1020.9,0.2
2023-08-18,3.8,16.6,86,18.4,1024.0,0.4
2023-08-19,3.7,16.8,86,16.4,1021.6,0.0
2023-08-20,5.0,16.3,91,13.7,1017.7,1.6
2023-08-21,5.5,17.7,81,14.2,1012.0,0.5
2023-08-22,4.4,16.7,83,19.3,1008.9,0.7
2023-08-23,5.5,17.0,82,12.7,1009.4,0.7
2023-08-24,4.8,16.8,83,13.0,1008.5,1.1
2023-08-25,6.1,15.1,94,10.0,1007.8,4.7
2023-08-26,5.8,16.4,92,21.7,1005.2,2.1
2023-08-27,4.5,16.5,81,14.3,1004.5,0.1
2023-08-28,5.1,14.2,97,10.9,1002.6,11.3
2023-08-29,4.8,15.5,82,11.3,1005.1,0.0
2023-08-30,4.4,14.9,88,9.8,1002.7,3.1
2023-08-31,4.3,15.4,82,13.2,1001.4,0.1
2023-09-01,5.1,13.8,96,8.0,1002.9,14.6
2023-09-02,4.0,13.4,91,17.3,1007.9,1.5
2023-09-03,3.5,14.2,80,14.4,1014.8,0.0
2023-09-04,4.4,17.8,78,16.6,1016.1,0.0
2023-09-05,4.2,17.7,79,21.3,1013.1,0.3
2023-09-06,4.5,14.6,75,9.4,1023.3,0.0
2023-09-07,4.4,16.1,82,15.3,1023.5,0.0
2023-09-08,8.7,18.0,86,12.4,1018.2,0.0
2023-09-09,11.5,17.8,87,12.2,1015.6,0.0
2023-09-10,15.5,18.8,84,13.0,1011.1,0.0
2023-09-11,12.0,17.0,91,12.0,1009.2,0.0
2023-09-12,11.2,18.2,89,16.1,1005.7,0.2
2023-09-13,3.9,14.0,92,12.9,1009.9,5.3
2023-09-14,3.1,11.6,77,12.3,1017.3,0.0
2023-09-15,4.0,14.1,79,14.5,1019.4,0.0
2023-09-16,5.0,15.0,82,18.8,1016.7,0.3
2023-09-17,3.6,12.4,79,15.0,1017.1,0.1
2023-09-18,3.8,13.0,79,19.4,1013.0,0.0
2023-09-19,7.6,15.7,82,31.8,993.0,7.3
2023-09-20,3.7,15.7,83,25.5,995.6,0.3
2023-09-21,8.6,17.6,82,17.9,1001.4,0.0
2023-09-22,10.9,17.4,86,23.5,997.5,1.4
2023-09-23,4.4,14.4,86,13.0,1002.5,0.0
2023-09-24,3.4,13.0,78,20.2,1014.2,0.0
2023-09-25,4.5,13.5,79,21.3,1021.2,0.0
2023-09-26,8.6,14.4,84,15.2,1021.1,0.1
2023-09-27,11.8,15.6,90,16.3,1016.7,0.6
2023-09-28,16.3,14.5,95,14.5,1013.8,0.0
2023-09-29,9.6,14.9,91,16.3,1007.6,7.9
2023-09-30,3.3,13.6,80,26.8,1003.8,1.1
2023-10-01,3.1,12.5,82,16.4,1009.9,0.0
2023-10-02,4.5,12.1,91,16.0,1008.9,2.9
2023-10-03,4.8,11.0,94,15.7,999.2,15.8
2023-10-04,3.1,11.4,81,22.7,999.1,0.6
2023-10-05,3.6,8.0,80,20.3,1006.2,1.1
2023-10-06,3.8,8.8,90,26.6,1000.4,3.4
2023-10-07,2.1,7.3,59,31.3,998.0,0.1
2023-10-08,2.4,6.0,60,26.8,1012.1,0.0
2023-10-09,3.7,5.5,76,13.3,1011.5,0.0
2023-10-10,5.0,6.5,81,22.8,1007.1,2.3
2023-10-11,6.6,12.6,77,28.2,986.8,0.4
2023-10-12,2.5,10.3,63,29.3,990.4,0.0
2023-10-13,4.3,8.4,85,26.6,995.2,7.1
2023-10-14,3.2,9.7,79,30.9,979.6,2.4
2023-10-15,2.5,7.8,62,20.0,991.7,0.0
2023-10-16,2.8,5.0,67,19.5,1005.5,0.0
2023-10-17,3.3,6.7,85,15.1,1005.1,1.5
2023-10-18,3.7,4.7,83,15.9,1011.0,0.0
2023-10-19,3.4,1.6,83,18.4,1013.3,1.7
2023-10-20,2.8,3.5,82,27.2,1014.1,10.8
2023-10-21,2.9,4.6,81,30.0,1010.8,6.1
2023-10-22,3.8,5.6,93,11.8,1006.6,0.3
2023-10-23,5.8,4.9,90,8.8,1009.0,0.9
2023-10-24,4.6,3.5,83,14.1,1014.4,0.0
2023-10-25,3.2,3.9,77,20.8,1010.8,0.2
2023-10-26,3.6,3.7,84,14.6,1003.5,0.3
2023-10-27,4.7,2.9,91,13.1,999.5,1.1
2023-10-28,4.7,1.6,79,14.6,1002.9,0.1
2023-10-29,4.8,1.0,82,15.9,1003.2,0.2
2023-10-30,3.5,3.4,88,19.8,996.5,6.1
2023-10-31,5.3,6.1,100,19.3,991.3,12.0
2023-11-01,2.8,1.7,92,18.2,996.8,5.1
2023-11-02,4.9,2.8,91,20.9,998.7,0.9
2023-11-03,7.5,7.7,97,23.2,988.8,15.3
2023-11-04,5.7,7.6,99,16.1,979.7,13.2
2023-11-05,7.9,6.6,97,13.7,983.2,1.2
2023-11-06,10.9,6.7,98,10.9,987.3,0.6
2023-11-07,7.7,5.3,99,11.7,996.2,1.2
2023-11-08,7.8,3.8,100,11.2,999.1,4.9
