account_id,f1,f2,f3,f4
A0102,-1.6102,2.6711,2.6304,-4.4221
A0103,-0.4707,2.5778,1.5228,-5.5461
A0104,-1.9946,2.9728,1.8568,-4.6046
A0105,-0.7145,2.4359,1.6673,-1.1155
A0106,-0.7947,2.5615,0.0303,-6.6485
A0107,-0.5263,1.1817,-0.4425,-10.4399
A0108,-0.5895,3.8064,0.4901,-3.9809
A0109,-2.6774,2.0369,0.8123,-3.1604
A0110,-2.0816,1.5043,0.6922,-5.8913
A0111,0.291,2.7413,1.0299,-3.6845
A0112,-0.1762,4.7167,1.1429,-3.0465
A0113,-1.6014,2.3464,2.8726,-4.6169
A0114,-0.7673,4.2337,0.4385,-4.8872
A0115,-1.9094,2.7527,0.3973,-6.452
A0116,-1.8961,3.2122,0.3815,-7.3696
A0117,0.9699,2.809,2.4887,-4.5508
A0118,-1.1772,3.3691,0.3128,-3.1445
A0119,-2.0756,3.0593,1.3448,-3.0769
