account_id,f1,f2,f3,f4
A0089,3.4291,-4.2193,-2.5074,-2.9654
A0090,1.5605,-2.4285,-4.7156,0.4104
A0091,7.6814,-1.4992,-6.6567,-1.5861
A0092,4.9271,-2.4631,-3.8762,-5.4827
A0093,1.5684,-3.6611,-1.7736,-3.2047
A0094,7.1563,-2.2748,-0.6225,-4.2782
A0095,9.8017,-4.2703,-5.0477,-4.5191
A0096,3.3501,-4.4077,1.3723,-3.278
A0097,8.7709,-5.8886,-7.6924,-2.1911
A0098,4.9473,-5.5351,-5.4926,-6.898
A0099,3.2595,-5.9975,-1.2018,-1.3627
A0100,8.9753,-3.6726,-2.2473,-2.1162
A0101,4.8998,-5.2207,-1.7784,-3.0829
A0102,2.4014,-3.6392,0.3434,0.652
A0103,2.243,-3.6755,-1.1003,-1.0314
A0104,6.6539,-5.8783,-2.5686,-0.5373
A0105,5.1249,-4.5094,-0.3916,-3.4326
A0106,7.2604,-5.5477,-2.7928,-2.0795
A0107,5.0996,-3.2333,-4.8931,2.3324
A0108,4.5032,-4.6527,-5.0942,-0.9973
A0109,8.3452,-5.5663,-2.3618,-0.305
A0110,8.5456,-4.4054,-1.2705,-0.8887
A0111,8.1532,-4.7464,-1.102,-0.6966
A0112,4.6932,-3.3512,-2.6735,-6.911
A0113,2.9143,-4.6176,-3.3129,-4.1477
A0114,7.1231,-3.33,-1.6495,-2.8539
A0115,2.6377,-4.3595,-7.4636,-4.792
A0116,1.7097,-4.2618,-4.1494,-3.5142
A0117,3.1923,-3.0065,-5.6637,-5.539
A0118,4.1179,-4.4762,-5.4795,-4.2037
A0119,-0.2228,-6.2968,-2.1132,-3.719
