item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0034,0.9613,0.7158,-0.0843,0.0409,-1.6443,0.8035,-0.5769,0.1787
I0035,-0.9988,-0.4528,-0.9497,0.1618,-0.3573,2.9783,1.6341,0.3271
I0036,0.4962,0.3716,0.6146,-0.548,-0.5378,0.116,0.3835,0.4411
I0037,-0.2275,0.1747,-1.844,0.5952,-0.0867,-0.3242,-0.3159,0.1585
I0038,-0.5095,0.7051,0.4269,-0.0725,0.734,-1.6413,-1.0128,1.1032
I0039,-0.6695,0.0829,0.5581,1.1115,1.0889,0.852,0.1286,-0.7429
I0040,-0.3243,1.4618,1.7046,1.4894,0.9102,1.3799,0.2128,1.2873
I0041,-0.9818,0.646,0.3513,0.9335,2.3058,-0.8972,0.216,0.4793
I0042,-0.5631,-1.0433,-0.6947,-1.4171,1.545,-1.5412,-0.7139,1.7341
I0043,1.2367,0.7323,-1.9765,-1.1627,1.2409,0.6376,-0.9317,-0.866
I0044,0.3067,-0.4437,0.4511,-1.0235,0.8613,0.0688,-1.4085,1.7911
I0045,-0.5876,0.2821,0.5034,-1.5655,-0.3213,-0.3709,1.2171,0.3252
I0046,0.7769,-0.6957,1.6161,0.7225,-0.0105,-0.6461,-0.0807,0.962
I0047,-0.5289,0.0725,-0.8992,0.5762,2.0805,-0.1912,-0.4654,-0.4135
I0048,-1.7177,-0.3253,0.9488,1.197,-1.7701,-0.1306,0.8914,-1.6976
I0049,0.9156,-1.0722,0.2107,0.7781,0.378,-2.3807,0.6952,0.6581
I0050,0.1424,0.3913,1.5224,1.171,-1.3005,-1.2989,0.2789,0.32
I0051,-0.9988,-0.4528,-0.9497,0.1618,-0.3573,2.9783,1.6341,0.3271
I0052,1.3009,0.4033,1.3586,-0.7874,1.8022,0.0674,-0.2312,-1.2673
I0053,-0.5631,-1.0433,-0.6947,-1.4171,1.545,-1.5412,-0.7139,1.7341
I0054,0.2351,-1.1348,0.4666,-0.7408,0.2122,0.7018,1.4814,1.6544
I0055,1.0391,-1.5089,0.7439,-1.5396,2.528,0.2066,0.4183,1.0574
I0056,-0.4158,-1.2829,-0.8941,-1.0506,-0.8262,0.4433,0.2193,-0.7261
I0057,0.5437,0.8505,0.448,0.4187,1.3688,-0.2057,1.9705,0.93
I0058,1.3184,-0.0478,-0.5895,0.3126,-0.3207,-0.4394,-0.3326,0.9962
I0059,1.7528,0.287,1.3325,1.1936,-2.5944,1.7225,0.2151,1.7835
