account_id,event_time,amount,balance,credit_score,tier,sessions_7d,health_score,churned,source
A0012,1770786352000,17.5,7275.84,\N,\N,\N,\N,\N,transactions
A0012,1773647960000,133.21,7310.47,\N,\N,\N,\N,\N,transactions
A0013,1768982036000,75.23,6030.68,\N,\N,\N,\N,\N,transactions
A0013,1769342105000,102.12,5900.81,\N,\N,\N,\N,\N,transactions
A0013,1769553295000,22.96,5313.04,\N,\N,\N,\N,\N,transactions
A0013,1770154005000,9.42,5769.58,\N,\N,\N,\N,\N,transactions
A0013,1771002904000,127.38,6151.29,\N,\N,\N,\N,\N,transactions
A0013,1772916364000,173.69,6922.83,\N,\N,\N,\N,\N,transactions
A0014,1767256198000,23.67,2148.67,\N,\N,\N,\N,\N,transactions
A0014,1767539568000,9.16,2337.81,\N,\N,\N,\N,\N,transactions
A0014,1767591071000,96.46,2064.06,\N,\N,\N,\N,\N,transactions
A0014,1773817082000,72.17,2533.23,\N,\N,\N,\N,\N,transactions
A0015,1768915996000,18.93,4929.61,\N,\N,\N,\N,\N,transactions
A0015,1770170081000,225.52,4348.89,\N,\N,\N,\N,\N,transactions
A0015,1770239391000,71.37,4417.59,\N,\N,\N,\N,\N,transactions
A0015,1772032678000,27.13,3897.44,\N,\N,\N,\N,\N,transactions
A0015,1774240319000,106.55,3570.36,\N,\N,\N,\N,\N,transactions
A0016,1767260875000,28.67,4364.28,\N,\N,\N,\N,\N,transactions
A0016,1767260875000,28.67,4364.28,\N,\N,\N,\N,\N,transactions
A0016,1767623942000,47.81,3370.43,\N,\N,\N,\N,\N,transactions
A0016,1767822989000,26.94,2753.49,\N,\N,\N,\N,\N,transactions
A0016,1769437595000,42.28,2355.59,\N,\N,\N,\N,\N,transactions
A0016,1773839639000,9.3,2279.21,\N,\N,\N,\N,\N,transactions
A0016,1774214830000,40.96,2410.45,\N,\N,\N,\N,\N,transactions
A0017,1767249126000,33.83,5633.3,\N,\N,\N,\N,\N,transactions
A0017,1767789502000,86.64,5327.62,\N,\N,\N,\N,\N,transactions
A0017,1768936139000,28.29,5831.29,\N,\N,\N,\N,\N,transactions
A0017,1771350038000,54.94,6146.77,\N,\N,\N,\N,\N,transactions
A0017,1771596356000,27.1,6038.08,\N,\N,\N,\N,\N,transactions
A0017,1771974514000,33.63,5444.14,\N,\N,\N,\N,\N,transactions
A0017,1773693686000,56.71,5350.42,\N,\N,\N,\N,\N,transactions
A0017,1774891688000,19.37,5664.72,\N,\N,\N,\N,\N,transactions
A0018,1768428912000,110.86,742.66,\N,\N,\N,\N,\N,transactions
A0018,1768428912000,110.86,742.66,\N,\N,\N,\N,\N,transactions
A0018,1769013668000,87.75,1104.54,\N,\N,\N,\N,\N,transactions
A0018,1770380689000,41.11,1184.73,\N,\N,\N,\N,\N,transactions
A0018,1773030081000,44.8,1534.77,\N,\N,\N,\N,\N,transactions
A0018,1774613692000,116.75,1762.46,\N,\N,\N,\N,\N,transactions
A0019,1767270244000,21.05,6742.4,\N,\N,\N,\N,\N,transactions
A0019,1769047578000,15.69,6477.77,\N,\N,\N,\N,\N,transactions
A0019,1770600300000,61.36,6377.91,\N,\N,\N,\N,\N,transactions
A0019,1771427079000,8.22,6456.8,\N,\N,\N,\N,\N,transactions
A0019,1772542505000,28.51,7117.28,\N,\N,\N,\N,\N,transactions
A0019,1772542505000,28.51,7117.28,\N,\N,\N,\N,\N,transactions
A0019,1772555990000,15.64,7267.41,\N,\N,\N,\N,\N,transactions
A0019,1772555990000,15.64,7267.41,\N,\N,\N,\N,\N,transactions
A0019,1773812924000,8.12,7680.01,\N,\N,\N,\N,\N,transactions
A0019,1774947615000,51.03,7783.36,\N,\N,\N,\N,\N,transactions
A0020,1767291887000,118.38,4245.46,\N,\N,\N,\N,\N,transactions
A0020,1768748689000,139.74,4612.71,\N,\N,\N,\N,\N,transactions
A0020,1769013213000,18.6,4505.97,\N,\N,\N,\N,\N,transactions
A0020,1769182055000,31.05,4087.2,\N,\N,\N,\N,\N,transactions
A0020,1769666020000,45.11,3814.68,\N,\N,\N,\N,\N,transactions
A0020,1771171119000,14.81,4881.72,\N,\N,\N,\N,\N,transactions
A0020,1774759035000,4.25,5356.7,\N,\N,\N,\N,\N,transactions
A0020,1774759035000,4.25,5356.7,\N,\N,\N,\N,\N,transactions
A0021,1767784530000,17.14,3814.65,\N,\N,\N,\N,\N,transactions
A0021,1770221170000,25.32,3978.28,\N,\N,\N,\N,\N,transactions
A0021,1770704865000,70.01,3803.53,\N,\N,\N,\N,\N,transactions
A0021,1771393986000,10.81,3467.06,\N,\N,\N,\N,\N,transactions
A0021,1774276752000,10.34,3598.23,\N,\N,\N,\N,\N,transactions
A0021,1774834059000,6.16,3476.62,\N,\N,\N,\N,\N,transactions
A0022,1767228542000,117.98,88.15,\N,\N,\N,\N,\N,transactions
A0022,1767870100000,11.54,-382.1,\N,\N,\N,\N,\N,transactions
A0022,1769536638000,61.98,89.86,\N,\N,\N,\N,\N,transactions
A0022,1770187063000,3.34,-746.63,\N,\N,\N,\N,\N,transactions
A0022,1770388175000,27.82,-1566.46,\N,\N,\N,\N,\N,transactions
A0022,1771769358000,183.38,-1416.34,\N,\N,\N,\N,\N,transactions
A0022,1773726563000,16.67,-1464.55,\N,\N,\N,\N,\N,transactions
A0022,1774333992000,64.33,-1549.58,\N,\N,\N,\N,\N,transactions
A0023,1767289258000,35.62,3805.55,\N,\N,\N,\N,\N,transactions
A0023,1767691008000,128.64,4163.35,\N,\N,\N,\N,\N,transactions
A0023,1768440225000,71.45,3816.88,\N,\N,\N,\N,\N,transactions
A0023,1768943099000,24.9,3769.84,\N,\N,\N,\N,\N,transactions
A0023,1772294323000,30.03,3704.16,\N,\N,\N,\N,\N,transactions
A0023,1772705651000,73.31,3105.09,\N,\N,\N,\N,\N,transactions
A0023,1774679895000,73.72,3384.71,\N,\N,\N,\N,\N,transactions
A0024,1767278107000,424.29,6064.07,\N,\N,\N,\N,\N,transactions
A0024,1768192022000,118.92,6005.52,\N,\N,\N,\N,\N,transactions
A0024,1769505100000,86.12,6610.58,\N,\N,\N,\N,\N,transactions
A0024,1770016625000,28.9,6028.76,\N,\N,\N,\N,\N,transactions
A0024,1773157717000,13.28,6016.11,\N,\N,\N,\N,\N,transactions
A0025,1767274831000,4.67,5434.84,\N,\N,\N,\N,\N,transactions
A0025,1767274831000,4.67,5434.84,\N,\N,\N,\N,\N,transactions
A0025,1769653242000,6.5,5898.23,\N,\N,\N,\N,\N,transactions
A0025,1771292432000,219.09,5867.78,\N,\N,\N,\N,\N,transactions
A0025,1771507651000,13.42,5888.17,\N,\N,\N,\N,\N,transactions
A0025,1771532602000,37.75,6613.05,\N,\N,\N,\N,\N,transactions
A0025,1772027333000,35.21,6350.49,\N,\N,\N,\N,\N,transactions
A0025,1772543309000,66.41,6264.46,\N,\N,\N,\N,\N,transactions
A0025,1774254715000,13.32,6071.91,\N,\N,\N,\N,\N,transactions
A0026,1767289237000,37.39,5591.1,\N,\N,\N,\N,\N,transactions
A0026,1770369566000,21.5,5567.62,\N,\N,\N,\N,\N,transactions
A0026,1771109604000,19.5,6072.97,\N,\N,\N,\N,\N,transactions
A0026,1773546207000,25.58,6456.55,\N,\N,\N,\N,\N,transactions
A0026,1774168471000,3.44,5843.46,\N,\N,\N,\N,\N,transactions
A0027,1767311054000,654.26,3637.41,\N,\N,\N,\N,\N,transactions
A0027,1768773337000,6.14,3630.57,\N,\N,\N,\N,\N,transactions
A0027,1769084624000,9.83,3829.27,\N,\N,\N,\N,\N,transactions
A0027,1771328598000,36.9,3845.79,\N,\N,\N,\N,\N,transactions
A0027,1773657562000,77.15,3804.86,\N,\N,\N,\N,\N,transactions
A0027,1774272184000,221.12,3862.25,\N,\N,\N,\N,\N,transactions
A0028,1767302007000,7.51,3524.64,\N,\N,\N,\N,\N,transactions
A0028,1770141046000,21.69,4086.2,\N,\N,\N,\N,\N,transactions
A0028,1772043098000,13.2,3983.59,\N,\N,\N,\N,\N,transactions
A0028,1772052195000,148.46,3266.81,\N,\N,\N,\N,\N,transactions
A0028,1772547057000,32.43,3664.37,\N,\N,\N,\N,\N,transactions
A0028,1774824639000,22.7,3676.85,\N,\N,\N,\N,\N,transactions
A0028,1774919805000,44.69,3626.25,\N,\N,\N,\N,\N,transactions
A0029,1767237213000,23.52,8785.89,\N,\N,\N,\N,\N,transactions
A0029,1769457887000,38.22,8795.73,\N,\N,\N,\N,\N,transactions
A0029,1771640029000,56.04,9097.97,\N,\N,\N,\N,\N,transactions
A0029,1771712806000,104.48,8620.83,\N,\N,\N,\N,\N,transactions
A0029,1774638398000,59.87,9027.54,\N,\N,\N,\N,\N,transactions
A0029,1774745085000,12.7,9333.72,\N,\N,\N,\N,\N,transactions
A0030,1767828956000,13.32,7774.09,\N,\N,\N,\N,\N,transactions
A0030,1767888441000,29.34,7910.02,\N,\N,\N,\N,\N,transactions
A0030,1769248470000,15.61,7719.2,\N,\N,\N,\N,\N,transactions
A0030,1773375638000,22.33,7354.2,\N,\N,\N,\N,\N,transactions
A0030,1773871325000,52.26,6970.68,\N,\N,\N,\N,\N,transactions
A0031,1767238589000,32.91,3227.2,\N,\N,\N,\N,\N,transactions
A0031,1767680222000,44.92,3387.87,\N,\N,\N,\N,\N,transactions
A0031,1768882975000,35.88,3383.5,\N,\N,\N,\N,\N,transactions
A0031,1769709626000,63.89,3880.55,\N,\N,\N,\N,\N,transactions
A0031,1769935151000,136.38,3218.23,\N,\N,\N,\N,\N,transactions
A0031,1772533612000,11.23,3207.18,\N,\N,\N,\N,\N,transactions
A0031,1773222010000,26.22,4268.99,\N,\N,\N,\N,\N,transactions
A0032,1767299507000,4.66,1820.07,\N,\N,\N,\N,\N,transactions
A0032,1767851143000,3.81,1561.51,\N,\N,\N,\N,\N,transactions
A0032,1768599915000,159.05,1924.56,\N,\N,\N,\N,\N,transactions
A0032,1769181849000,18.83,1735.11,\N,\N,\N,\N,\N,transactions
A0032,1772343541000,9.86,1888.75,\N,\N,\N,\N,\N,transactions
A0032,1772393682000,35.46,1542.35,\N,\N,\N,\N,\N,transactions
A0032,1773519706000,4.48,2293.52,\N,\N,\N,\N,\N,transactions
A0033,1767241329000,6.3,2937.43,\N,\N,\N,\N,\N,transactions
A0033,1768128121000,10.74,3439.45,\N,\N,\N,\N,\N,transactions
A0033,1768495621000,554.38,3130.98,\N,\N,\N,\N,\N,transactions
A0033,1770977363000,782.28,3051.28,\N,\N,\N,\N,\N,transactions
A0033,1772671685000,50.87,3002.61,\N,\N,\N,\N,\N,transactions
A0033,1774798698000,36.43,2684.72,\N,\N,\N,\N,\N,transactions
A0034,1767244736000,324.24,5454.31,\N,\N,\N,\N,\N,transactions
A0034,1770240319000,668.15,6020.43,\N,\N,\N,\N,\N,transactions
A0034,1770324503000,70.27,6185.73,\N,\N,\N,\N,\N,transactions
A0034,1770767942000,34.65,6322.19,\N,\N,\N,\N,\N,transactions
A0034,1771256124000,7.84,6623.58,\N,\N,\N,\N,\N,transactions
A0034,1771588235000,260.99,6407.16,\N,\N,\N,\N,\N,transactions
A0034,1772731833000,15.17,6509.56,\N,\N,\N,\N,\N,transactions
A0035,1767272110000,7.2,6993.64,\N,\N,\N,\N,\N,transactions
A0035,1768320171000,31.9,7140.77,\N,\N,\N,\N,\N,transactions
A0035,1770127458000,17.82,7422.94,\N,\N,\N,\N,\N,transactions
A0035,1770558537000,91.43,8046.8,\N,\N,\N,\N,\N,transactions
A0035,1773106116000,18.53,8554.46,\N,\N,\N,\N,\N,transactions
A0036,1767229504000,20.67,6331.03,\N,\N,\N,\N,\N,transactions
A0036,1767999925000,25.04,5990.39,\N,\N,\N,\N,\N,transactions
A0036,1768759351000,19.68,6064.38,\N,\N,\N,\N,\N,transactions
A0036,1770552546000,18.9,5804.3,\N,\N,\N,\N,\N,transactions
A0036,1770906455000,37.49,5486.17,\N,\N,\N,\N,\N,transactions
A0036,1772682639000,3.51,5334.17,\N,\N,\N,\N,\N,transactions
A0036,1773984926000,4.6,5941.43,\N,\N,\N,\N,\N,transactions
A0037,1767307373000,79.19,5528.36,\N,\N,\N,\N,\N,transactions
A0037,1767750650000,17.46,6283.08,\N,\N,\N,\N,\N,transactions
A0037,1770014950000,43.79,5747.42,\N,\N,\N,\N,\N,transactions
A0037,1772916016000,23.09,6443.33,\N,\N,\N,\N,\N,transactions
A0037,1773852662000,30.74,6255.63,\N,\N,\N,\N,\N,transactions
A0038,1767256429000,17.01,2673.35,\N,\N,\N,\N,\N,transactions
A0038,1767505698000,89.67,2663.08,\N,\N,\N,\N,\N,transactions
A0038,1769402232000,10.65,2413.46,\N,\N,\N,\N,\N,transactions
A0038,1770512760000,44.27,2221.33,\N,\N,\N,\N,\N,transactions
A0038,1770906575000,42.19,1950.21,\N,\N,\N,\N,\N,transactions
A0038,1772880606000,48.98,1748.97,\N,\N,\N,\N,\N,transactions
A0038,1773857855000,201.32,1598.69,\N,\N,\N,\N,\N,transactions
A0039,1767299297000,52.82,4600.71,\N,\N,\N,\N,\N,transactions
A0039,1768083411000,3.66,5168.53,\N,\N,\N,\N,\N,transactions
A0039,1772141518000,7.8,4764.83,\N,\N,\N,\N,\N,transactions
A0039,1772376885000,13.22,5490.55,\N,\N,\N,\N,\N,transactions
A0039,1773553927000,6.73,5670.23,\N,\N,\N,\N,\N,transactions
A0039,1774049171000,50.21,5933.03,\N,\N,\N,\N,\N,transactions
A0040,1767302398000,46.19,5475.0,\N,\N,\N,\N,\N,transactions
A0040,1767767606000,61.33,5003.27,\N,\N,\N,\N,\N,transactions
A0040,1771156379000,52.16,5300.83,\N,\N,\N,\N,\N,transactions
A0040,1771686743000,29.26,5666.07,\N,\N,\N,\N,\N,transactions
A0040,1772495471000,20.09,6254.03,\N,\N,\N,\N,\N,transactions
A0040,1772682389000,170.15,6776.3,\N,\N,\N,\N,\N,transactions
A0041,1767236533000,72.48,3995.31,\N,\N,\N,\N,\N,transactions
A0041,1767761854000,156.95,4263.71,\N,\N,\N,\N,\N,transactions
A0041,1768262409000,10.05,5062.0,\N,\N,\N,\N,\N,transactions
A0041,1769389326000,51.79,4984.86,\N,\N,\N,\N,\N,transactions
A0041,1772806425000,24.83,5445.92,\N,\N,\N,\N,\N,transactions
A0041,1772947108000,36.89,5449.1,\N,\N,\N,\N,\N,transactions
A0042,1767270947000,153.3,3768.54,\N,\N,\N,\N,\N,transactions
A0042,1767569907000,19.13,3794.52,\N,\N,\N,\N,\N,transactions
A0042,1768658329000,385.67,3209.03,\N,\N,\N,\N,\N,transactions
A0042,1769732731000,179.67,3283.35,\N,\N,\N,\N,\N,transactions
A0042,1770256387000,69.83,3387.47,\N,\N,\N,\N,\N,transactions
A0042,1774388631000,14.24,4085.0,\N,\N,\N,\N,\N,transactions
A0042,1774792211000,48.85,4279.71,\N,\N,\N,\N,\N,transactions
A0043,1767285636000,21.04,4922.17,\N,\N,\N,\N,\N,transactions
A0043,1768986164000,44.89,4877.09,\N,\N,\N,\N,\N,transactions
A0043,1770195120000,144.59,5129.89,\N,\N,\N,\N,\N,transactions
A0043,1771357926000,281.54,5158.22,\N,\N,\N,\N,\N,transactions
A0043,1774004756000,21.3,4788.04,\N,\N,\N,\N,\N,transactions
A0043,1774981326000,84.32,5270.99,\N,\N,\N,\N,\N,transactions
A0043,1774981326000,84.32,5270.99,\N,\N,\N,\N,\N,transactions
A0044,1767291956000,15.51,5530.6,\N,\N,\N,\N,\N,transactions
A0044,1769833391000,68.64,5327.42,\N,\N,\N,\N,\N,transactions
A0044,1771924354000,240.51,4736.34,\N,\N,\N,\N,\N,transactions
A0044,1773088823000,166.02,4186.16,\N,\N,\N,\N,\N,transactions
A0044,1773149021000,86.18,4780.61,\N,\N,\N,\N,\N,transactions
A0044,1774100314000,70.33,4778.45,\N,\N,\N,\N,\N,transactions
A0044,1774275586000,15.87,4508.91,\N,\N,\N,\N,\N,transactions
A0045,1767304395000,32.2,5321.02,\N,\N,\N,\N,\N,transactions
A0045,1769329549000,147.98,5292.7,\N,\N,\N,\N,\N,transactions
A0045,1770833381000,58.26,4961.66,\N,\N,\N,\N,\N,transactions
A0045,1772898517000,143.46,5615.65,\N,\N,\N,\N,\N,transactions
A0046,1767274937000,25.25,4493.91,\N,\N,\N,\N,\N,transactions
A0046,1767399686000,81.41,4673.06,\N,\N,\N,\N,\N,transactions
A0046,1767399686000,81.41,4673.06,\N,\N,\N,\N,\N,transactions
A0046,1767539283000,89.69,4191.3,\N,\N,\N,\N,\N,transactions
A0046,1768353526000,18.2,3500.03,\N,\N,\N,\N,\N,transactions
A0046,1769407689000,20.35,3429.05,\N,\N,\N,\N,\N,transactions
A0046,1771141561000,13.11,3419.02,\N,\N,\N,\N,\N,transactions
A0046,1774248727000,95.46,3315.81,\N,\N,\N,\N,\N,transactions
A0046,1774908654000,7.72,2657.11,\N,\N,\N,\N,\N,transactions
A0047,1767271960000,3.18,7526.88,\N,\N,\N,\N,\N,transactions
A0047,1767600130000,29.16,8204.51,\N,\N,\N,\N,\N,transactions
A0047,1767649852000,12.45,7973.87,\N,\N,\N,\N,\N,transactions
A0047,1770632853000,27.69,7834.56,\N,\N,\N,\N,\N,transactions
A0047,1771491832000,9.52,7636.04,\N,\N,\N,\N,\N,transactions
A0047,1772060887000,17.88,7784.73,\N,\N,\N,\N,\N,transactions
A0047,1772552634000,40.32,7420.09,\N,\N,\N,\N,\N,transactions
A0047,1773394606000,60.73,8443.08,\N,\N,\N,\N,\N,transactions
A0047,1773980077000,24.76,8853.62,\N,\N,\N,\N,\N,transactions
A0048,1767283363000,46.81,4783.86,\N,\N,\N,\N,\N,transactions
A0048,1768684606000,59.53,4980.91,\N,\N,\N,\N,\N,transactions
A0048,1768819998000,54.77,5113.16,\N,\N,\N,\N,\N,transactions
A0048,1769991796000,33.69,5150.74,\N,\N,\N,\N,\N,transactions
A0048,1770970324000,28.71,5183.15,\N,\N,\N,\N,\N,transactions
A0048,1774661993000,17.96,5139.01,\N,\N,\N,\N,\N,transactions
A0049,1767302361000,73.01,2665.03,\N,\N,\N,\N,\N,transactions
A0049,1767579268000,49.9,2116.52,\N,\N,\N,\N,\N,transactions
A0049,1768846589000,82.67,2323.96,\N,\N,\N,\N,\N,transactions
A0049,1772914361000,25.01,2467.6,\N,\N,\N,\N,\N,transactions
A0049,1774741717000,21.13,2390.28,\N,\N,\N,\N,\N,transactions
A0050,1767284729000,64.42,3085.44,\N,\N,\N,\N,\N,transactions
A0050,1767284729000,64.42,3085.44,\N,\N,\N,\N,\N,transactions
A0050,1768139912000,31.12,3268.06,\N,\N,\N,\N,\N,transactions
A0050,1768686136000,14.02,2672.92,\N,\N,\N,\N,\N,transactions
A0050,1769906880000,134.7,2658.58,\N,\N,\N,\N,\N,transactions
A0050,1769995806000,25.02,3590.22,\N,\N,\N,\N,\N,transactions
A0050,1770822477000,5.47,3434.39,\N,\N,\N,\N,\N,transactions
A0050,1771232281000,37.19,4665.72,\N,\N,\N,\N,\N,transactions
A0050,1773602242000,94.27,4869.75,\N,\N,\N,\N,\N,transactions
A0051,1767295692000,13.9,2865.78,\N,\N,\N,\N,\N,transactions
A0051,1767787798000,65.22,2811.86,\N,\N,\N,\N,\N,transactions
A0051,1770646784000,5.85,1752.94,\N,\N,\N,\N,\N,transactions
A0051,1770813308000,72.37,1814.27,\N,\N,\N,\N,\N,transactions
A0051,1773092011000,36.44,1770.85,\N,\N,\N,\N,\N,transactions
A0051,1773092011000,36.44,1770.85,\N,\N,\N,\N,\N,transactions
A0051,1774282888000,2.68,2247.72,\N,\N,\N,\N,\N,transactions
A0052,1767241474000,44.53,9179.5,\N,\N,\N,\N,\N,transactions
A0052,1767451663000,92.07,9047.05,\N,\N,\N,\N,\N,transactions
A0052,1768150725000,153.53,8939.79,\N,\N,\N,\N,\N,transactions
A0052,1770890824000,18.72,8941.81,\N,\N,\N,\N,\N,transactions
A0052,1771037041000,11.8,8492.78,\N,\N,\N,\N,\N,transactions
A0052,1771266203000,43.49,8569.45,\N,\N,\N,\N,\N,transactions
A0052,1771610264000,63.44,8600.78,\N,\N,\N,\N,\N,transactions
A0052,1774190774000,11.34,8270.4,\N,\N,\N,\N,\N,transactions
A0052,1774689579000,441.07,7577.8,\N,\N,\N,\N,\N,transactions
A0052,1774689579000,441.07,7577.8,\N,\N,\N,\N,\N,transactions
A0053,1767233006000,119.92,4484.66,\N,\N,\N,\N,\N,transactions
A0053,1769995938000,27.52,5688.61,\N,\N,\N,\N,\N,transactions
A0053,1771974833000,35.16,5813.07,\N,\N,\N,\N,\N,transactions
A0053,1772933621000,30.91,6010.48,\N,\N,\N,\N,\N,transactions
A0053,1773313623000,43.04,6120.99,\N,\N,\N,\N,\N,transactions
A0054,1767249185000,45.04,6040.04,\N,\N,\N,\N,\N,transactions
A0054,1767640119000,4.11,6536.58,\N,\N,\N,\N,\N,transactions
A0054,1768411947000,6.79,6781.91,\N,\N,\N,\N,\N,transactions
A0054,1768653866000,21.52,6751.88,\N,\N,\N,\N,\N,transactions
A0054,1771242698000,5.54,6689.75,\N,\N,\N,\N,\N,transactions
