R00310,1770007320000
R00311,1770372240000
R00312,1770272820000
R00313,1770162720000
R00314,1770266220000
R00315,1770149040000
R00316,1770053160000
R00317,1770134940000
R00318,1770172140000
R00319,1770233160000
R00320,1770330840000
R00321,1769927880000
R00322,1770527820000
R00323,1770061140000
R00324,1770041760000
R00325,1770041880000
R00326,1770449040000
R00327,1770007860000
R00328,1770296280000
R00329,1769961360000
R00330,1770106080000
R00331,1770025440000
R00332,1770235560000
R00333,1770304020000
R00334,1770410100000
R00335,1770445320000
R00336,1770706080000
R00337,1770378300000
R00338,1770389220000
R00339,1770447000000
R00340,1770270480000
R00341,1770136620000
R00342,1770221100000
R00343,1770526560000
R00344,1770428640000
R00345,1770245460000
R00346,1770004200000
R00347,1770214020000
R00348,1769919960000
R00349,1769981340000
R00350,1770400020000
R00351,1770417480000
R00352,1770302280000
R00353,1769967900000
R00354,1770388620000
R00355,1769908860000
R00356,1770377460000
R00357,1770542940000
R00358,1769969820000
R00359,1770110160000
R00360,1770018360000
R00361,1770372060000
R00362,1770300060000
R00363,1770420000000
R00364,1770570420000
R00365,1770448860000
R00366,1770763140000
R00367,1770338340000
R00368,1770470220000
R00369,1770147900000
R00370,1770175020000
R00371,1770688860000
R00372,1770463620000
R00373,1770363180000
R00374,1770206280000
R00375,1770587160000
R00376,1770263280000
R00377,1770043080000
R00378,1770513600000
R00379,1770244980000
R00380,1770588540000
R00381,1770046680000
R00382,1770420720000
R00383,1770084600000
R00384,1769973600000
R00385,1770337440000
R00386,1770283860000
R00387,1770448380000
R00388,1770177120000
R00389,1770481200000
R00390,1770158160000
R00391,1769957760000
R00392,1769910540000
R00393,1770028620000
R00394,1770110100000
R00395,1770588840000
R00396,1770353640000
R00397,1770324480000
R00398,1770249720000
R00399,1770470640000
