R00117,1770299760000
R00118,1770053940000
R00119,1770175140000
R00120,1769999940000
R00121,1770049980000
R00122,1770312660000
R00123,1770449160000
R00124,1770018960000
R00125,1770111840000
R00126,1770581520000
R00127,1770215100000
R00128,1770088020000
R00129,1770103980000
R00130,1770284280000
R00131,1770076560000
R00132,1770365640000
R00133,1770341340000
R00134,1769917440000
R00135,1769924580000
R00136,1770377820000
R00137,1770457620000
R00138,1770274860000
R00139,1770346500000
R00140,1770072720000
R00141,1770091980000
R00142,1770582060000
R00143,1770026940000
R00144,1770422940000
R00145,1770172560000
R00146,1770171000000
R00147,1770063120000
R00148,1770400740000
R00149,1770337320000
R00150,1770371400000
R00151,1770615360000
R00152,1770241260000
R00153,1770449880000
R00154,1770074940000
R00155,1770436680000
R00156,1770182940000
R00157,1770498600000
R00158,1769989200000
R00159,1770129720000
R00160,1769994840000
R00161,1770351060000
R00162,1770220620000
R00163,1770030420000
R00164,1770385380000
R00165,1770074040000
R00166,1769954460000
R00167,1770057180000
R00168,1769953200000
R00169,1770161700000
R00170,1770071700000
R00171,1770104820000
R00172,1770213720000
R00173,1770052620000
R00174,1770257820000
R00175,1770404760000
R00176,1770208980000
R00177,1770164640000
R00178,1770114540000
R00179,1770028560000
R00180,1770451800000
R00181,1770321720000
R00182,1770285900000
R00183,1769981880000
R00184,1770259980000
R00185,1770329160000
R00186,1770192000000
R00187,1769950980000
R00188,1770084000000
R00189,1770172800000
R00190,1770129840000
R00191,1769916120000
R00192,1769931660000
R00193,1770283080000
R00194,1769957940000
R00195,1769968080000
R00196,1770289740000
R00197,1770494520000
R00198,1770373920000
R00199,1770482280000
R00200,1770439260000
R00201,1770217200000
R00202,1770027780000
R00203,1770229800000
R00204,1770235380000
R00205,1770571260000
R00206,1770196860000
R00207,1769949720000
R00208,1770485520000
R00209,1770092460000
R00210,1770169380000
R00211,1770455400000
R00212,1769958840000
R00213,1770020040000
R00214,1769962560000
R00215,1769923140000
R00216,1770006120000
R00217,1770422460000
R00218,1769912700000
R00219,1770252900000
R00220,1770315540000
R00221,1770019080000
R00222,1770282000000
R00223,1769949900000
R00224,1770164640000
R00225,1770475380000
R00226,1770088920000
R00227,1769986980000
R00228,1770030780000
R00229,1769906280000
R00230,1770048600000
R00231,1770209040000
R00232,1770174420000
R00233,1770378660000
R00234,1770627180000
R00235,1770324360000
R00236,1769991300000
R00237,1770438720000
R00238,1770313800000
R00239,1770149520000
R00240,1770488580000
R00241,1770539520000
R00242,1770689040000
R00243,1770062460000
R00244,1770220680000
R00245,1770203160000
R00246,1770032940000
R00247,1770008760000
R00248,1769961240000
R00249,1770217560000
R00250,1770038880000
R00251,1770199140000
R00252,1770350400000
R00253,1770189120000
R00254,1769988600000
R00255,1770291240000
R00256,1770251400000
R00257,1770245100000
R00258,1770329520000
R00259,1770283320000
R00260,1770364320000
R00261,1770325080000
R00262,1770215760000
R00263,1770448620000
R00264,1770341160000
R00265,1770535380000
R00266,1770397380000
R00267,1770404160000
R00268,1770610260000
R00269,1770279600000
R00270,1770444540000
R00271,1770032340000
R00272,1770569700000
R00273,1770439020000
R00274,1770210060000
R00275,1769961180000
R00276,1769963220000
R00277,1770668220000
R00278,1770172620000
R00279,1770012000000
R00280,1770144240000
R00281,1770404940000
R00282,1770208440000
R00283,1770254280000
R00284,1770013740000
R00285,1770399480000
R00286,1770175740000
R00287,1770287040000
R00288,1770412920000
R00289,1770184020000
R00290,1770491160000
R00291,1770275880000
R00292,1770013620000
R00293,1770368460000
R00294,1770342180000
R00295,1770462540000
R00296,1770466200000
R00297,1770153660000
R00298,1769985960000
R00299,1770219420000
R00300,1770351960000
R00301,1770091500000
R00302,1770120480000
R00303,1770459660000
R00304,1770444060000
R00305,1770218580000
R00306,1770283560000
R00307,1770502860000
R00308,1770447060000
R00309,1770109140000
R00310,1770249960000
R00311,1770232260000
R00312,1770083220000
R00313,1770089640000
R00314,1770158760000
R00315,1769973000000
R00316,1770023400000
R00317,1770090180000
R00318,1770270600000
R00319,1770399540000
R00320,1769928840000
R00321,1769964120000
R00322,1770078900000
R00323,1770292680000
R00324,1770172200000
R00325,1770573840000
R00326,1769949480000
R00327,1770229020000
R00328,1770662340000
R00329,1770454260000
R00330,1770203340000
R00331,1770116340000
R00332,1770310920000
R00333,1770213900000
R00334,1770319380000
R00335,1770354540000
R00336,1770360120000
R00337,1770470400000
R00338,1770347220000
R00339,1770497040000
R00340,1770423120000
R00341,1770266400000
R00342,1770275700000
R00343,1770239400000
R00344,1770094620000
R00345,1770400260000
R00346,1770072360000
R00347,1770018960000
R00348,1770430620000
R00349,1770084480000
R00350,1770359280000
R00351,1770144720000
R00352,1769991060000
R00353,1770492300000
R00354,1770477600000
R00355,1769984220000
R00356,1769963580000
R00357,1770247740000
R00358,1770463440000
R00359,1770084000000
R00360,1770369720000
R00361,1769990880000
R00362,1770521100000
R00363,1770106260000
R00364,1770384780000
R00365,1770046680000
R00366,1770184560000
R00367,1770059100000
R00368,1770313200000
R00369,1770367620000
R00370,1770430020000
R00371,1770597900000
R00372,1770462240000
R00373,1770182760000
R00374,1770348120000
R00375,1769960880000
R00376,1770378900000
R00377,1770243780000
R00378,1769914080000
R00379,1770494100000
R00380,1769977260000
R00381,1770255660000
R00382,1770503160000
R00383,1769939040000
R00384,1769918520000
R00385,1770475560000
R00386,1770455280000
R00387,1770259020000
R00388,1770489900000
R00389,1770054240000
R00390,1770090360000
R00391,1770405900000
R00392,1770469440000
R00393,1770116820000
R00394,1770598020000
R00395,1770132720000
R00396,1769942640000
R00397,1770169200000
R00398,1770278940000
R00399,1770257640000
