item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0034,-0.6715,-0.6461,-0.2071,-0.0078,1.034,-0.5511,0.9339,0.1206
I0035,0.3103,-0.4076,0.7,-0.1066,0.0396,-0.042,-0.5327,0.681
I0036,0.2206,-0.0685,0.4272,-0.1823,1.3829,-0.4868,0.3024,-0.7541
I0037,1.721,0.2326,-0.2517,0.8044,1.3125,-0.3641,-0.5802,1.6367
I0038,-0.4672,0.2144,1.7676,0.3673,0.2941,-0.4405,1.138,0.675
I0039,-1.694,-1.3964,-0.436,0.0249,0.2867,0.7035,0.0341,-0.4314
I0040,0.5228,-1.1752,1.6178,-1.8733,1.2558,-1.358,1.9592,-0.2813
I0041,0.0831,-0.3729,-0.7245,-0.2594,1.5691,0.521,2.6647,0.7228
I0042,0.9474,-1.3406,-0.0265,0.0041,-0.0719,1.6116,-0.7306,0.699
I0043,0.1741,0.6963,-1.0738,1.6505,0.8614,1.233,-1.5869,-0.2573
I0044,0.09,-0.0105,0.4959,-0.7119,1.005,1.8398,1.1793,0.7175
I0045,0.2377,0.2402,0.1013,-1.6329,1.9007,-0.0123,-0.7089,1.5464
I0046,0.9474,-1.3406,-0.0265,0.0041,-0.0719,1.6116,-0.7306,0.699
I0047,0.1045,-1.6247,-0.1861,-0.6915,1.3255,-0.4409,-2.0772,1.5914
I0048,-0.6984,2.0456,0.2086,0.599,-0.764,-0.1457,-1.3543,-0.6884
I0049,-0.3284,0.9586,-2.6767,0.5481,-0.6297,0.1401,0.8939,0.3297
I0050,0.4882,0.2147,-2.2635,-0.3501,-1.8567,0.0223,1.03,0.7884
I0051,0.6494,-0.4128,-0.8887,1.6241,-0.668,-0.2455,2.1674,-0.2722
I0052,-0.08,-0.0495,0.9402,-0.5131,1.8539,-0.0827,0.7453,0.9525
I0053,2.1164,-0.4698,-0.904,0.5833,1.3478,0.3578,1.532,-1.9076
I0054,1.4034,0.5028,0.289,-1.9109,-1.8544,0.9885,-1.1781,-0.573
I0055,-0.0618,-1.167,0.0718,-0.3069,1.9622,-0.9955,-0.6768,-0.1271
I0056,0.3356,0.9411,0.5612,-0.3527,0.6396,-0.9682,0.4671,1.6773
I0057,-1.6239,1.2287,0.1362,-0.7654,1.4867,-0.6255,-0.0875,-1.1124
I0058,-0.2227,0.2206,0.1562,-0.35,0.3451,-1.2534,0.778,0.4518
I0059,-0.7814,-0.1654,1.9951,-0.9166,-0.1488,0.3086,0.9643,-0.6187
