item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0039,-0.7275,0.9403,0.6263,-0.2072,0.9548,0.1561,-2.4484,-0.7147
I0040,-1.2287,-2.6321,0.452,-1.8422,-1.3439,-1.2879,0.1228,1.1925
I0041,-1.8584,-0.212,-0.582,-2.126,2.7479,-0.0469,-0.9359,1.0551
I0042,-1.9153,1.3941,-0.3134,0.6061,0.4778,-0.5307,0.2232,0.3262
I0043,1.0438,-1.5873,-0.7026,-0.4261,3.1246,0.3373,-0.0944,-1.2757
I0044,-0.6973,0.7131,-1.4918,-1.8768,1.1344,-0.51,0.6539,-0.6259
I0045,-1.2242,0.2983,-0.0233,-1.1483,2.7275,1.194,0.7019,0.8287
I0046,1.967,0.0791,-2.0903,0.6921,-0.1557,-0.6049,0.7882,-0.4332
I0047,-1.1145,-0.4538,0.4355,0.5334,-0.7667,-0.7443,0.8461,1.0693
I0048,0.208,-0.3511,0.9856,2.184,0.0338,-1.1214,0.3177,0.5301
I0049,-1.5972,1.261,1.1053,-0.8148,0.0893,-1.2133,-1.6553,0.9372
I0050,-0.505,0.1054,0.9712,0.9279,0.0166,0.3854,-0.804,-0.0027
I0051,0.8282,0.3878,0.08,-0.7505,-0.23,0.634,1.5108,-0.8315
I0052,1.3279,0.0099,1.3556,0.7958,1.9134,0.7271,1.0383,1.5327
I0053,-0.3101,0.5048,-2.1212,-2.2698,0.0289,0.327,-0.6461,0.4563
I0054,-0.4414,0.2308,-0.5063,2.0653,-1.8014,-0.7453,0.2197,-0.5866
I0055,-0.0358,0.6283,-0.6586,0.3793,1.7626,1.0185,0.2065,0.0941
I0056,0.4828,2.6319,0.084,-0.8947,-1.3407,-0.0009,0.2077,0.2005
I0057,-1.2242,0.2983,-0.0233,-1.1483,2.7275,1.194,0.7019,0.8287
I0058,2.1463,0.7195,-0.1444,-0.052,-0.938,-1.4193,-0.4599,-0.6026
I0059,0.6165,1.1637,-0.0587,1.0797,-0.696,3.262,-0.1202,-0.9557
