account_id,event_time,health_score
A0078,1767391061000,50.81
A0078,1773515185000,93.48
A0079,1767254606000,56.0
A0079,1774439854000,88.81
A0080,1767271634000,55.05
A0080,1772639655000,88.28
A0081,1767368967000,60.03
A0081,1773592587000,9.58
A0082,1767387530000,40.41
A0082,1773929157000,10.29
A0083,1767296717000,50.81
A0083,1773008343000,13.25
A0084,1767355973000,46.85
A0084,1772707396000,91.29
A0085,1767385501000,52.92
A0085,1773942445000,89.01
A0086,1767380747000,47.66
A0086,1772604488000,9.48
A0087,1767387741000,49.38
A0087,1772506325000,89.6
A0088,1767330871000,51.16
A0088,1773660518000,5.23
A0089,1767353396000,44.94
A0089,1773034441000,90.68
A0090,1767394150000,54.9
A0090,1772704798000,87.6
A0091,1767385259000,47.94
A0091,1774202070000,6.77
A0092,1767239584000,45.37
A0092,1773898432000,14.58
A0093,1767266891000,51.02
A0093,1773347075000,7.63
A0094,1767386554000,45.7
A0094,1772983393000,93.03
A0095,1767394211000,52.68
A0095,1773276962000,94.7
A0096,1767329114000,47.09
A0096,1773595401000,7.07
A0097,1767336417000,54.8
A0097,1773105332000,85.84
A0098,1767249054000,56.8
A0098,1773553494000,94.41
A0099,1767283673000,57.63
A0099,1774292726000,13.88
