account_id,event_time,health_score
A0079,1767331240000,58.24
A0079,1773849148000,14.72
A0080,1767325564000,51.92
A0080,1774257215000,93.65
A0081,1767273067000,43.55
A0081,1773965641000,6.57
A0082,1767241888000,47.68
A0082,1772816888000,8.81
A0083,1767353171000,40.02
A0083,1773072982000,93.54
A0084,1767342944000,49.65
A0084,1772959632000,89.63
A0085,1767334255000,52.84
A0085,1774064966000,11.19
A0086,1767305735000,40.74
A0086,1772653075000,88.35
A0087,1767263751000,54.84
A0087,1773640923000,8.51
A0088,1767367700000,56.2
A0088,1773246717000,86.92
A0089,1767380776000,55.47
A0089,1773006032000,11.68
A0090,1767236078000,51.0
A0090,1773075134000,9.71
A0091,1767321949000,47.49
A0091,1773760274000,93.96
A0092,1767342847000,46.99
A0092,1772641458000,7.43
A0093,1767380879000,50.78
A0093,1772617082000,5.9
A0094,1767351233000,44.58
A0094,1773022199000,91.18
A0095,1767265225000,51.38
A0095,1774067174000,8.51
A0096,1767326812000,43.8
A0096,1773363150000,90.53
A0097,1767357632000,43.38
A0097,1774241552000,14.56
A0098,1767318076000,54.05
A0098,1773978412000,85.99
A0099,1767319968000,48.01
A0099,1774363907000,94.56
