account_id,f1,f2,f3,f4
A0068,3.2316,-1.5734,0.6661,9.1623
A0069,1.1221,-3.1802,5.1696,4.3511
A0070,1.0124,-2.3617,1.158,4.7637
A0071,1.8808,-2.9716,7.5784,6.9556
A0072,3.0978,-1.7715,6.2367,12.0108
A0073,0.733,-0.6094,-0.1558,5.67
A0074,3.4126,-1.9404,-1.6926,4.6726
A0075,2.1729,-2.8373,2.3566,3.3722
A0076,1.2171,-2.1922,-0.9497,1.155
A0077,2.0727,-3.8087,3.7452,6.4368
A0078,3.1668,-2.6669,-1.4481,4.4491
A0079,1.2323,-4.8676,1.8107,2.5594
A0080,2.3889,-1.345,4.5511,9.3804
A0081,-0.8339,-1.1126,2.0414,0.4976
A0082,0.9381,-0.9794,-4.1217,4.2712
A0083,2.9748,-1.8424,2.1241,6.084
A0084,1.4781,-0.2361,1.7717,6.5611
A0085,1.6898,-2.2128,1.8444,1.3982
A0086,2.5503,-3.7907,2.3964,2.9203
A0087,3.0202,-2.2239,-2.457,2.9657
A0088,2.1045,-1.4686,-1.4509,6.0051
A0089,2.0369,-1.6413,-2.2563,7.6854
A0090,1.7494,-2.3523,0.6518,-2.8847
A0091,0.0631,-3.2033,4.6116,2.4032
A0092,-0.2953,-2.7663,5.3647,4.57
A0093,2.4212,-2.5464,-1.225,5.0363
A0094,4.3515,-2.6894,-2.7048,2.9856
A0095,1.2577,-2.3644,-5.4588,2.7652
A0096,2.2868,-3.4559,0.777,4.2463
A0097,3.5001,-3.1092,-2.2375,1.007
A0098,2.0947,-2.9353,-4.3959,7.2608
A0099,4.5797,-2.8163,-1.7427,1.7502
A0100,1.3667,-0.6842,-1.2391,1.7634
A0101,1.9668,-1.3871,5.4609,12.0202
A0102,3.2451,-2.1796,3.3885,3.2896
A0103,2.5247,-1.7928,-0.457,1.1163
A0104,2.4989,-4.0025,2.9046,0.0261
A0105,1.5423,-4.302,4.3817,9.4189
A0106,3.7878,-0.3437,3.3882,5.3129
A0107,-0.024,-2.8335,0.9904,3.3401
A0108,1.7216,-1.6656,0.7498,5.1557
A0109,2.5882,-3.0482,-0.0037,-0.0202
A0110,1.5826,-0.3482,2.0961,6.4505
A0111,2.419,-0.4272,1.3044,3.5969
A0112,2.4279,-0.3856,2.779,5.8702
A0113,1.7128,-3.5261,5.4324,5.9633
A0114,1.0002,-1.3558,-0.1296,2.9102
A0115,2.208,-3.1361,3.3601,4.4487
A0116,1.7982,-2.8583,4.6226,3.8297
A0117,3.7956,-4.487,-0.3332,5.9235
A0118,0.5309,0.3172,3.6389,4.4134
A0119,1.6544,-3.2444,3.007,0.664
