item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0034,0.898,0.1234,-1.1591,-0.3563,1.062,-0.5622,-0.4527,-0.8232
I0035,-2.3702,0.5324,1.3804,0.4389,-0.7466,-2.0167,-0.2805,1.0329
I0036,-0.2396,-0.0992,0.553,1.3406,-0.2397,1.7582,-0.0984,1.5356
I0037,-0.6685,0.6271,-0.5443,0.421,-0.076,-0.3805,0.8181,0.681
I0038,0.6347,-0.2215,-0.5174,0.4852,0.6991,-1.4581,0.6372,-0.3219
I0039,-0.326,-1.2315,0.4336,-0.8806,0.6696,-0.8939,-1.2076,-1.7579
I0040,-0.1622,-0.0511,2.4101,-0.3108,0.3985,0.042,0.9804,-0.3115
I0041,-0.2189,0.4003,-0.1674,-0.0463,0.4192,0.5428,-0.1016,0.0663
I0042,0.2163,-0.8037,0.3576,-0.524,-0.9237,-1.444,-1.4188,-0.2556
I0043,-0.326,-1.2315,0.4336,-0.8806,0.6696,-0.8939,-1.2076,-1.7579
I0044,0.6816,-0.8014,1.2587,-0.7626,-0.5205,-0.3939,-1.7506,-0.5667
I0045,-0.1003,-0.6248,1.6666,-1.5831,0.2555,0.7329,-2.1014,-1.4595
I0046,0.6498,0.3071,-0.7664,-0.0847,0.1223,-0.4535,-0.0453,-1.3543
I0047,-1.2794,-0.8678,-0.8122,1.2156,-0.259,-0.6723,1.7773,-0.0818
I0048,1.5473,-0.1018,0.7629,1.3061,-0.0576,-0.1052,-1.0051,-0.1698
I0049,-0.6685,0.6271,-0.5443,0.421,-0.076,-0.3805,0.8181,0.681
I0050,-1.5622,-1.0893,-1.5325,-0.6475,0.1141,-0.4586,-0.6579,-1.0038
I0051,-0.2618,1.0848,0.5491,0.2387,0.2448,0.0328,0.2905,-0.3804
I0052,0.9989,0.7282,-1.391,1.8003,1.4726,-0.6952,-1.2795,-1.3118
I0053,0.1355,2.1159,-0.2676,-0.5219,-0.591,-0.0414,-0.1571,-0.6697
I0054,2.2071,0.3227,0.3461,-1.7994,1.9781,0.8861,0.3777,-0.0147
I0055,0.0037,-1.5849,-0.9325,0.1512,-0.9416,-2.7769,0.4675,0.9734
I0056,-0.7532,0.1122,0.2982,-0.3866,0.6732,-0.6958,0.4936,0.6904
I0057,-0.0181,2.2859,-0.3505,-1.2689,0.0058,0.872,-1.112,-0.4368
I0058,0.539,-0.117,0.5097,1.4113,0.3619,-1.0462,-1.1017,-0.4696
I0059,-0.6472,-0.0389,0.6911,-1.0334,-0.7614,-0.2611,-1.7034,0.9687
