item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0049,-0.3142,-0.7529,0.9966,-0.816,-0.3472,0.2728,-0.0364,0.3676
I0050,-0.2496,0.9767,0.2623,-0.8631,-0.5789,-0.0251,-0.159,0.6562
I0051,0.2682,-1.0479,2.0765,0.0695,-1.3656,-1.3647,-1.5384,0.8335
I0052,0.3326,1.2969,-0.7781,1.6052,-0.2959,0.7799,0.992,0.3841
I0053,-0.3524,0.0233,-2.1884,-0.4806,0.2376,0.8196,1.0611,-0.2397
I0054,-0.6576,-0.3018,1.1206,0.1769,-0.5134,-0.1011,-0.8718,2.1311
I0055,-1.0042,0.1075,-0.113,-0.5128,1.8032,0.1036,-0.5553,0.0562
I0056,0.5805,-0.7205,2.1666,-1.2342,-0.7552,-1.0662,-1.3234,1.9941
I0057,-0.1692,1.2299,-0.5127,-0.0079,-0.7631,0.0915,0.1479,-0.0725
I0058,0.0248,-1.4156,1.1334,0.8866,-0.1644,0.2345,1.6797,0.4023
I0059,1.0954,-0.5773,2.5016,0.0946,-0.594,0.1874,-0.7045,1.3458
