item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0037,-1.7057,-0.0446,-0.687,-0.9677,-0.9539,-0.8269,-1.729,1.5516
I0038,0.8593,-0.512,0.7131,-0.0586,-0.2111,-0.5789,-0.1254,-1.1315
I0039,0.0561,1.1779,0.4495,-0.7329,0.8984,-1.2465,-0.1428,0.7737
I0040,-0.0718,-1.2436,-0.9398,-1.0655,-0.0316,-0.7775,0.1448,0.4689
I0041,-0.2156,-0.0993,-0.0969,0.4191,-0.8778,-0.9463,-0.8801,0.3735
I0042,-0.5074,0.5165,0.2107,0.3151,-0.1688,-0.7371,0.7939,1.479
I0043,-0.5138,-0.8223,0.0065,0.4855,-0.7697,0.789,-0.8581,-1.2999
I0044,0.2177,-1.675,1.488,0.1957,0.5333,-1.2936,0.8439,-1.0358
I0045,0.1262,0.2233,0.8196,-0.912,-0.2149,1.2318,1.071,-0.4708
I0046,-1.4648,-0.2554,-0.9265,-0.0815,-0.2137,-0.5341,-1.3004,1.3076
I0047,0.8593,-0.512,0.7131,-0.0586,-0.2111,-0.5789,-0.1254,-1.1315
I0048,-0.2156,-0.0993,-0.0969,0.4191,-0.8778,-0.9463,-0.8801,0.3735
I0049,0.3132,0.3097,1.7002,2.5179,-2.2441,0.579,-2.8683,-1.5854
I0050,-0.3139,0.5078,-0.7101,-1.0009,-0.5842,1.3661,0.7001,-0.5333
I0051,1.1098,-0.6331,-0.1101,1.2641,-1.4785,-1.3719,-1.1032,-0.5289
I0052,0.4186,-0.4356,-0.4581,-0.6323,0.327,-0.2161,0.104,0.3887
I0053,0.6551,1.6024,0.9514,1.1536,0.5222,-0.2454,0.6736,0.1934
I0054,-1.2961,-0.1353,-1.4402,0.7366,-0.8301,0.7916,-1.8852,0.8897
I0055,-0.5292,-0.6963,-0.2405,1.2739,0.463,-1.0993,-2.1867,0.0939
I0056,-0.5795,0.2634,0.3534,-0.6442,-0.7416,-1.1924,0.2946,-1.1012
I0057,0.8295,1.1711,-0.8034,-1.1532,-0.0406,-0.9866,-1.9283,-0.5134
I0058,0.0295,1.1483,-1.497,-0.2668,-0.6122,-0.5409,1.8901,-0.1981
I0059,0.4164,0.1281,1.6485,-1.2516,0.1365,-0.7166,0.3123,0.3243
