row_id,account_id,event_time,amount_usd,is_weekend,amount_7d
R00224,A0030,1773575220000,8.49E0,1,2.447E1
R00306,A0030,1774074960000,8.33632E1,1,8.497E1
R00390,A0030,1774565400000,1.72593E1,0,9.007000000000001E1
R00487,A0030,1774984380000,2.24105E0,0,3.718E1
R00497,A0030,1775041380000,3.2205E0,0,7.108E1
R00582,A0030,1775534700000,2.6552400000000002E1,0,8.185E1
R00596,A0030,1775656380000,2.0001500000000004E1,0,4.271E1
R00671,A0030,1776030600000,1.088263E2,1,1.284E2
R00164,A0016,1773241020000,8.4582E0,0,6.66E0
R00236,A0016,1773650220000,6.7437E0,0,1.1969999999999999E1
R00380,A0016,1774513140000,4.6423100000000005E1,0,4.259E1
R00429,A0016,1774716360000,2.89465E0,1,7.306E1
R00556,A0016,1775324580000,2.1555500000000003E0,1,2.269E1
R00571,A0016,1775455800000,4.0821E2,0,4.309E2
R00153,A0027,1773170520000,4.795E1,0,4.795E1
R00169,A0027,1773260820000,2.59207E1,0,6.836E1
R00347,A0027,1774322640000,2.8874100000000002E1,0,2.649E1
R00382,A0027,1774530780000,1.675E1,0,4.3239999999999995E1
R00472,A0027,1774899960000,3.90398E1,0,7.397999999999999E1
R00486,A0027,1774975920000,5.40313E1,0,9.706E1
R00542,A0027,1775251080000,1.76403E1,0,9.42E1
R00607,A0027,1775719980000,2.06991E1,0,3.2879999999999995E1
R00625,A0027,1775786400000,1.75054E1,0,4.894E1
R00695,A0027,1776199200000,1.877568E2,0,1.8289E2
R00033,A0022,1772517780000,6.725E1,0,6.725E1
R00048,A0022,1772571420000,4.841E1,0,1.1566E2
R00226,A0022,1773595560000,1.378E1,1,1.378E1
R00256,A0022,1773775620000,5.08E0,0,1.886E1
R00278,A0022,1773960840000,1.46558E1,0,3.04E1
R00292,A0022,1774028940000,2.434E1,0,5.4739999999999995E1
R00433,A0022,1774730940000,1.2810490000000001E2,1,1.0087E2
R00586,A0022,1775604780000,8.0551E0,0,7.39E0
R00597,A0022,1775660820000,2.9464E1,0,3.059E1
R00638,A0022,1775844240000,3.3136E0,0,3.363E1
R00663,A0022,1775974800000,9.4361E0,1,4.106E1
R00667,A0022,1775993580000,3.57E0,1,4.463E1
R00028,A0029,1772469240000,1.436E1,0,1.436E1
R00055,A0029,1772598600000,1.995E1,0,3.431E1
R00081,A0029,1772710680000,5.5971500000000006E1,0,8.566E1
R00093,A0029,1772807340000,3.02366E1,0,1.1339999999999999E2
R00132,A0029,1773041640000,3.93015E0,0,1.5476999999999998E2
R00265,A0029,1773849360000,8.77E0,0,8.77E0
R00282,A0029,1773994560000,4.94792E1,0,4.7730000000000004E1
R00296,A0029,1774050540000,2.60074E1,0,7.159E1
R00350,A0029,1774329120000,8.8138E0,0,7.853E1
R00511,A0029,1775107920000,4.3561000000000005E0,0,3.43E0
R00683,A0029,1776108900000,7.7851E1,0,6.13E1
R00686,A0029,1776134400000,1.8183E0,0,8.044E1
R00697,A0029,1776200700000,9.21025E0,0,1.7739E2
R00139,A0044,1773097740000,5.8009800000000006E1,0,5.322E1
R00149,A0044,1773132120000,3.175E1,0,8.497E1
R00167,A0044,1773259320000,2.45E1,0,1.0947E2
R00283,A0044,1773998100000,1.118E1,0,1.118E1
R00291,A0044,1774019400000,1.6415E2,0,1.7533E2
R00335,A0044,1774272900000,4.33384E1,0,2.1509E2
R00346,A0044,1774321080000,3.02366E1,0,2.4283E2
R00365,A0044,1774456680000,9.646919999999999E1,0,3.1879E2
R00373,A0044,1774492800000,2.214E1,0,3.4093E2
R00400,A0044,1774602720000,2.7184600000000003E1,0,3.6587E2
R00038,A0046,1772527800000,4.724E1,0,4.724E1
R00092,A0046,1772801160000,9.2837E0,0,5.4550000000000004E1
R00128,A0046,1773018900000,2.896E1,0,8.351E1
R00264,A0046,1773833700000,2.191E1,0,2.191E1
R00290,A0046,1774018140000,4.9022E0,0,2.577E1
R00313,A0046,1774142340000,4.2256E0,1,7.025E1
R00341,A0046,1774296660000,1.4196160000000003E2,0,2.0049E2
R00375,A0046,1774496400000,1.1400000000000001E0,0,1.9058E2
R00474,A0046,1774902780000,1.83338E1,0,2.882E1
R00491,A0046,1775001540000,2.02692E1,0,4.478E1
R00533,A0046,1775210880000,1.5181E0,0,4.8760000000000005E1
R00570,A0046,1775444040000,5.6560100000000006E1,0,1.0065E2
R00580,A0046,1775525400000,4.91744E1,0,1.2255000000000001E2
R00602,A0046,1775689320000,3.884651E2,0,4.6298E2
R00680,A0046,1776103500000,2.732E1,0,4.2243E2
R00005,A0004,1772337240000,3.28803E1,1,2.589E1
R00129,A0004,1773021120000,6.431000000000001E0,0,5.9E0
R00263,A0004,1773825180000,4.363E1,0,4.363E1
R00411,A0004,1774658820000,2.29425E0,1,2.415E1
R00476,A0004,1774924680000,8.79194E1,0,1.0481E2
R00502,A0004,1775061900000,1.2204699999999999E1,0,1.1442E2
R00548,A0004,1775267640000,4.678680000000001E1,1,1.2711000000000001E2
R00563,A0004,1775384520000,2.00279E1,1,1.4288000000000002E2
R00572,A0004,1775469420000,9.2456E0,0,1.5016000000000003E2
R00585,A0004,1775566200000,1.011E1,0,7.961000000000003E1
R00677,A0004,1776090540000,3.2613499999999997E0,0,4.444E1
R00682,A0004,1776107640000,8.8617E0,0,5.257E1
R00031,A0039,1772497260000,1.1267E0,0,1.186E1
R00039,A0039,1772529480000,2.5555E0,0,3.876E1
R00063,A0039,1772633220000,4.0318E0,0,8.119999999999999E1
R00154,A0039,1773170940000,6.52018E1,0,9.378E1
R00166,A0039,1773251700000,4.60375E1,0,8.759E1
R00208,A0039,1773459540000,1.5105E0,1,1.0349000000000001E2
R00230,A0039,1773606240000,6.5024E1,1,1.5469E2
R00258,A0039,1773795840000,1.92659E1,0,1.1852E2
R00305,A0039,1774073640000,5.5481E0,1,7.146000000000001E1
R00323,A0039,1774173960000,6.96E0,1,7.842E1
R00386,A0039,1774554120000,4.69E1,0,5.895E1
R00455,A0039,1774809960000,1.5646499999999999E0,1,6.337E1
R00478,A0039,1774941720000,8.7122E1,0,1.3197E2
R00492,A0039,1775005560000,6.18357E1,0,1.887E2
R00635,A0039,1775832780000,1.26746E1,0,9.98E0
R00673,A0039,1776051120000,8.018E-1,0,1.842E1
R00067,A0014,1772653320000,1.05156E1,0,8.28E0
R00087,A0014,1772778420000,1.00584E1,0,1.62E1
R00090,A0014,1772793060000,2.4481400000000004E1,0,3.866E1
R00217,A0014,1773538320000,6.0451999999999995E0,1,4.76E0
R00245,A0014,1773699300000,1.323E1,0,1.7990000000000002E1
R00247,A0014,1773720240000,1.812E1,0,3.611E1
R00251,A0014,1773749160000,1.83134E1,0,5.053E1
R00268,A0014,1773880740000,1.6698800000000002E1,0,6.585E1
R00274,A0014,1773920640000,3.22453E1,0,9.124E1
R00332,A0014,1774238340000,3.15664E1,0,1.1544E2
R00338,A0014,1774286400000,6.1569599999999994E1,0,1.6392E2
R00381,A0014,1774526280000,2.0040599999999998E1,0,9.322E1
R00418,A0014,1774675260000,1.81102E1,1,1.0748E2
R00520,A0014,1775151000000,6.436E1,0,7.862E1
R00535,A0014,1775222100000,2.83005E0,0,1.0841E2
R00547,A0014,1775267520000,1.2573E1,1,1.1831E2
R00576,A0014,1775495160000,3.34739E1,0,1.3476E2
R00603,A0014,1775693520000,1.49606E1,0,1.4654E2
R00634,A0014,1775830500000,3.2512000000000003E0,0,5.4949999999999996E1
R00644,A0014,1775858340000,5.1230000000000004E1,0,1.0194999999999999E2
R00011,A0049,1772390820000,3.249E1,1,3.249E1
R00020,A0049,1772421180000,2.166E-1,0,3.477E1
R00035,A0049,1772523480000,2.0568300000000004E1,0,5.364E1
R00094,A0049,1772812380000,6.93567E1,0,1.1727000000000001E2
R00102,A0049,1772839140000,6.72695E0,0,1.8808E2
R00137,A0049,1773055680000,5.91107E1,0,2.0754E2
R00141,A0049,1773108960000,2.352294E2,0,3.9276E2
R00498,A0049,1775042880000,7.819E1,0,7.819E1
R00521,A0049,1775152380000,1.031E1,0,8.85E1
R00670,A0049,1776003900000,5.031E1,1,5.031E1
R00007,A0017,1772341920000,1.438E1,1,1.438E1
R00021,A0017,1772431380000,2.06629E1,0,3.065E1
R00161,A0017,1773222600000,6.485500000000001E0,0,5.95E0
R00194,A0017,1773409800000,4.641E1,0,5.236E1
R00260,A0017,1773801780000,5.1642E0,0,1.0672E2
R00324,A0017,1774176660000,2.5175E-1,1,5.701E1
R00367,A0017,1774470300000,1.008E1,0,1.273E1
R00421,A0017,1774694580000,2.8196E0,1,4.241E1
R00114,A0026,1772924340000,6.69E0,1,6.69E0
R00180,A0026,1773325560000,1.047817E2,0,1.0282E2
R00185,A0026,1773356580000,5.37E0,0,1.0819E2
R00191,A0026,1773368040000,9.265E0,0,1.1669E2
R00316,A0026,1774145820000,1.3005499999999999E0,1,1.369E1
R00388,A0026,1774560720000,9.8209E0,0,2.27E1
R00425,A0026,1774702740000,1.04785E1,1,1.33E2
R00457,A0026,1774827180000,3.72E0,1,1.2303E2
R00493,A0026,1775008920000,1.072E1,0,1.3375E2
R00526,A0026,1775188140000,2.04048E1,0,1.4345999999999998E2
R00555,A0026,1775323920000,5.341E1,1,8.656999999999998E1
R00099,A0034,1772836500000,4.14655E1,0,3.265E1
R00103,A0034,1772847540000,1.1423200000000001E1,1,4.3129999999999995E1
R00145,A0034,1773116520000,3.99161E1,0,7.456E1
R00197,A0034,1773412980000,2.4E1,0,9.856E1
R00239,A0034,1773674640000,2.53619E1,0,7.54E1
R00495,A0034,1775036460000,1.2491400000000002E1,0,1.146E1
R00675,A0034,1776059640000,5.04825E1,0,3.975E1
R00032,A0006,1772516520000,1.155E1,0,1.155E1
R00068,A0006,1772653980000,7.64667E1,0,7.176E1
R00076,A0006,1772684100000,9.927499999999999E-1,0,8.221000000000001E1
R00088,A0006,1772780820000,4.141050000000001E0,0,1.2580000000000001E2
R00163,A0006,1773240720000,8.03E0,0,1.2228000000000002E2
R00196,A0006,1773412860000,1.79075E0,0,2.6880000000000003E1
R00204,A0006,1773432480000,8.131400000000001E0,0,3.434E1
R00348,A0006,1774324620000,4.848E1,0,4.848E1
R00527,A0006,1775189100000,6.916E-1,0,7.28E0
R00573,A0006,1775475360000,4.8641000000000005E0,0,1.111E1
R00578,A0006,1775499420000,5.1382600000000004E1,0,5.825E1
R00633,A0006,1775823000000,7.8185E-1,0,5.92E1
R00015,A0040,1772397660000,2.7773200000000003E1,1,2.548E1
R00140,A0040,1773106140000,3.17119E1,0,2.497E1
R00202,A0040,1773425220000,1.1826500000000001E1,0,3.582E1
R00219,A0040,1773548340000,2.65145E0,1,6.3730000000000004E1
R00229,A0040,1773601680000,6.919E1,1,1.3292000000000002E2
R00310,A0040,1774109220000,1.8057E2,1,2.7766999999999996E2
R00320,A0040,1774165560000,1.399794E2,1,3.5997999999999996E2
R00327,A0040,1774200180000,1.541E1,1,3.7539E2
R00394,A0040,1774581000000,6.91E0,0,3.1311E2
R00401,A0040,1774602900000,3.965E1,0,3.5276E2
R00483,A0040,1774962480000,2.6828E0,0,7.48E1
R00075,A0007,1772671620000,3.0073100000000004E1,0,2.759E1
R00107,A0007,1772869380000,2.1945E0,1,5.069E1
R00147,A0007,1773120840000,7.941999999999999E-1,0,5.905E1
R00159,A0007,1773208620000,2.78638E1,0,8.099E1
R00215,A0007,1773529440000,5.25272E1,1,7.166E1
R00329,A0007,1774217700000,1.35378E1,1,1.242E1
R00464,A0007,1774869780000,1.9978500000000001E0,0,2.103E1
R00490,A0007,1775001120000,1.1176000000000002E1,0,2.9830000000000002E1
R00583,A0007,1775548920000,1.5105E0,0,2.4700000000000003E1
R00616,A0007,1775748300000,9.062999999999999E-1,0,2.5439999999999998E1
R00618,A0007,1775755200000,5.6642E0,0,2.99E1
R00637,A0007,1775843340000,4.1349E2,0,4.4339E2
R00654,A0007,1775896080000,7.904E-1,1,4.5171E2
R00104,A0019,1772860320000,3.2753299999999996E1,1,2.579E1
R00131,A0019,1773028740000,2.3493500000000003E0,0,5.0519999999999996E1
R00188,A0019,1773359820000,3.17081E1,0,7.961E1
R00199,A0019,1773416100000,2.0928E0,0,8.153E1
R00242,A0019,1773692940000,1.71E1,0,4.811E1
R00448,A0019,1774777440000,2.956E1,1,2.956E1
R00553,A0019,1775286420000,5.66295E0,1,8.917E1
R00631,A0019,1775819340000,2.258E1,0,8.219E1
R00084,A0058,1772753580000,2.8196E0,0,2.968E1
R00110,A0058,1772905380000,1.221563E2,1,1.4175E2
R00120,A0058,1772950980000,2.015E1,1,1.619E2
R00165,A0058,1773243840000,5.3340000000000005E0,0,1.661E2
R00184,A0058,1773350040000,1.011174E2,0,2.4572E2
R00214,A0058,1773515220000,7.41045E1,1,1.6232E2
R00252,A0058,1773751860000,8.911000000000001E-1,0,1.5154999999999998E2
R00420,A0058,1774688040000,3.87731E1,1,3.053E1
R00532,A0058,1775210760000,1.153E1,0,4.206E1
R00559,A0058,1775356380000,8.35267E1,1,8.816E1
R00619,A0058,1775755500000,3.7084E0,0,9.108E1
R00632,A0058,1775821020000,6.73E0,0,8.628E1
R00010,A0023,1772354100000,4.614E1,1,4.614E1
R00073,A0023,1772666940000,2.2563E0,0,4.821E1
R00095,A0023,1772826060000,6.43E0,0,5.464E1
R00403,A0023,1774616520000,3.472E1,0,3.472E1
R00432,A0023,1774730880000,1.1229E0,1,4.654E1
R00441,A0023,1774758300000,7.59714E1,1,1.0636E2
R00500,A0023,1775061120000,2.60292E1,0,1.3024E2
R00531,A0023,1775209800000,1.4839E0,0,1.4586E2
R00636,A0023,1775840880000,2.5526500000000003E0,0,2.687E1
R00051,A0033,1772577240000,1.2426E0,0,1.308E1
R00113,A0033,1772921760000,1.27889E1,1,2.315E1
R00156,A0033,1773188400000,3.556E-1,0,1.035E1
R00238,A0033,1773665340000,8.806499999999999E-1,0,9.549999999999999E0
R00276,A0033,1773932880000,2.571E1,0,3.4980000000000004E1
R00314,A0033,1774142820000,4.5125E-1,1,3.9730000000000004E1
R00536,A0033,1775222280000,1.3756000000000002E0,0,1.448E1
R00539,A0033,1775241780000,1.441E1,0,2.889E1
R00605,A0033,1775709420000,3.4163E0,0,3.1580000000000002E1
R00043,A0045,1772560680000,1.33961E2,0,1.229E2
R00050,A0045,1772575860000,9.592E-1,0,1.2378E2
R00054,A0045,1772596860000,1.005575E1,0,2.2963E2
R00059,A0045,1772607360000,9.870500000000001E-1,0,2.4001999999999998E2
R00473,A0045,1774900080000,3.165E1,0,3.165E1
R00568,A0045,1775431440000,3.7387000000000006E0,1,3.508E1
R00591,A0045,1775634300000,4.727E1,0,5.07E1
R00648,A0045,1775878140000,2.871E1,1,7.941E1
R00066,A0051,1772652960000,1.0621E0,0,1.118E1
R00143,A0051,1773110280000,1.8237199999999998E1,0,2.554E1
R00241,A0051,1773683940000,6.45287E1,0,6.517E1
R00319,A0051,1774155420000,1.00716E1,1,6.0050000000000004E1
R00333,A0051,1774243620000,1.36141E1,0,7.254E1
R00361,A0051,1774439400000,4.6875699999999995E1,0,5.864E1
R00378,A0051,1774507680000,1.3047300000000002E1,0,7.061E1
R00428,A0051,1774715700000,2.57349E1,1,9.422E1
R00489,A0051,1774987080000,6.732E1,0,1.3981E2
R00510,A0051,1775105340000,3.31216E1,0,1.2898000000000002E2
R00557,A0051,1775326740000,7.912100000000001E0,1,9.963E1
R00696,A0051,1776200040000,1.39954E1,0,1.102E1
R00052,A0000,1772594940000,1.38811E1,0,1.093E1
R00057,A0000,1772603220000,2.70891E1,0,3.226E1
R00078,A0000,1772685180000,2.56975E0,0,5.931E1
R00186,A0000,1773357180000,4.49072E1,0,3.536E1
R00358,A0000,1774407180000,1.4212E0,0,1.496E1
R00369,A0000,1774486740000,4.8801499999999995E0,0,6.633E1
R00385,A0000,1774548960000,2.83765E0,0,9.62E1
R00460,A0000,1774857600000,2.4130000000000001E-1,0,9.874000000000001E1
R00529,A0000,1775193480000,3.28422E1,0,2.84E1
R00655,A0000,1775916600000,9.779E0,1,7.7E0
R00693,A0000,1776188100000,1.644E1,0,2.414E1
R00006,A0008,1772338200000,1.325E1,1,1.325E1
R00262,A0008,1773817320000,8.0442E0,0,7.38E0
R00330,A0008,1774221180000,9.13E0,1,1.651E1
R00387,A0008,1774555680000,3.97959E1,0,4.564E1
R00588,A0008,1775608440000,3.3909E1,0,2.67E1
R00657,A0008,1775931060000,3.34E1,1,6.0099999999999994E1
R00690,A0008,1776179220000,6.33349E1,0,1.0997E2
R00004,A0018,1772334840000,2.5320700000000002E1,1,2.323E1
R00026,A0018,1772463420000,3.44755E0,0,5.9519999999999996E1
R00044,A0018,1772561700000,3.24993E1,0,8.511E1
R00119,A0018,1772948400000,1.489E1,1,7.677E1
R00436,A0018,1774741680000,1.91E0,1,1.91E0
R00458,A0018,1774831080000,1.73228E1,0,1.555E1
R00471,A0018,1774899540000,9.2435E-1,0,2.528E1
R00509,A0018,1775105160000,2.2819E0,0,4.93E1
R00595,A0018,1775653800000,1.5875E1,0,3.6519999999999996E1
R00643,A0018,1775856420000,3.210704E2,0,3.0706E2
R00666,A0018,1775991300000,7.56031E1,1,3.6659000000000003E2
R00053,A0059,1772595540000,4.5790000000000003E-1,0,4.82E0
R00058,A0059,1772604900000,6.764E-1,0,1.1940000000000001E1
R00083,A0059,1772747280000,7.005E1,0,8.199E1
R00101,A0059,1772837160000,1.8600999999999999E0,0,1.0157E2
R00189,A0059,1773360780000,1.61823E1,0,1.8992000000000002E2
R00210,A0059,1773480540000,9.8933E0,1,1.7813E2
R00221,A0059,1773562260000,5.0794000000000004E1,1,2.2473E2
R00246,A0059,1773709140000,1.68275E1,0,2.3798E2
R00249,A0059,1773730800000,2.9669800000000002E1,0,2.652E2
R00398,A0059,1774599780000,3.9729E0,0,4.182E1
R00437,A0059,1774749780000,3.73253E1,1,7.121000000000001E1
R00615,A0059,1775746260000,6.4E0,0,6.4E0
R00668,A0059,1775994240000,9.962600000000002E0,1,1.5540000000000001E1
R00694,A0059,1776193320000,3.03674E1,0,4.34E1
R00017,A0025,1772400660000,1.6993100000000002E1,1,1.559E1
R00018,A0025,1772410500000,5.366E1,0,6.925E1
R00233,A0025,1773629940000,1.18745E1,0,9.35E0
R00266,A0025,1773859140000,5.99165E0,0,7.242E1
R00298,A0025,1774052700000,2.0448400000000003E1,1,9.118E1
R00300,A0025,1774057140000,1.4859E0,1,9.235000000000001E1
R00357,A0025,1774382580000,1.155065E2,0,1.7395000000000002E2
R00466,A0025,1774871160000,2.94025E0,0,1.219E2
R00530,A0025,1775201760000,1.6243299999999998E1,0,4.3739999999999995E1
R00594,A0025,1775652660000,1.73355E1,0,2.6439999999999998E1
R00627,A0025,1775797980000,2.6403299999999998E1,0,4.723E1
R00071,A0005,1772665680000,1.038E1,0,1.038E1
R00146,A0005,1773117060000,3.85572E1,0,4.074E1
R00187,A0005,1773357960000,2.17075E0,0,5.321E1
R00216,A0005,1773531240000,3.0248E0,1,8.505E1
R00222,A0005,1773563460000,7.194E0,1,9.164999999999999E1
R00223,A0005,1773571680000,1.14E1,1,1.0305E2
R00286,A0005,1774005780000,7.22E-1,0,5.744E1
R00371,A0005,1774490820000,3.37185E1,0,3.415E1
R00377,A0005,1774503720000,1.067E1,0,4.482E1
R00442,A0005,1774759080000,8.11022E1,1,1.0108E2
R00508,A0005,1775095980000,1.8857500000000003E0,0,9.438E1
R00610,A0005,1775730180000,1.05165E0,0,1.107E1
R00676,A0005,1776081720000,3.2078700000000005E1,0,4.05E1
R00003,A0009,1772327640000,2.151115E2,1,1.9735E2
R00022,A0009,1772432400000,7.194E1,0,2.6928999999999996E2
R00135,A0009,1773049140000,1.49606E1,0,1.178E1
R00201,A0009,1773418980000,1.9038E0,0,3.182E1
R00254,A0009,1773759420000,5.0E0,0,2.504E1
R00372,A0009,1774491660000,6.7735E-1,0,7.13E0
R00443,A0009,1774759380000,3.3027E0,1,1.016E1
R00485,A0009,1774965060000,2.33553E1,0,2.855E1
R00499,A0009,1775044860000,8.844500000000001E-1,0,3.786E1
R00609,A0009,1775726160000,1.84E1,0,1.84E1
R00190,A0012,1773361320000,2.8732400000000002E1,0,2.636E1
R00289,A0012,1774016820000,2.5942000000000004E1,0,2.38E1
R00366,A0012,1774467360000,9.39835E0,0,1.2273E2
R00461,A0012,1774864500000,4.5562E0,0,1.0311000000000001E2
R00516,A0012,1775130840000,2.14948E1,0,2.39E1
R00528,A0012,1775190420000,8.66E0,0,3.256E1
R00538,A0012,1775233020000,6.094250000000001E0,0,9.671000000000001E1
R00550,A0012,1775279520000,1.96088E1,1,1.1215E2
R00577,A0012,1775497320000,2.7086500000000004E1,0,1.3282E2
R00691,A0012,1776182700000,3.680930000000001E1,0,3.377E1
R00046,A0011,1772566440000,1.9266E0,0,2.028E1
R00098,A0011,1772833500000,1.9570700000000002E1,0,3.569E1
R00240,A0011,1773681360000,8.64362E1,0,6.806E1
R00272,A0011,1773909060000,4.57995E0,0,1.1627000000000001E2
R00376,A0011,1774500060000,3.3655E1,0,7.471000000000001E1
R00435,A0011,1774734120000,4.443E1,1,7.093E1
R00467,A0011,1774875360000,4.283E1,0,1.1376E2
R00523,A0011,1775162340000,6.9215E0,0,9.361E1
R00606,A0011,1775711280000,1.39384E1,0,1.5307E2
R00662,A0011,1775973720000,1.334814E2,1,2.6918E2
R00674,A0011,1776057600000,4.522E-1,0,2.7394E2
R00023,A0043,1772452860000,1.15805E0,0,1.219E1
R00036,A0043,1772525580000,1.771468E2,0,1.7471E2
R00072,A0043,1772666100000,7.65E0,0,1.8236E2
R00074,A0043,1772671200000,1.8819499999999998E0,0,2.0217000000000002E2
R00106,A0043,1772864940000,6.1722E0,1,2.0703000000000003E2
R00115,A0043,1772933340000,3.37566E1,1,2.3361E2
R00170,A0043,1773268020000,2.6010999999999997E0,0,8.628E1
R00192,A0043,1773371700000,2.2515000000000002E-1,0,6.118999999999999E1
R00218,A0043,1773544020000,6.337E1,1,9.312E1
R00301,A0043,1774058220000,9.575800000000001E0,1,7.091E1
R00363,A0043,1774448040000,3.72237E1,0,3.685E1
R00364,A0043,1774448760000,3.442E1,0,7.127000000000001E1
R00503,A0043,1775064000000,1.61215E0,0,1.697E1
R00513,A0043,1775114280000,1.4933E1,0,3.0669999999999998E1
R00544,A0043,1775264520000,3.91419E1,1,6.658E1
R00024,A0042,1772456460000,3.6176E0,0,3.808E1
R00042,A0042,1772560380000,8.14666E1,0,1.1282E2
R00045,A0042,1772566200000,2.519E1,0,1.3801E2
R00100,A0042,1772837160000,2.351E1,0,1.6151999999999998E2
R00105,A0042,1772862300000,1.2142600000000002E1,1,1.7265999999999997E2
R00152,A0042,1773145440000,3.512E1,0,1.697E2
R00243,A0042,1773696960000,3.2119500000000003E0,0,6.893E1
R00257,A0042,1773783060000,1.31826E1,0,4.4190000000000005E1
R00275,A0042,1773929700000,1.19137E1,0,5.5120000000000005E1
R00277,A0042,1773955980000,2.3413200000000003E1,0,7.660000000000001E1
R00368,A0042,1774486020000,4.81E1,0,8.050999999999999E1
R00450,A0042,1774781940000,2.02692E1,1,2.6146000000000004E2
R00482,A0042,1774959780000,1.79265E0,0,2.8033000000000004E2
R00592,A0042,1775641080000,4.03733E1,0,3.179E1
R00679,A0042,1776097200000,1.0312399999999998E1,0,3.991E1
R00689,A0042,1776177660000,2.20943E1,0,6.017999999999999E1
R00082,A0041,1772723940000,6.422E-1,0,6.76E0
R00148,A0041,1773130440000,1.432E1,0,2.108E1
R00168,A0041,1773259740000,1.1514E0,0,3.3199999999999996E1
R00198,A0041,1773414000000,1.2979400000000002E1,0,3.666E1
R00322,A0041,1774171980000,4.15E0,1,4.15E0
R00331,A0041,1774237740000,9.015500000000001E-1,0,1.364E1
R00352,A0041,1774348860000,3.0799000000000003E0,0,4.606E1
R00354,A0041,1774375680000,1.3376000000000001E0,0,6.014E1
R00399,A0041,1774600380000,1.92024E1,0,7.526E1
R00422,A0041,1774695480000,3.544E1,1,1.107E2
R00430,A0041,1774723800000,3.30835E1,1,1.3675E2
R00463,A0041,1774868640000,2.34786E1,0,1.4465E2
R00515,A0041,1775129940000,1.1281500000000001E1,0,1.085E2
R00537,A0041,1775226000000,1.280314E2,0,2.1083999999999997E2
R00552,A0041,1775282760000,1.20227E1,1,2.2186999999999998E2
R00566,A0041,1775411220000,4.2292000000000005E0,1,1.6425999999999996E2
R00599,A0041,1775665560000,3.8608E1,0,1.7311999999999998E2
