item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0044,-0.3272,0.2276,-0.0305,-1.5792,-0.0589,-0.4341,-0.0758,1.2948
I0045,-1.1653,0.0236,-0.6565,0.9498,-1.3692,-0.5838,-0.638,0.3536
I0046,1.4839,-1.9488,-0.2465,1.2416,-0.21,-1.5235,1.0975,-0.3313
I0047,0.0253,-0.7636,-0.2983,-1.7244,-1.1499,-1.4242,-1.861,0.382
I0048,0.5347,-0.2279,0.4122,-0.6462,-1.2419,-0.592,1.1072,-0.2912
I0049,0.4289,-0.2971,0.3663,0.4319,-0.2842,0.2396,-1.5943,-0.1708
I0050,-0.8649,1.028,-0.3203,0.6396,0.8607,-0.0295,-0.6963,-0.5037
I0051,1.432,-1.1257,1.8746,0.5205,0.0152,1.0211,0.0758,-0.4122
I0052,-0.1246,1.5409,-1.4155,-0.0907,0.8313,0.3418,0.8235,-1.7716
I0053,0.5733,-0.6876,0.2853,-0.4198,-1.0916,0.3665,2.0636,2.3125
I0054,-0.6405,1.223,1.9404,0.1366,-0.4311,-0.1313,0.8532,0.5663
I0055,-0.7618,-0.4429,-0.094,1.5808,-0.0505,-0.2824,1.4502,-0.3892
I0056,-0.3689,-1.9406,-0.6458,0.1071,0.6881,0.1172,-0.5824,0.6588
I0057,-1.9075,-0.3395,-0.5947,-0.8918,0.8836,-1.1963,0.7319,-0.1581
I0058,1.8818,-0.7026,0.6683,0.5893,-0.2007,-1.1495,-1.2532,-0.0637
I0059,0.6936,-1.4409,-1.2881,0.5141,0.847,-1.288,1.8086,-2.4172
