account_id,f1,f2,f3,f4
A0081,2.2316,-3.7969,1.8938,-3.3242
A0082,1.3377,-4.3176,1.5384,-3.31
A0083,6.6149,-1.7803,2.1831,-3.4209
A0084,-2.2989,-2.3284,1.9462,-3.4668
A0085,4.4586,-4.7436,0.8573,-3.2769
A0086,1.1287,-2.8434,1.2305,-3.1681
A0087,4.43,-2.984,2.1606,-3.0835
A0088,3.4661,-3.5133,2.3852,-3.7997
A0089,3.6284,-2.5577,2.8406,-3.5004
A0090,4.5666,-2.6334,1.6027,-3.502
A0091,1.7456,-3.4231,1.221,-2.9165
A0092,2.3866,-4.0979,3.0226,-3.3717
A0093,-2.049,-5.43,-0.2855,-2.9433
A0094,-1.9127,-3.1864,2.4416,-4.6866
A0095,1.0448,-2.4675,1.8772,-3.5869
A0096,1.2577,-5.397,2.4132,-3.3349
A0097,2.9102,-3.8139,1.3198,-3.2067
A0098,2.9186,-2.3665,2.0859,-2.1831
A0099,2.4255,-4.5058,1.0671,-3.9859
A0100,6.8067,-1.8649,3.6505,-3.5142
A0101,1.4157,-3.7819,2.4578,-2.3744
A0102,-2.5174,-5.2696,2.3147,-3.5906
A0103,4.8717,-2.98,1.4694,-3.3672
A0104,3.3605,-3.5517,3.2909,-3.0713
A0105,0.3672,-5.5838,2.7557,-3.451
A0106,2.1514,-2.9653,2.3689,-2.9091
A0107,1.8072,-3.468,1.4302,-3.1369
A0108,-1.8125,-3.4913,2.5839,-3.4373
A0109,4.7609,-2.585,2.8024,-3.4057
A0110,0.8987,-4.5012,3.3901,-3.7464
A0111,3.217,-3.9123,3.5232,-3.2886
A0112,0.1547,-2.9796,0.656,-2.9657
A0113,0.4971,-5.2557,0.6689,-3.8525
A0114,7.5454,-4.2818,3.4446,-4.2696
A0115,2.535,-2.1465,0.7408,-3.5247
A0116,2.6922,-5.2161,0.8699,-3.6201
A0117,1.9057,-3.0014,2.0459,-3.085
A0118,4.2905,-4.3977,0.9701,-3.5438
A0119,2.4804,-3.7829,3.1912,-3.7785
