R00156,dormant,2.56426E3,1770185760000
R00356,closed,3.7637E3,1770377460000
R00073,active,6.19761E3,1770259200000
R00292,active,7.11724E3,1770411900000
R00348,dormant,7.09211E3,1769919960000
R00288,closed,1.55507E3,1769934240000
R00219,dormant,6.3129E3,1770445500000
R00207,closed,3.22755E3,1770621120000
R00022,active,6.90575E3,1770201720000
R00001,dormant,7.05785E3,1770381960000
R00204,closed,6.54302E3,1770388980000
R00134,active,5.3943E3,1769983140000
R00255,closed,5.65897E3,1770128460000
R00272,dormant,5.77829E3,1770010980000
R00128,closed,3.53011E3,1770250320000
R00351,dormant,5.34241E3,1770417480000
R00173,active,4.43653E3,1770345480000
R00308,closed,8.76604E3,1770341280000
R00098,active,6.30473E3,1770410040000
R00097,closed,7.19731E3,1770209460000
R00034,closed,6.07556E3,1770303720000
R00341,dormant,2.43293E3,1770136620000
R00269,closed,3.27225E3,1770235680000
R00180,closed,7.4525E3,1770407640000
R00280,active,2.51022E3,1769993640000
R00263,closed,3.12018E3,1770191160000
R00030,dormant,6.55844E3,1770409860000
R00130,active,2.48E3,1770332220000
R00394,closed,3.0101E3,1770110100000
R00343,dormant,4.78908E3,1770526560000
R00008,active,2.11558E3,1769999280000
R00069,closed,6.54901E3,1770258540000
R00000,closed,9.7525E3,1770129780000
R00210,closed,4.63321E3,1770131160000
R00282,active,6.83851E3,1770048000000
R00164,active,7.08323E3,1770208920000
R00319,active,6.24557E3,1770233160000
R00382,closed,1.075928E4,1770420720000
R00396,closed,4.629E3,1770353640000
R00101,dormant,1.5296E3,1770070920000
R00184,closed,6.09051E3,1770303000000
R00224,dormant,7.20418E3,1770016920000
R00080,active,4.19292E3,1769951640000
R00205,closed,2.14875E3,1770222360000
R00103,active,2.12705E3,1770431700000
R00106,closed,5.62919E3,1770138480000
R00285,closed,5.8257E3,1770188220000
R00253,dormant,6.27456E3,1770068220000
R00072,active,7.40161E3,1770539700000
R00372,dormant,5.66623E3,1770463620000
R00289,closed,6.688E3,1770133860000
R00214,closed,2.1351E3,1770138060000
R00148,closed,8.22922E3,1769988060000
R00182,dormant,6.27275E3,1770471180000
R00033,closed,4.35982E3,1770423900000
R00252,active,2.68009E3,1770021000000
R00258,closed,8.24255E3,1770039600000
R00398,closed,5.55573E3,1770249720000
R00115,dormant,5.0286E3,1769951340000
R00056,closed,4.3853E3,1770121860000
R00299,dormant,1.65681E3,1770045900000
R00011,active,3.91762E3,1770130740000
R00044,active,6.74211E3,1770068400000
R00261,closed,2.1254E3,1770108900000
R00206,active,6.52681E3,1770369780000
R00216,closed,6.59789E3,1770043680000
R00248,active,5.70166E3,1770275160000
R00141,dormant,6.44914E3,1770620760000
R00259,active,4.5915E3,1770599760000
R00167,active,5.11323E3,1770122940000
R00045,active,4.82334E3,1770061440000
R00271,active,4.49407E3,1770157920000
R00311,active,6.45982E3,1770372240000
R00314,active,8.84124E3,1770266220000
R00010,active,4.24113E3,1770367440000
R00251,dormant,6.07822E3,1770417840000
R00087,dormant,4.79119E3,1770341700000
R00166,dormant,4.69717E3,1769981820000
R00150,closed,7.19881E3,1769967240000
R00163,closed,2.71966E3,1770191160000
R00043,closed,5.79218E3,1770389280000
R00270,dormant,3.51068E3,1770449340000
R00013,closed,5.85085E3,1770482880000
R00238,active,5.81942E3,1770113640000
R00081,dormant,5.58585E3,1770375960000
R00036,closed,4.93631E3,1770100380000
R00357,active,1.15735E3,1770542940000
R00174,closed,6.13765E3,1770300060000
R00169,closed,6.70769E3,1770318540000
R00240,active,7.10378E3,1770355500000
R00114,dormant,2.69368E3,1770535980000
R00009,dormant,2.1784E3,1770255480000
R00390,active,4.77329E3,1770158160000
R00093,active,2.39673E3,1770128100000
R00250,closed,5.88994E3,1769920320000
R00086,active,5.30369E3,1770484080000
R00079,dormant,5.17789E3,1770280980000
R00313,closed,3.89557E3,1770162720000
R00362,active,4.33348E3,1770300060000
R00303,dormant,6.9037E3,1770321540000
R00126,active,1.018295E4,1770211740000
R00017,closed,2.89587E3,1770366120000
R00243,active,3.92625E3,1770331380000
R00256,dormant,6.67643E3,1770438840000
R00111,active,3.9544E2,1770389580000
R00171,closed,5.05755E3,1770226260000
R00346,dormant,6.69748E3,1770004200000
R00291,active,7.45738E3,1770571140000
R00307,dormant,9.60285E3,1770079020000
R00290,dormant,9.49818E3,1770329100000
R00368,closed,4.57291E3,1770470220000
R00333,closed,5.48336E3,1770304020000
R00041,active,5.72018E3,1770277320000
R00395,active,-2.0439E2,1770588840000
R00042,closed,6.49794E3,1770461220000
R00146,active,4.71817E3,1770084060000
R00254,dormant,8.26331E3,1770376320000
R00159,active,8.2431E2,1770033120000
R00112,active,3.92271E3,1770004800000
R00176,active,4.04795E3,1770038040000
R00088,closed,3.93741E3,1770331380000
R00366,dormant,6.93153E3,1770763140000
R00325,closed,5.79412E3,1770041880000
R00100,active,-1.34067E3,1769933340000
R00178,closed,5.11461E3,1770617580000
R00378,closed,5.56484E3,1770513600000
R00211,dormant,7.38823E3,1770159540000
R00317,active,2.19413E3,1770134940000
R00104,dormant,3.76004E3,1770357720000
R00196,closed,6.03513E3,1770083040000
R00383,active,5.09847E3,1770084600000
R00155,active,2.59783E3,1770060420000
R00020,closed,6.83819E3,1770268800000
R00153,closed,6.65788E3,1770238740000
R00384,dormant,5.78831E3,1769973600000
R00012,dormant,4.88562E3,1769971800000
R00335,dormant,8.40445E3,1770445320000
R00385,active,3.95533E3,1770337440000
R00201,dormant,4.1687E3,1770412380000
R00200,dormant,2.56427E3,1770606000000
R00220,active,4.72271E3,1770338160000
R00067,active,4.02589E3,1770050880000
R00157,closed,9.44801E3,1770386460000
R00121,closed,3.64581E3,1770407340000
R00057,dormant,3.15564E3,1770530940000
R00318,closed,3.98441E3,1770172140000
R00397,closed,8.66185E3,1770324480000
R00312,active,4.29794E3,1770272820000
R00363,closed,5.33952E3,1770420000000
R00149,dormant,8.86583E3,1770393300000
R00246,active,7.5128E2,1770276120000
R00208,closed,3.82551E3,1770309660000
R00358,dormant,6.24542E3,1769969820000
R00119,closed,8.06587E3,1770211620000
R00085,closed,3.96027E3,1770319800000
R00102,active,4.15752E3,1770441840000
R00365,closed,4.33887E3,1770448860000
R00245,active,6.70233E3,1770275760000
R00051,dormant,3.60021E3,1770282300000
R00139,dormant,4.99198E3,1770182580000
R00199,active,2.13769E3,1770114000000
R00189,active,8.93168E3,1770136560000
R00197,active,6.17786E3,1770127860000
R00297,dormant,4.99281E3,1769955780000
R00193,active,8.08044E3,1770234780000
R00295,dormant,2.17073E3,1770268680000
R00038,dormant,4.85747E3,1770045360000
R00233,closed,6.914E3,1770351240000
R00137,active,7.66619E3,1770322140000
R00152,dormant,7.15279E3,1770408720000
R00140,active,4.37659E3,1769947500000
R00183,dormant,6.36377E3,1769923740000
R00218,closed,4.40151E3,1770043500000
R00151,closed,5.76931E3,1770091440000
R00215,active,3.99691E3,1770458760000
R00014,dormant,9.5051E2,1770468480000
R00247,closed,5.4855E3,1770191040000
R00232,dormant,3.45606E3,1769922900000
R00131,active,9.29327E3,1770285360000
R00239,active,4.76734E3,1770112980000
R00332,closed,2.84255E3,1770235560000
R00037,active,5.11421E3,1770260760000
R00374,dormant,4.78516E3,1770206280000
R00327,dormant,5.60715E3,1770007860000
R00309,closed,7.02428E3,1770147600000
R00060,dormant,8.0702E3,1770096720000
R00228,dormant,5.06316E3,1769987280000
R00355,closed,1.63854E3,1769908860000
R00179,closed,4.73229E3,1770379920000
R00212,active,3.46767E3,1770330300000
R00376,closed,6.82587E3,1770263280000
R00277,active,6.30242E3,1770181560000
R00116,closed,4.33641E3,1770179700000
R00123,dormant,5.76711E3,1770088740000
R00268,closed,5.83771E3,1770538020000
R00209,active,7.4332E3,1770328080000
R00331,dormant,5.5769E3,1770025440000
R00027,closed,3.47085E3,1770445080000
R00018,dormant,6.59516E3,1770480300000
R00399,active,2.18052E3,1770470640000
R00099,active,5.905E3,1770382500000
R00160,active,3.3512E3,1770014460000
R00186,closed,5.49772E3,1770411600000
R00187,dormant,6.11381E3,1769970540000
R00222,active,5.50847E3,1770372360000
R00227,dormant,1.41307E3,1770110760000
R00230,closed,6.11145E3,1770151140000
R00136,active,2.92547E3,1770226080000
R00144,closed,4.34923E3,1770427260000
R00092,closed,1.67944E3,1770073860000
R00354,dormant,5.37498E3,1770388620000
R00075,dormant,2.65062E3,1770249000000
R00172,closed,5.16516E3,1770364440000
R00334,dormant,3.96696E3,1770410100000
R00065,closed,7.49014E3,1770367320000
R00350,active,8.35574E3,1770400020000
R00063,dormant,4.70592E3,1769911020000
R00316,active,1.47301E3,1770053160000
R00053,active,4.47677E3,1770380640000
R00381,active,6.80002E3,1770046680000
R00321,active,6.76915E3,1769927880000
R00296,dormant,3.42466E3,1770483300000
R00095,active,4.92476E3,1770319980000
R00337,closed,3.76622E3,1770378300000
R00105,dormant,1.089412E4,1770328440000
R00129,closed,4.96848E3,1770136680000
R00294,active,6.27011E3,1770184800000
R00047,closed,3.3021E3,1770327480000
R00276,closed,4.51768E3,1770527580000
R00094,active,3.90144E3,1770363420000
R00006,dormant,7.2104E3,1770661680000
R00170,dormant,7.1184E3,1770581340000
R00241,active,6.63095E3,1770286500000
R00168,closed,1.87794E3,1769973540000
R00165,active,6.79996E3,1770127440000
R00275,dormant,4.79249E3,1770125640000
R00175,dormant,5.34917E3,1770225960000
R00387,active,1.72736E3,1770448380000
R00074,active,6.24477E3,1769935020000
R00386,active,4.11533E3,1770283860000
R00359,dormant,4.20791E3,1770110160000
R00283,dormant,2.67271E3,1769966160000
R00324,closed,3.23524E3,1770041760000
R00342,closed,5.80563E3,1770221100000
R00370,closed,3.89842E3,1770175020000
R00244,dormant,5.84361E3,1770287400000
R00264,active,3.71478E3,1770150120000
R00293,active,8.11462E3,1770327120000
R00016,closed,1.79015E3,1770081300000
R00122,active,5.84702E3,1770126000000
R00360,active,1.03458E3,1770018360000
R00389,closed,7.78414E3,1770481200000
R00089,active,5.1996E3,1770238140000
R00077,active,2.51595E3,1770370020000
R00004,dormant,4.02268E3,1770215520000
R00177,dormant,5.94673E3,1769974440000
R00082,closed,3.98832E3,1769911140000
R00237,dormant,4.10248E3,1770183120000
R00125,active,5.70824E3,1770148860000
R00231,active,7.06175E3,1769982240000
R00257,active,1.83927E3,1770386700000
R00375,closed,3.13457E3,1770587160000
R00198,active,5.98276E3,1769962680000
R00007,closed,3.10645E3,1769995980000
R00315,closed,8.292E2,1770149040000
R00181,closed,6.80759E3,1770249060000
R00052,active,4.28736E3,1769978280000
R00265,dormant,4.95723E3,1770142380000
R00367,dormant,5.32999E3,1770338340000
R00068,closed,3.17258E3,1770086460000
R00049,active,7.01355E3,1770362520000
R00062,active,5.80151E3,1770346860000
R00392,closed,9.17187E3,1769910540000
R00305,closed,7.40915E3,1770200580000
R00286,active,3.6298E3,1770019680000
R00040,dormant,1.75487E3,1770278400000
R00015,closed,2.28935E3,1770317100000
R00266,dormant,5.19964E3,1769970720000
R00124,dormant,3.94283E3,1769937540000
R00287,closed,7.34207E3,1770153480000
R00003,closed,5.36721E3,1770075480000
R00373,dormant,4.6893E2,1770363180000
R00135,active,2.85756E3,1770062580000
R00026,dormant,2.63618E3,1770051960000
R00039,active,4.03496E3,1770105180000
R00023,active,2.14327E3,1770486480000
R00190,active,4.83707E3,1770268440000
R00118,active,5.84739E3,1770263400000
R00279,dormant,4.84447E3,1770019320000
R00377,dormant,7.16078E3,1770043080000
R00110,dormant,1.86943E3,1770178080000
R00096,dormant,7.76876E3,1770368640000
R00188,active,4.57404E3,1770461520000
R00120,active,5.7614E3,1770327000000
R00345,closed,3.15912E3,1770245460000
R00328,active,3.41158E3,1770296280000
R00109,dormant,2.9597E3,1770428880000
R00380,dormant,2.68175E3,1770588540000
R00142,closed,2.9897E3,1770245400000
R00191,closed,4.23135E3,1770312060000
R00393,active,2.06561E3,1770028620000
R00133,active,4.31834E3,1769970000000
R00379,closed,-8.9553E2,1770244980000
R00310,closed,6.69921E3,1770007320000
R00070,active,5.72226E3,1770042540000
R00388,dormant,4.7239E3,1770177120000
R00364,dormant,2.17704E3,1770570420000
R00185,active,1.89728E3,1770402660000
R00338,active,5.87414E3,1770389220000
R00302,dormant,1.64664E3,1770432060000
R00371,closed,3.18051E3,1770688860000
R00117,dormant,4.43547E3,1770410460000
R00339,dormant,6.42434E3,1770447000000
R00107,dormant,3.4587E3,1770517560000
R00113,active,4.65292E3,1770454140000
R00361,active,5.17732E3,1770372060000
R00273,closed,7.99007E3,1770481980000
R00066,closed,3.85946E3,1770501900000
R00235,dormant,6.039E3,1769965380000
R00058,dormant,3.25881E3,1769933100000
R00083,active,4.43765E3,1770499620000
R00064,closed,5.1971E3,1770396060000
R00225,closed,3.50921E3,1770107460000
R00344,active,5.86744E3,1770428640000
R00161,dormant,7.72777E3,1770056100000
R00347,active,4.89861E3,1770214020000
R00274,closed,5.29588E3,1769989140000
R00300,active,3.90275E3,1770348780000
R00061,closed,3.32218E3,1770383040000
R00002,closed,7.65274E3,1770287880000
R00132,closed,7.66921E3,1770029160000
R00031,closed,3.26805E3,1770350280000
R00336,closed,6.15583E3,1770706080000
R00162,closed,1.70472E3,1770370620000
R00326,closed,6.03219E3,1770449040000
R00158,closed,5.08486E3,1770274140000
