config,model,platform,interface,version,skills,category,task,n,started_at,valid,success,asserts_passed,asserts_failed,asserts_skipped,total_asserts,wall_time_s,rate_limit_wait_s,platform_time_s,local_time_s,sleep_calls,sleep_time_s,input_tokens,output_tokens,total_tokens,cost_usd,llm_calls,interface_calls,python_calls,bash_calls,read_calls,write_calls,edit_calls,glob_calls,grep_calls,todo_calls,skill_calls,failed_commands,denied_calls,error,run_dir
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,official,feature,ingest,1,2026-06-17T18:47:33.755724+00:00,True,True,3,0,0,3,205.5,0.0,145.21,60.29,0,0.0,3988,3934,7922,0.754746,10,3,0,1,0,1,2,0,0,0,1,1,0,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/official/feature/ingest/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,cli,5.1+alerting,none,feature,backfill,1,2026-06-17T18:52:07.210815+00:00,True,True,3,0,0,3,581.31,0.0,177.65,403.66,0,0.0,1809,25568,27377,2.22211,36,30,0,5,0,0,0,0,0,0,0,1,0,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/cli/5.1+alerting/no-skills/feature/backfill/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,cli,5.1+alerting,official,feature,backfill,1,2026-06-17T19:03:15.218775+00:00,True,True,3,0,0,3,1081.27,0.0,216.33,864.94,0,0.0,4068,54047,58115,4.450124,51,35,0,13,0,0,0,0,0,0,1,6,2,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/cli/5.1+alerting/official/feature/backfill/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,none,feature,mit,1,2026-06-17T19:17:15.763645+00:00,True,True,3,0,0,3,413.18,0.0,0.0,413.18,0,0.0,27683,5058,32741,0.021428,29,8,8,5,0,1,6,0,0,0,0,0,0,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/no-skills/feature/mit/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,official,feature,mit,1,2026-06-17T19:25:19.334529+00:00,True,True,3,0,0,3,73.68,0.0,0.0,73.68,0,0.0,12502,1228,13730,0.008093,7,1,0,4,0,1,0,0,0,0,0,0,1,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/official/feature/mit/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,cli,5.1+alerting,none,feature,validate,1,2026-06-17T19:27:41.566048+00:00,True,False,3,1,0,4,171.04,0.0,0.0,171.04,0,0.0,45125,2676,47801,0.026576,16,9,0,3,2,1,0,0,0,0,0,0,1,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/cli/5.1+alerting/no-skills/feature/validate/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,none,feature,backfill,1,2026-06-17T19:22:38.093774+00:00,True,True,3,0,0,3,625.68,0.0,214.71,410.97,0,0.0,1767,19044,20811,1.365113,16,6,6,2,0,1,0,0,0,0,0,0,1,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/no-skills/feature/backfill/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,cli,5.1+alerting,official,feature,validate,1,2026-06-17T19:31:50.682144+00:00,True,False,1,3,0,4,332.98,0.0,0.0,332.98,0,0.0,19346,3053,22399,0.014252,25,11,1,8,2,2,0,0,0,0,0,0,4,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/cli/5.1+alerting/official/feature/validate/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,official,feature,backfill,1,2026-06-17T19:34:15.513024+00:00,True,True,3,0,0,3,274.53,0.0,187.83,86.7,0,0.0,3990,5546,9536,0.851051,11,4,0,2,0,2,0,0,0,0,1,0,2,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/official/feature/backfill/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,none,feature,validate,1,2026-06-17T19:38:33.585278+00:00,True,True,4,0,0,4,79.98,0.0,0.0,79.98,0,0.0,12902,1283,14185,0.008376,7,1,0,2,2,1,0,0,0,0,0,0,0,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/no-skills/feature/validate/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,official,feature,validate,1,2026-06-17T19:41:04.823095+00:00,True,True,4,0,0,4,110.69,0.0,0.0,110.69,0,0.0,12578,1013,13591,0.007808,7,1,1,2,2,0,0,0,0,0,0,0,0,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/official/feature/validate/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,cli,5.1+alerting,none,feature,mit,1,2026-06-17T19:39:59.761400+00:00,True,True,3,0,0,3,537.51,0.0,196.71,340.8,0,0.0,1825,21881,23706,2.336124,45,31,0,4,1,5,3,0,0,0,0,0,1,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/cli/5.1+alerting/no-skills/feature/mit/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,cli,5.1+alerting,none,feature,incremental_load,1,2026-06-17T19:44:11.991751+00:00,True,True,4,0,0,4,499.38,0.0,0.0,499.38,0,0.0,23760,1849,25609,0.014653,32,22,0,6,1,2,0,0,0,0,0,0,2,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/cli/5.1+alerting/no-skills/feature/incremental_load/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,cli,5.1+alerting,official,feature,mit,1,2026-06-17T19:50:22.897635+00:00,True,True,3,0,0,3,665.76,0.0,220.3,445.46,0,0.0,4049,28895,32944,2.564005,44,35,0,7,0,1,0,0,0,0,0,0,2,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/cli/5.1+alerting/official/feature/mit/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,none,feature,mit,1,2026-06-17T20:02:41.194909+00:00,True,True,3,0,0,3,241.41,0.0,75.86,165.55,0,0.0,1763,11938,13701,0.990086,13,9,1,2,0,0,0,0,0,0,0,0,2,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/no-skills/feature/mit/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,none,feature,incremental_load,1,2026-06-17T20:01:57.979980+00:00,True,False,3,1,0,4,299.89,0.0,0.0,299.89,0,0.0,23518,5813,29331,0.020478,24,5,0,2,4,3,9,0,0,0,0,0,0,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/no-skills/feature/incremental_load/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,official,feature,incremental_load,1,2026-06-17T20:08:11.505512+00:00,True,False,3,1,0,4,110.17,0.0,0.0,110.17,0,0.0,15987,1397,17384,0.010089,10,6,0,1,2,1,0,0,0,0,0,0,0,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/official/feature/incremental_load/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,cli,5.1+alerting,none,feature,full_reload,1,2026-06-17T20:11:27.461733+00:00,True,True,3,0,0,3,194.99,0.0,0.0,194.99,0,0.0,15999,971,16970,0.009456,16,10,0,2,3,0,0,0,0,0,0,0,1,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/cli/5.1+alerting/no-skills/feature/full_reload/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,official,feature,mit,1,2026-06-17T20:07:59.463297+00:00,True,True,3,0,0,3,387.38,0.0,176.8,210.58,0,0.0,4001,15217,19218,1.390406,18,9,0,3,0,1,0,0,0,0,2,0,1,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/official/feature/mit/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,cli,5.1+alerting,official,feature,full_reload,1,2026-06-17T20:15:53.151421+00:00,True,True,3,0,0,3,139.56,0.0,0.0,139.56,0,0.0,15525,1010,16535,0.009277,11,9,0,3,0,0,0,0,0,0,0,0,0,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/cli/5.1+alerting/official/feature/full_reload/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,none,feature,full_reload,1,2026-06-17T20:19:49.223882+00:00,True,True,3,0,0,3,53.27,0.0,0.0,53.27,0,0.0,12957,1333,14290,0.008478,6,2,0,1,1,1,0,0,0,0,0,0,1,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/no-skills/feature/full_reload/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,cli,5.1+alerting,none,feature,validate,1,2026-06-17T20:15:56.353084+00:00,True,True,4,0,0,4,409.84,0.0,137.77,272.07,0,0.0,1805,15407,17212,1.796815,36,24,1,9,0,1,0,0,0,0,0,1,1,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/cli/5.1+alerting/no-skills/feature/validate/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,cli,5.1+alerting,official,feature,validate,1,2026-06-17T20:24:15.260853+00:00,True,True,4,0,0,4,313.14,0.0,135.77,177.37,0,0.0,4023,10523,14546,1.426144,28,22,0,5,0,0,0,0,0,0,0,0,1,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/cli/5.1+alerting/official/feature/validate/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,none,feature,validate,1,2026-06-17T20:30:47.084829+00:00,True,True,4,0,0,4,133.3,0.0,35.42,97.88,0,0.0,1765,5879,7644,0.777142,14,6,1,2,0,4,0,0,0,0,0,0,2,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/no-skills/feature/validate/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,official,feature,validate,1,2026-06-17T20:34:13.216835+00:00,True,True,4,0,0,4,289.13,0.0,200.06,89.07,0,0.0,3992,5534,9526,0.890219,13,3,1,2,2,2,0,0,0,0,1,0,1,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/official/feature/validate/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,cli,5.1+alerting,none,feature,incremental_load,1,2026-06-17T20:40:15.683468+00:00,True,True,4,0,0,4,241.83,0.0,163.76,78.07,0,0.0,1767,5156,6923,0.838414,19,15,0,1,0,2,0,0,0,0,0,0,0,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/cli/5.1+alerting/no-skills/feature/incremental_load/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,cli,5.1+alerting,official,feature,incremental_load,1,2026-06-17T20:45:35.848423+00:00,True,True,4,0,0,4,203.77,0.0,126.94,76.83,0,0.0,3996,5204,9200,0.873236,17,12,0,1,0,1,0,0,0,0,1,0,0,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/cli/5.1+alerting/official/feature/incremental_load/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,none,feature,incremental_load,1,2026-06-17T20:50:19.855566+00:00,True,True,4,0,0,4,260.03,0.0,106.06,153.97,0,0.0,1773,10280,12053,1.081051,18,11,1,2,0,3,0,0,0,0,0,0,3,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/no-skills/feature/incremental_load/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,official,feature,backfill,1,2026-06-17T21:04:43.076884+00:00,True,True,3,0,0,3,120.49,0.0,0.0,120.49,0,0.0,13203,1196,14399,0.008396,11,1,0,3,5,1,0,0,0,0,0,0,1,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/official/feature/backfill/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,official,feature,incremental_load,1,2026-06-17T20:55:58.844285+00:00,True,True,4,0,0,4,973.66,0.0,853.91,119.75,0,0.0,4003,7812,11815,1.172792,19,6,1,2,0,5,0,0,0,0,2,0,0,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/official/feature/incremental_load/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,cli,5.1+alerting,none,feature,full_reload,1,2026-06-17T21:13:31.839131+00:00,True,True,3,0,0,3,201.3,0.0,81.71,119.59,0,0.0,1759,3244,5003,0.630167,12,10,0,1,0,0,0,0,0,0,0,0,0,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/cli/5.1+alerting/no-skills/feature/full_reload/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,cli,5.1+alerting,official,feature,full_reload,1,2026-06-17T21:18:17.636368+00:00,True,True,3,0,0,3,160.81,0.0,84.39,76.42,0,0.0,3996,3842,7838,0.896801,15,11,0,1,0,0,0,0,0,0,1,0,0,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/cli/5.1+alerting/official/feature/full_reload/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,none,feature,full_reload,1,2026-06-17T21:22:31.417293+00:00,True,True,3,0,0,3,120.27,0.0,45.65,74.62,0,0.0,1763,4851,6614,0.726684,13,7,0,2,0,3,0,0,0,0,0,0,2,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/no-skills/feature/full_reload/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,official,feature,full_reload,1,2026-06-17T21:25:54.615581+00:00,True,True,3,0,0,3,276.17,0.0,213.18,62.99,0,0.0,3990,3890,7880,0.794086,11,4,0,2,0,2,0,0,0,0,1,1,1,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/official/feature/full_reload/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,cli,5.1+alerting,official,feature,incremental_load,1,2026-06-17T21:23:00.475287+00:00,True,False,2,1,1,4,389.36,0.0,0.0,389.36,0,0.0,25115,2347,27462,0.016078,28,18,0,6,1,2,0,0,0,0,0,0,1,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/cli/5.1+alerting/official/feature/incremental_load/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,official,feature,full_reload,1,2026-06-17T21:32:05.965070+00:00,True,True,3,0,0,3,47.78,0.0,0.0,47.78,0,0.0,12477,998,13475,0.007736,3,1,0,0,3,0,0,0,0,0,0,0,0,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/official/feature/full_reload/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,cli,5.1+alerting,none,feature,training_data,1,2026-06-17T21:31:45.093709+00:00,True,True,4,0,0,4,1280.18,0.0,646.68,633.5,0,0.0,1811,42091,43902,2.904548,40,29,0,10,0,0,0,0,0,0,0,0,1,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/cli/5.1+alerting/no-skills/feature/training_data/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,none,feature,training_data,1,2026-06-17T23:29:07.365704+00:00,True,True,4,0,0,4,310.0,0.0,83.56,226.44,0,0.0,1771,16097,17868,1.282403,17,6,0,4,0,6,0,0,0,0,0,0,1,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/no-skills/feature/training_data/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,official,feature,training_data,1,2026-06-17T23:35:44.042540+00:00,True,True,4,0,0,4,270.56,0.0,122.11,148.45,0,0.0,3999,11096,15095,1.328411,18,6,0,3,0,4,0,0,0,0,2,0,2,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/official/feature/training_data/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,cli,5.1+alerting,none,feature,leakage,1,2026-06-17T23:42:58.579220+00:00,True,True,2,0,0,2,241.19,0.0,86.14,155.05,0,0.0,1781,6323,8104,1.05864,24,17,0,5,0,1,0,0,0,0,0,1,1,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/cli/5.1+alerting/no-skills/feature/leakage/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,cli,5.1+alerting,official,feature,leakage,1,2026-06-17T23:48:08.171289+00:00,True,True,2,0,0,2,277.66,0.0,88.83,188.83,0,0.0,4024,9770,13794,1.474533,28,18,0,6,0,1,0,0,0,0,1,0,0,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/cli/5.1+alerting/official/feature/leakage/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,none,feature,leakage,1,2026-06-18T00:09:16.082948+00:00,True,True,2,0,0,2,286.76,0.0,93.18,193.58,1,25.0,1779,13577,15356,1.288088,21,15,1,3,0,1,0,0,0,0,0,0,1,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/no-skills/feature/leakage/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,official,feature,leakage,1,2026-06-18T00:15:11.772630+00:00,True,True,2,0,0,2,267.55,0.0,40.26,227.29,0,0.0,4024,13725,17749,1.656623,29,8,1,9,0,8,0,0,0,0,1,3,2,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/official/feature/leakage/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,cli,5.1+alerting,none,training,train,1,2026-06-18T01:10:12.330073+00:00,True,True,4,0,0,4,282.65,0.0,116.17,166.48,0,0.0,1777,10831,12608,1.20481,25,19,1,4,0,0,0,0,0,0,0,1,1,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/cli/5.1+alerting/no-skills/training/train/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,cli,5.1+alerting,official,training,train,1,2026-06-18T01:51:49.908696+00:00,True,True,4,0,0,4,303.92,0.0,168.25,135.67,0,0.0,4004,9745,13749,1.174027,22,17,0,2,0,0,0,0,0,0,1,1,0,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/cli/5.1+alerting/official/training/train/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,cli,5.1+alerting,official,feature,leakage,1,2026-06-18T01:28:36.861368+00:00,True,True,2,0,0,2,939.42,0.0,0.0,939.42,0,0.0,55307,6893,62200,0.037993,68,58,2,4,0,3,0,0,0,0,0,0,3,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/cli/5.1+alerting/official/feature/leakage/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,none,training,train,1,2026-06-18T01:58:09.664187+00:00,True,True,4,0,0,4,195.07,0.0,75.65,119.42,0,0.0,1777,7560,9337,1.047991,21,15,0,4,1,0,0,0,0,0,0,0,0,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/no-skills/training/train/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,none,feature,leakage,1,2026-06-18T02:00:54.462244+00:00,True,True,2,0,0,2,133.93,0.0,0.0,133.93,0,0.0,15971,1658,17629,0.010472,10,2,2,2,3,0,0,0,0,0,0,0,0,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/no-skills/feature/leakage/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,sdk,5.0.0,official,training,train,1,2026-06-18T02:02:49.155576+00:00,True,True,4,0,0,4,295.33,0.0,187.94,107.39,0,0.0,3995,7103,11098,1.027192,16,8,0,2,1,0,0,0,0,0,2,0,0,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/sdk/5.0.0/official/training/train/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,official,feature,leakage,1,2026-06-18T02:04:15.185840+00:00,True,True,2,0,0,2,258.05,0.0,0.0,258.05,0,0.0,15990,2380,18370,0.011565,20,0,4,7,3,2,3,0,0,0,0,0,1,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/official/feature/leakage/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,cli,5.1+alerting,official,training,train,1,2026-06-18T02:50:13.311233+00:00,True,False,2,1,1,4,546.09,0.0,0.0,546.09,0,0.0,29031,1251,30282,0.016392,38,32,0,1,3,1,0,0,0,0,0,0,1,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/cli/5.1+alerting/official/training/train/1
2_hw-full-cli-sdk-skills-mistral-large,mistral-large-3,hopsworks,sdk,5.0.0,none,training,train,1,2026-06-18T03:01:48.710869+00:00,True,True,4,0,0,4,154.56,0.0,0.0,154.56,0,0.0,24235,3870,28105,0.017923,12,9,0,1,1,0,0,0,0,0,0,0,0,,results/2_hw-full-cli-sdk-skills-mistral-large/mistral-large-3/hopsworks/sdk/5.0.0/no-skills/training/train/1
1_hw-full-cli-sdk-skills-opus,claude-opus-4-8,hopsworks,cli,5.1+alerting,none,training,mdt,1,2026-06-18T02:08:56.106580+00:00,True,True,3,0,0,3,1925.39,0.0,1925.39,0.0,0,0.0,1787,9496,11283,1.579286,27,25,0,1,0,0,0,0,0,0,0,1,0,,results/1_hw-full-cli-sdk-skills-opus/claude-opus-4-8/hopsworks/cli/5.1+alerting/no-skills/training/mdt/1
