account_id,f1,f2,f3,f4
A0042,-1.3081,3.3218,-1.3151,3.9941
A0043,-1.161,2.0324,-0.7908,2.4147
A0044,-0.1709,3.0804,-2.6105,4.7535
A0045,-1.8325,2.2092,-0.5251,2.456
A0046,-1.1769,2.3902,-1.6844,4.0248
A0047,-0.7361,2.3336,-5.7741,4.0207
A0048,-1.3827,2.8792,1.6198,2.5882
A0049,-2.2743,2.6396,2.7128,3.2204
A0050,-0.1062,2.7245,-1.2249,4.0669
A0051,-0.8497,3.0074,-5.4476,2.8089
A0052,-0.9706,3.8808,-1.9272,4.8444
A0053,-0.7596,3.3589,-2.9297,3.0207
A0054,-0.8167,1.4247,-3.6601,3.1939
A0055,-1.7924,3.1668,-1.2317,4.5349
A0056,0.1616,3.2208,-1.582,4.285
A0057,-1.5504,3.8515,0.4254,3.9268
A0058,-1.9083,2.1029,-4.6696,3.0697
A0059,-1.004,2.2312,-2.0214,3.1955
A0060,-1.8215,1.6885,2.3408,1.7483
A0061,-1.1729,2.0896,-7.4332,3.3625
A0062,-1.2697,3.342,0.8455,2.9001
A0063,-1.1671,3.6758,2.265,2.7638
A0064,-1.437,3.885,-1.033,4.4024
A0065,-1.7046,2.4528,2.7612,3.0381
A0066,-0.6933,2.1277,1.1765,2.274
A0067,-1.461,3.5022,0.416,2.4614
A0068,-0.8858,4.4694,-0.7781,4.0738
A0069,-1.2423,3.6111,-3.7822,3.8033
A0070,-1.1925,2.8139,-4.6705,3.4441
A0071,-1.6934,2.9993,3.3079,1.838
A0072,-2.5289,2.5852,-3.8738,4.4009
A0073,-1.4102,2.1019,2.532,1.5027
A0074,-1.8331,4.3285,-0.6812,3.1534
A0075,-1.3853,4.6356,-0.1141,2.6494
A0076,-0.0456,2.6876,-6.492,3.1662
A0077,-0.1991,3.4557,-0.2103,2.0264
A0078,0.0704,2.8146,-1.5632,3.7045
A0079,-1.0008,2.1531,-0.887,2.3068
A0080,-1.0765,1.6692,-3.5193,2.3169
A0081,-1.5938,2.3139,-3.1007,3.5913
A0082,-1.7494,1.5099,-1.3477,2.5524
A0083,-1.8813,2.8062,1.3293,2.3562
A0084,-1.4561,4.3833,-6.1193,2.2966
A0085,-0.5238,2.7123,1.7198,5.0737
A0086,-1.1966,1.9621,2.6848,1.9397
A0087,-1.0762,4.2967,-2.8911,3.8352
A0088,-0.2706,2.9779,-4.9589,3.5808
A0089,-0.6928,3.1763,0.5365,4.0377
A0090,-0.2676,2.344,-3.3474,3.5892
A0091,-1.366,2.6093,-4.8098,2.9637
A0092,-0.5809,2.508,-3.109,3.3142
A0093,-1.1062,4.1694,3.0615,4.0609
A0094,-1.5208,2.864,-2.3664,3.2609
A0095,-0.1586,3.1041,2.8716,2.6965
A0096,-1.7083,2.6453,-1.1513,3.7135
A0097,-0.8098,2.4704,-0.3526,2.7411
A0098,-0.7099,1.5794,-1.9907,3.9295
A0099,-1.6932,3.625,-5.8727,3.8878
A0100,-0.6493,3.1506,1.8421,4.0584
A0101,-1.787,3.7899,-4.3048,2.6016
A0102,-0.6975,2.8154,-0.8622,2.9654
A0103,-1.3485,1.8323,2.5555,3.6919
A0104,-0.8992,2.7899,-2.5763,2.4286
A0105,-1.3578,2.9536,-1.8514,3.204
A0106,-0.8739,2.9012,-0.6967,3.4533
A0107,-2.635,2.327,-2.5268,3.7991
A0108,-2.1017,2.4981,1.6515,3.681
A0109,-1.351,4.3567,-4.0352,2.2629
A0110,-0.6027,3.9887,-3.6604,4.2806
A0111,-0.674,2.9572,-0.9748,3.5284
A0112,-1.086,1.9963,0.0942,3.7176
A0113,-1.1509,3.8944,-3.9982,3.2402
A0114,-0.9463,3.4141,1.6467,3.6291
A0115,-1.5103,1.8213,2.3244,3.7646
A0116,-1.4298,3.0842,-5.1208,2.1966
A0117,0.3062,3.5984,0.6602,2.6241
A0118,-0.2816,2.5057,-1.6378,4.2648
A0119,-0.995,2.1371,0.2177,4.3003
